Unnamed: 0,2021-07-31,2021-05-01,2021-01-30,2020-10-31
Intangible Assets,230559000.0,230559000.0,230559000.0,230559000.0
Capital Surplus,658899000.0,655069000.0,648949000.0,645902000.0
Total Liab,642976000.0,656849000.0,670974000.0,664386000.0
Total Stockholder Equity,1399114000.0,1386642000.0,1334881000.0,1267475000.0
Other Current Liab,33529000.0,60039000.0,26728000.0,32911000.0
Total Assets,2042090000.0,2043491000.0,2005855000.0,1931861000.0
Common Stock,66000.0,66000.0,66000.0,66000.0
Retained Earnings,815810000.0,781487000.0,726267000.0,661607000.0
Other Liab,65938000.0,65821000.0,65068000.0,64627000.0
Good Will,444850000.0,444850000.0,444850000.0,444850000.0
Treasury Stock,-75661000.0,-49980000.0,-40401000.0,-40100000.0
Other Assets,2337000.0,2368000.0,2421000.0,2472000.0
Cash,444262000.0,472167000.0,447126000.0,325525000.0
Total Current Liabilities,245863000.0,255020000.0,283796000.0,276160000.0
Property Plant Equipment,537494000.0,532465000.0,519258000.0,521478000.0
Total Current Assets,826850000.0,833249000.0,808767000.0,732502000.0
Net Tangible Assets,723705000.0,711233000.0,659472000.0,592066000.0
Net Receivables,824000.0,363000.0,621000.0,203000.0
Inventory,373550000.0,355193000.0,353704000.0,394896000.0
Accounts Payable,92798000.0,90378000.0,117217000.0,124823000.0
Change To Liabilities,1766000.0,-27311000.0,-7330000.0,17144000.0
Total Cashflows From Investing Activities,-5335000.0,-9412000.0,-4617000.0,-7786000.0
Net Borrowings,-130000.0,-191000.0,-122000.0,-35000.0
Total Cash From Financing Activities,-24293000.0,-5670000.0,878000.0,2481000.0
Change To Operating Activities,1969000.0,-10315000.0,8196000.0,21058000.0
Issuance Of Stock,1541000.0,5258000.0,1448000.0,2528000.0
Net Income,34323000.0,55220000.0,64660000.0,45197000.0
Change In Cash,-27905000.0,25041000.0,121601000.0,20415000.0
Repurchase Of Stock,-25704000.0,-10737000.0,-448000.0,-12000.0
Total Cash From Operating Activities,1723000.0,40123000.0,125340000.0,25720000.0
Depreciation,6034000.0,5859000.0,5831000.0,5713000.0
Change To Inventory,-18357000.0,-1489000.0,41192000.0,-67732000.0
Change To Account Receivables,-461000.0,258000.0,-418000.0,2244000.0
Change To Netincome,2436000.0,2746000.0,2185000.0,2032000.0
Capital Expenditures,-8240000.0,-9463000.0,-4617000.0,-7831000.0
