Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Other Cashflows From Investing Activities
2017-09-29,102.65705871582033,104.40782928466795,102.55406951904295,104.34603118896484,84.58800506591797,834575,SLG,0.9443347726311948,0.9835446882098046,0.9542488900858735,1.0206479989635429,-0.076313226332348,-0.1067157005126414,-0.1350443089053293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,104.3357391357422,105.6230697631836,104.3357391357422,105.19052124023438,85.27259826660156,892835,SLG,0.9319564099008216,0.9856169672134816,0.9454933187794414,1.012478214064533,-0.0805218041637113,-0.103090588547918,-0.1436375596974923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,105.19052124023438,106.70442962646484,105.19052124023438,106.3027801513672,86.17425537109375,782626,SLG,0.9222051783474364,0.9706160195030876,0.9369791958092726,1.0113391723313174,-0.089133993983881,-0.1193473555018144,-0.1448214464112995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,106.09680938720705,107.56951904296876,105.97322082519533,107.50772094726562,87.15103149414062,667368,SLG,0.9019064068647104,0.9524946905645248,0.9399163621656544,1.0126829906128405,-0.1107765837481301,-0.1359889964570415,-0.1500430044310096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,107.60041046142578,108.72296905517578,107.36354064941406,107.48712921142578,87.13433074951172,1045864,SLG,0.9130974336370667,0.928046731286957,0.9455507377677236,1.0121464877707815,-0.0990490541337147,-0.1547537443961556,-0.1523710110035355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,107.1678695678711,108.25952911376952,106.5499496459961,108.146240234375,87.66863250732422,836905,SLG,0.9185791577911676,0.9190304713215316,0.9342700047159044,1.0081446760609294,-0.0895655182697617,-0.1759127515055045,-0.1663030617198592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,107.1060791015625,107.80638122558594,106.99279022216795,107.4665298461914,87.11763000488281,699120,SLG,0.9299473441856074,0.922331228770536,0.945439762662626,1.0143616235707735,-0.0844142793851661,-0.1813841961821166,-0.1530423835140709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,107.75489044189452,108.94953918457033,106.70442962646484,107.61071014404295,87.23452758789062,985662,SLG,0.9450664001866712,0.9164641712561934,0.9339576932105323,1.008797349947511,-0.0637309497608397,-0.1763865048877522,-0.1553396194834232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,107.76519012451172,108.69207000732422,107.75489044189452,108.032958984375,87.57682800292969,659795,SLG,0.9522400724113088,0.913650821030293,0.9324390815472254,1.0091988628593096,-0.0569587904480007,-0.1875813867124133,-0.1556579686457682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,107.84757995605467,108.36251068115234,107.55921936035156,107.96086120605467,87.51835632324219,464915,SLG,0.9544977223842028,0.9050295147694148,0.9325772721717316,1.0112728774332036,-0.0567751550490007,-0.1936554110539378,-0.1434578287933978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,108.58908081054688,108.58908081054688,106.56024932861328,106.58084106445312,86.39965057373047,1207244,SLG,0.9666634730221664,0.9147995399385848,0.9468131033614948,1.0098252549340063,-0.0431617819118401,-0.1934499584486902,-0.1300775004821222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,106.50875091552734,107.17816925048828,105.8702392578125,105.94232940673828,85.88204193115234,1132963,SLG,0.9736560285574916,0.940402857632469,0.9651686621986436,1.0047827275420922,-0.0311266989846006,-0.1746589075092386,-0.1204253351615628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
