Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Change To Inventory,Change To Account Receivables
2017-09-29,186.7100067138672,189.57000732421875,186.3500061035156,189.1999969482422,187.242431640625,1703200,TMO,1.024471360397421,1.0525157442841404,1.1264546349477471,1.0206479989635429,0.003823361433878,-0.0377446444383056,0.0371614359565442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,189.8099975585937,191.5399932861328,189.22999572753903,191.5399932861328,189.55821228027344,1414300,TMO,1.013835109342941,1.0574744018841995,1.11551686818048,1.012478214064533,0.0013568952784079,-0.0312331538772001,0.0263859897035461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,191.5399932861328,192.3000030517578,189.5399932861328,190.3300018310547,188.36073303222656,1023100,TMO,1.0049911664462836,1.065932358527654,1.127976155035045,1.0113391723313174,-0.0063480058850338,-0.0240310164772481,0.0461755128144727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,190.7100067138672,193.509994506836,190.7100067138672,193.509994506836,191.50782775878903,1114400,TMO,1.0010334120357207,1.0658962315677976,1.117514166788241,1.0126829906128405,-0.0116495785771197,-0.0225874554537688,0.0275548001915768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,193.3600006103516,193.47000122070312,191.94000244140625,193.42999267578125,191.4286499023437,1021800,TMO,1.000516999445537,1.067320007511876,1.1299891721855255,1.0121464877707815,-0.0116294883252445,-0.0154804681712366,0.0320674234142663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,193.3800048828125,194.1199951171875,191.94000244140625,193.2100067138672,191.2109222412109,974900,TMO,1.0,1.0808116605601747,1.1380148858860195,1.0081446760609294,-0.0081446760609293,-0.0141315622668614,0.0374418194502559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,193.3999938964844,193.97999572753903,192.3699951171875,193.259994506836,191.2603454589844,593500,TMO,1.003105045475513,1.088351547951332,1.124557319602203,1.0143616235707735,-0.0112565780952604,-0.0153638770013206,0.026075173425506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,193.6699981689453,193.8500061035156,191.509994506836,192.63999938964844,190.6468048095703,894900,TMO,0.9961070026809976,1.0806327465264165,1.1224571760290292,1.008797349947511,-0.0126903472665133,-0.0122179296175291,0.0331598633350735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,192.6000061035156,193.5200042724609,192.3600006103516,193.4600067138672,191.45835876464844,762900,TMO,0.9623693804660164,1.0940027886221984,1.120080829397928,1.0091988628593096,-0.0468294823932932,-0.007229419120508,0.0319837792049344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,193.5,193.6699981689453,192.8999938964844,193.38999938964844,191.3890380859375,876500,TMO,0.9732149861690368,1.0992116478586405,1.1040170066313362,1.0112728774332036,-0.0380578912641668,0.0005267220352878,0.0279819056662067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
