,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-300000.0,-9600000.0,-1300000.0,-200000.0
Change To Liabilities,49600000.0,47800000.0,3200000.0,24700000.0
Total Cashflows From Investing Activities,-1378300000.0,-442800000.0,-877500000.0,-561200000.0
Net Borrowings,125800000.0,-22100000.0,473000000.0,494700000.0
Total Cash From Financing Activities,1221800000.0,-43500000.0,1238900000.0,487400000.0
Change To Operating Activities,-19900000.0,119800000.0,-129400000.0,18200000.0
Issuance Of Stock,1115800000.0,4200000.0,781700000.0,3100000.0
Net Income,304900000.0,156200000.0,187600000.0,158800000.0
Change In Cash,610600000.0,10100000.0,103100000.0,-63200000.0
Total Cash From Operating Activities,767100000.0,496400000.0,-258400000.0,10600000.0
Depreciation,38600000.0,35000000.0,54000000.0,23000000.0
Dividends Paid,-9300000.0,-8200000.0,-8200000.0,-7100000.0
Change To Inventory,418500000.0,244600000.0,-228200000.0,-167700000.0
Change To Account Receivables,-58300000.0,-126700000.0,-102200000.0,-65100000.0
Other Cashflows From Financing Activities,-10500000.0,-1500000.0,-7600000.0,-3200000.0
Change To Netincome,33700000.0,19700000.0,-43400000.0,18700000.0
Capital Expenditures,-63000000.0,-50000000.0,-42200000.0,-47300000.0
Repurchase Of Stock,,-15900000.0,-15900000.0,-100000.0
Other Cashflows From Investing Activities,,,12500000.0,12500000.0
