Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Other Cashflows From Investing Activities
2017-09-29,118.54000091552734,120.4800033569336,118.02999877929688,120.30999755859376,116.074462890625,293800,LAD,0.9407364031499176,0.9723903702036636,0.8434910956354205,1.0206479989635429,-0.0799115958136252,-0.1178700185187824,-0.2458021033557824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,120.5,122.0,119.02999877929688,121.68000030517578,117.39622497558594,232800,LAD,0.936472590031375,0.9787418346931293,0.8486951431168365,1.012478214064533,-0.076005624033158,-0.1099657210682704,-0.2404357353600973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,122.86000061035156,123.5,121.4499969482422,121.7699966430664,117.48304748535156,293000,LAD,0.9581999511908054,1.0083115252691486,0.845179455615129,1.0113391723313174,-0.053139221140512,-0.0816518497357534,-0.2366211866054431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,121.80999755859376,123.12999725341795,119.66999816894533,120.8000030517578,116.5472183227539,253800,LAD,0.9611755033704006,1.0001439505705556,0.8606178798391761,1.0126829906128405,-0.0515074872424399,-0.0883397364510107,-0.2293414867574879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,120.51000213623048,120.52999877929688,117.6500015258789,118.2300033569336,114.06768798828124,260400,LAD,0.9847752804479678,1.022308354981714,0.873460378782001,1.0121464877707815,-0.0273712073228137,-0.0604921207013986,-0.2244613699892581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,118.20999908447266,119.0,117.37999725341795,118.68000030517578,114.50183868408205,173000,LAD,0.9668013394203152,1.038956195651848,0.8731968348848962,1.0081446760609294,-0.0413433366406141,-0.0559870271751881,-0.2273762315508674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,118.20999908447266,119.12000274658205,117.33999633789062,117.4800033569336,113.3440933227539,170500,LAD,0.966121838255542,1.062111085061446,0.8679160813064573,1.0143616235707735,-0.0482397853152315,-0.0416043398912067,-0.2305660648702396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,117.98999786376952,119.20999908447266,117.0999984741211,119.13999938964844,114.94563293457033,172800,LAD,0.9572041411497584,1.0212307002835626,0.8383627301300648,1.008797349947511,-0.0515932087977525,-0.071619975860383,-0.2509345825638908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,119.3000030517578,119.72000122070312,116.08999633789062,116.76000213623048,112.64944458007812,221400,LAD,0.9779171115193384,1.0304574516761995,0.8637141633415031,1.0091988628593096,-0.0312817513399712,-0.0707747560665068,-0.2243828868514905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,116.5,117.08000183105467,113.9000015258789,115.02999877929688,110.98033142089844,305300,LAD,0.9849563610660332,1.05475638188216,0.869627662185333,1.0112728774332036,-0.0263165163671703,-0.0439285439411927,-0.2064074387797964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,115.5,116.26000213623048,114.22000122070312,114.72000122070312,110.68124389648438,133700,LAD,0.9943458467416068,1.0759556694973509,0.8532310687952999,1.0098252549340063,-0.0154794081923997,-0.0322938288899241,-0.2236595350483171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,114.73999786376952,115.4800033569336,113.5,114.5999984741211,110.56546783447266,141100,LAD,0.9904014873823466,1.096237885674733,0.8502660461051817,1.0047827275420922,-0.0143812401597456,-0.0188238794669746,-0.2353279512550247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,114.6500015258789,116.11000061035156,114.16999816894533,115.41999816894533,111.35661315917967,185400,LAD,0.9818018744381064,1.0837598163956674,0.8410036795682903,1.016827126331923,-0.0350252518938166,-0.0372359537736488,-0.24593460674651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,115.91999816894533,117.66999816894533,115.51000213623048,117.01000213623048,112.89063262939452,181300,LAD,0.9656336528415838,1.0727167987188584,0.8233059970192207,1.016900814218988,-0.0512671613774041,-0.043866925378448,-0.2526893474054346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,116.58000183105467,116.61000061035156,114.75,115.31999969482422,111.2601089477539,148100,LAD,0.9866518641288864,1.0893067550521718,0.8559378211126111,1.0195478153138224,-0.032895951184936,-0.0272441472870297,-0.2218957202052131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,116.20999908447266,116.62000274658205,114.62999725341795,116.04000091552734,111.95479583740234,131900,LAD,0.9908955476024862,1.0933453744713744,0.8365101352794871,1.0187296628598663,-0.0278341152573801,-0.0235801513061701,-0.2289638739449769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
