,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,28700000.0,13200000.0,10400000.0,4351000.0
Capital Surplus,1264300000.0,749000000.0,898500000.0,866206000.0
Total Liab,1269300000.0,1067000000.0,716600000.0,658228000.0
Total Stockholder Equity,603600000.0,75900000.0,212100000.0,158516000.0
Deferred Long Term Liab,21900000.0,19900000.0,16000000.0,
Other Current Liab,35800000.0,22800000.0,18500000.0,13855000.0
Total Assets,1872900000.0,1142900000.0,928700000.0,816744000.0
Common Stock,100000.0,100000.0,100000.0,58000.0
Other Current Assets,11000000.0,9500000.0,7300000.0,
Retained Earnings,-666300000.0,-672000000.0,-683600000.0,-707255000.0
Other Liab,5800000.0,7000000.0,8900000.0,6030000.0
Good Will,39800000.0,39800000.0,39600000.0,39840000.0
Treasury Stock,5500000.0,-1200000.0,-2900000.0,-493000.0
Other Assets,62100000.0,25000000.0,18200000.0,1969000.0
Cash,907200000.0,213700000.0,113900000.0,272577000.0
Total Current Liabilities,207800000.0,157700000.0,115700000.0,86025000.0
Short Long Term Debt,15600000.0,,,
Other Stockholder Equity,5500000.0,-1200000.0,-2900000.0,-493000.0
Property Plant Equipment,493600000.0,415500000.0,258400000.0,107864000.0
Total Current Assets,1248700000.0,591000000.0,461300000.0,537171000.0
Net Tangible Assets,535100000.0,22900000.0,162100000.0,114325000.0
Short Term Investments,40400000.0,162400000.0,175000000.0,167479000.0
Net Receivables,83800000.0,69300000.0,76700000.0,53373000.0
Long Term Debt,1043700000.0,887900000.0,592000000.0,566173000.0
Inventory,154300000.0,101000000.0,71400000.0,33793000.0
Accounts Payable,54100000.0,54500000.0,25500000.0,24413000.0
Long Term Investments,,58400000.0,140800000.0,125549000.0
