,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,197231000.0,211408000.0,133421000.0,143753000.0
Capital Surplus,693068000.0,668947000.0,657899000.0,625568000.0
Total Liab,261426000.0,315138000.0,321736000.0,298697000.0
Total Stockholder Equity,1502265000.0,1377244000.0,1263655000.0,1198254000.0
Other Current Liab,36617000.0,41882000.0,15590000.0,32051000.0
Total Assets,1763691000.0,1692382000.0,1585391000.0,1496951000.0
Common Stock,2106000.0,2074000.0,2049000.0,2021000.0
Other Current Assets,44801000.0,24676000.0,16027000.0,27544000.0
Retained Earnings,808652000.0,721782000.0,620747000.0,585624000.0
Other Liab,22531000.0,37774000.0,72447000.0,88405000.0
Good Will,33001000.0,31245000.0,11195000.0,12357000.0
Treasury Stock,-1561000.0,-15559000.0,-17040000.0,-14959000.0
Other Assets,83594000.0,76982000.0,79073000.0,62916000.0
Cash,396097000.0,268670000.0,344781000.0,290072000.0
Total Current Liabilities,195488000.0,248468000.0,249289000.0,210292000.0
Deferred Long Term Asset Charges,31034000.0,27998000.0,38654000.0,24775000.0
Other Stockholder Equity,-1522000.0,-15402000.0,-16945000.0,-14959000.0
Property Plant Equipment,516114000.0,490550000.0,432641000.0,398684000.0
Total Current Assets,920777000.0,882197000.0,927036000.0,864662000.0
Long Term Investments,12974000.0,,2025000.0,14579000.0
Net Tangible Assets,1272033000.0,1134591000.0,1119039000.0,1042144000.0
Short Term Investments,16040000.0,25342000.0,38416000.0,32001000.0
Net Receivables,127769000.0,206641000.0,201507000.0,219600000.0
Inventory,314928000.0,337640000.0,311163000.0,288657000.0
Accounts Payable,71864000.0,128629000.0,120469000.0,78228000.0
