,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-3925000.0,15252000.0,-15056000.0,-24743000.0
Change To Liabilities,-46415000.0,-2697000.0,23270000.0,46648000.0
Total Cashflows From Investing Activities,-98139000.0,-166888000.0,-103370000.0,-266871000.0
Net Borrowings,-357000.0,-357000.0,-357000.0,-75000000.0
Total Cash From Financing Activities,-40000.0,-10907000.0,8023000.0,-44349000.0
Change To Operating Activities,-49759000.0,-64938000.0,62523000.0,-98123000.0
Issuance Of Stock,13193000.0,7732000.0,14275000.0,34708000.0
Net Income,86870000.0,101035000.0,28793000.0,68644000.0
Change In Cash,127427000.0,-76111000.0,54709000.0,-155010000.0
Repurchase Of Stock,-12876000.0,-18639000.0,-6252000.0,-4057000.0
Effect Of Exchange Rate,2854000.0,-234000.0,-10159000.0,1787000.0
Total Cash From Operating Activities,222752000.0,101918000.0,160215000.0,154423000.0
Depreciation,94847000.0,85210000.0,74735000.0,66569000.0
Change To Inventory,19196000.0,-24997000.0,-21770000.0,181699000.0
Change To Account Receivables,78049000.0,-23684000.0,-76742000.0,-54533000.0
Change To Netincome,57713000.0,27021000.0,89115000.0,-31904000.0
Capital Expenditures,-92005000.0,-97312000.0,-92720000.0,-74479000.0
