Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Other Current Assets,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Net Borrowings
2017-09-29,62.380001068115234,62.810001373291016,62.18999862670898,62.630001068115234,59.72040557861328,1030600,XYL,1.0622706135016116,1.1104610527292085,1.2233403209357363,1.0206479989635429,0.0416226145380687,0.0202006640067624,0.1340471219445334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,62.81999969482422,63.34000015258789,62.63999938964844,63.31999969482422,60.37834930419922,937100,XYL,1.0475278910768646,1.0963018158783944,1.2247793789947852,1.012478214064533,0.0350496770123316,0.0075942601169947,0.1356485005178513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,63.38999938964844,63.93000030517578,62.869998931884766,63.93000030517578,60.96001815795898,1170600,XYL,1.0518055884171909,1.0897621903664785,1.2085311523817792,1.0113391723313174,0.0404664160858734,-0.0002011846384235,0.126730510161207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,63.9900016784668,64.66000366210938,63.72999954223633,64.5199966430664,61.52260208129883,1024600,XYL,1.0345722080427555,1.0801077966026449,1.2124425548685216,1.0126829906128405,0.021889217429915,-0.0083758904189215,0.1224831882718575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.58000183105469,64.61000061035156,64.0,64.47000122070312,61.47493362426758,758200,XYL,1.0349078530103564,1.073168609801192,1.2303846937860548,1.0121464877707815,0.0227613652395748,-0.0096318658819205,0.1324629450147956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.33000183105469,64.6500015258789,64.16000366210938,64.55999755859375,61.56074905395508,806100,XYL,1.0345527058521862,1.0867385051265723,1.233965809797518,1.0081446760609294,0.0264080297912567,-0.0082047177004638,0.1333927433617543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,64.62999725341797,64.86000061035156,64.41000366210938,64.6500015258789,61.64657974243164,598100,XYL,1.03218155674397,1.09282530421346,1.2249366208421748,1.0143616235707735,0.0178199331731965,-0.0108901207391927,0.1264544746654778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,64.83999633789062,64.93000030517578,64.41000366210938,64.62999725341797,61.62749862670898,392300,XYL,1.0283122315622033,1.0944043739510785,1.2334068634778763,1.008797349947511,0.0195148816146923,0.0015536978071328,0.1441095507839207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,64.61000061035156,64.75,64.19999694824219,64.30999755859375,61.322364807128906,540800,XYL,1.032961147201699,1.107334175619849,1.2276602163942298,1.0091988628593096,0.0237622843423894,0.0061019678771425,0.1395631662012362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,64.20999908447266,64.88999938964844,64.05000305175781,64.87999725341797,61.86588668823242,880900,XYL,1.0204861074928238,1.0989970199973844,1.170065726048296,1.0112728774332036,0.0092132300596201,0.0003120941740317,0.0940306250831666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
