,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-39000000.0,29000000.0,51000000.0,50000000.0
Total Cashflows From Investing Activities,-169000000.0,-231000000.0,-643000000.0,-181000000.0
Net Borrowings,704000000.0,27000000.0,164000000.0,-282000000.0
Total Cash From Financing Activities,473000000.0,-177000000.0,-40000000.0,-421000000.0
Change To Operating Activities,123000000.0,19000000.0,-27000000.0,39000000.0
Issuance Of Stock,20000000.0,13000000.0,7000000.0,16000000.0
Net Income,254000000.0,401000000.0,549000000.0,331000000.0
Change In Cash,1151000000.0,428000000.0,-118000000.0,106000000.0
Repurchase Of Stock,-61000000.0,-40000000.0,-59000000.0,-25000000.0
Effect Of Exchange Rate,23000000.0,-3000000.0,-21000000.0,22000000.0
Total Cash From Operating Activities,824000000.0,839000000.0,586000000.0,686000000.0
Depreciation,251000000.0,257000000.0,261000000.0,234000000.0
Other Cashflows From Investing Activities,14000000.0,9000000.0,5000000.0,6000000.0
Dividends Paid,-188000000.0,-174000000.0,-152000000.0,-130000000.0
Change To Inventory,-5000000.0,47000000.0,-97000000.0,27000000.0
Change To Account Receivables,109000000.0,-23000000.0,-103000000.0,-79000000.0
Other Cashflows From Financing Activities,-2000000.0,-3000000.0,-3000000.0,-3000000.0
Change To Netincome,111000000.0,122000000.0,-48000000.0,-20000000.0
Capital Expenditures,-183000000.0,-226000000.0,-237000000.0,-170000000.0
Investments,,4000000.0,4000000.0,-1000000.0
