,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-24800000.0,4300000.0,-51500000.0,-258300000.0
Change To Liabilities,27200000.0,-25000000.0,10700000.0,25300000.0
Total Cashflows From Investing Activities,-48900000.0,-6300000.0,-63800000.0,-271700000.0
Total Cash From Financing Activities,10600000.0,10100000.0,6100000.0,5600000.0
Change To Operating Activities,-71500000.0,-10200000.0,-44000000.0,18900000.0
Issuance Of Stock,10800000.0,20300000.0,7900000.0,5700000.0
Net Income,172600000.0,28300000.0,98800000.0,171200000.0
Change In Cash,109900000.0,93600000.0,68500000.0,-15200000.0
Repurchase Of Stock,-200000.0,-10200000.0,-100000.0,-100000.0
Total Cash From Operating Activities,148200000.0,89800000.0,126200000.0,250900000.0
Depreciation,12400000.0,12500000.0,13100000.0,11800000.0
Other Cashflows From Investing Activities,-7800000.0,-7800000.0,-7800000.0,-7800000.0
Change To Inventory,3000000.0,-2200000.0,-800000.0,500000.0
Change To Account Receivables,-32400000.0,16300000.0,-5100000.0,19700000.0
Change To Netincome,36900000.0,70100000.0,53500000.0,3500000.0
Capital Expenditures,-16300000.0,-10600000.0,-12300000.0,-15800000.0
Other Cashflows From Financing Activities,,,-1700000.0,-1700000.0
