,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,130100000.0,130300000.0,139300000.0,31900000.0
Capital Surplus,2148700000.0,2047900000.0,1940200000.0,1854300000.0
Total Liab,1219800000.0,1133000000.0,612400000.0,777600000.0
Total Stockholder Equity,3395200000.0,2780400000.0,2788600000.0,2101800000.0
Deferred Long Term Liab,9300000.0,,,
Other Current Liab,17500000.0,22100000.0,18400000.0,17100000.0
Total Assets,4615000000.0,3913400000.0,3401000000.0,2879400000.0
Common Stock,700000.0,700000.0,700000.0,700000.0
Other Current Assets,88300000.0,133800000.0,75400000.0,115500000.0
Retained Earnings,3839200000.0,3325200000.0,3434800000.0,2845600000.0
Other Liab,79400000.0,70000000.0,85800000.0,82900000.0
Good Will,28000000.0,28000000.0,31500000.0,13700000.0
Treasury Stock,-2593400000.0,-2593400000.0,-2587100000.0,-2598800000.0
Other Assets,318000000.0,384600000.0,319900000.0,337500000.0
Cash,738700000.0,738400000.0,669200000.0,705100000.0
Total Current Liabilities,323300000.0,463000000.0,276600000.0,444700000.0
Deferred Long Term Asset Charges,238600000.0,230000000.0,95700000.0,113400000.0
Other Stockholder Equity,-14200000.0,-14200000.0,-7900000.0,-19600000.0
Property Plant Equipment,731600000.0,738500000.0,699700000.0,545700000.0
Total Current Assets,2167200000.0,1864500000.0,1768000000.0,1447900000.0
Long Term Investments,1240100000.0,767500000.0,442600000.0,502700000.0
Net Tangible Assets,3237100000.0,2622100000.0,2617800000.0,2056200000.0
Short Term Investments,1096300000.0,747500000.0,746700000.0,222300000.0
Net Receivables,157400000.0,151400000.0,175700000.0,297100000.0
Long Term Debt,800000000.0,600000000.0,250000000.0,250000000.0
Inventory,86500000.0,93400000.0,101000000.0,107900000.0
Accounts Payable,4100000.0,9900000.0,23100000.0,8400000.0
Short Long Term Debt,,250000000.0,,
