,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,7444000000.0,7771000000.0,7767000000.0,8744000000.0
Capital Surplus,24371000000.0,24323000000.0,24693000000.0,18508000000.0
Total Liab,29582000000.0,29676000000.0,29305000000.0,30177000000.0
Total Stockholder Equity,11734000000.0,13328000000.0,14625000000.0,9656000000.0
Minority Interest,2814000000.0,3001000000.0,1337000000.0,6519000000.0
Other Current Liab,192000000.0,395000000.0,308000000.0,361000000.0
Total Assets,44165000000.0,46040000000.0,45302000000.0,46352000000.0
Common Stock,1248000000.0,1247000000.0,1245000000.0,861000000.0
Other Current Assets,140000000.0,162000000.0,170000000.0,187000000.0
Retained Earnings,-12748000000.0,-11002000000.0,-10002000000.0,-8434000000.0
Other Liab,5651000000.0,5372000000.0,5127000000.0,7097000000.0
Treasury Stock,-1137000000.0,-1240000000.0,-1311000000.0,-1279000000.0
Other Assets,1022000000.0,859000000.0,746000000.0,619000000.0
Cash,142000000.0,289000000.0,168000000.0,899000000.0
Total Current Liabilities,2319000000.0,3968000000.0,1811000000.0,2646000000.0
Short Long Term Debt,893000000.0,2140000000.0,47000000.0,501000000.0
Other Stockholder Equity,-96000000.0,-199000000.0,-270000000.0,-238000000.0
Property Plant Equipment,29111000000.0,29407000000.0,27504000000.0,28211000000.0
Total Current Assets,1429000000.0,1580000000.0,1464000000.0,2179000000.0
Long Term Investments,5159000000.0,6235000000.0,7821000000.0,6552000000.0
Net Tangible Assets,4290000000.0,5369000000.0,6858000000.0,865000000.0
Net Receivables,1011000000.0,1004000000.0,996000000.0,980000000.0
Long Term Debt,21451000000.0,20148000000.0,22367000000.0,20434000000.0
Inventory,136000000.0,125000000.0,130000000.0,113000000.0
Accounts Payable,482000000.0,552000000.0,662000000.0,978000000.0
Good Will,,188000000.0,,47000000.0
