Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-10-08,40.119998931884766,41.0,39.75,40.09999847412109,40.09999847412109,230400,DCT,1.1194513989475243,1.1817955409707066,1.0583541207388831,1.0483293009850092,0.0711220979625151,-0.0386155188087804,-0.275217775163638,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-09,40.27999877929688,40.49100112915039,39.16999816894531,40.290000915527344,40.290000915527344,206900,DCT,1.0573342642368493,1.164805143677459,1.0454206496593097,1.0518465726367494,0.0054876916000998,-0.0616459613334092,-0.3088047052507547,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-12,40.29999923706055,42.34000015258789,39.96500015258789,42.209999084472656,42.209999084472656,158200,DCT,0.9476427592417166,1.0838664058827134,1.0059227672452606,1.0451976788667212,-0.0975549196250046,-0.1218108347302981,-0.332629874485129,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-13,42.06999969482422,44.06999969482422,41.650001525878906,43.400001525878906,43.400001525878906,132100,DCT,0.9207372737220983,1.1078341046229032,0.9912442153282266,1.0383629693531184,-0.1176256956310201,-0.1172544676634432,-0.3798764968139556,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-14,43.43999862670898,43.650001525878906,42.02999877929688,42.83000183105469,42.83000183105469,207500,DCT,0.9222507193861428,1.1538640218575107,1.0268502839602451,1.0653468080457866,-0.1430960886596438,-0.0826413883235397,-0.3578974031844748,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-15,42.400001525878906,43.130001068115234,41.54999923706055,43.09999847412109,43.09999847412109,118500,DCT,0.9480278899519102,1.164965217217367,0.9983758770927512,1.0811920070010823,-0.1331641170491723,-0.0574284133280433,-0.3808922822964716,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-16,43.31999969482422,45.77999877929688,43.2400016784668,45.68999862670898,45.68999862670898,122700,DCT,0.8850952033749677,1.0934559112739295,0.9511928297381752,1.0838882900645634,-0.1987930866895957,-0.1325997147775091,-0.431534206124898,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-19,46.0099983215332,47.6870002746582,43.29999923706055,44.119998931884766,44.119998931884766,249200,DCT,0.8975521176974202,1.176790558157145,0.9680417071272156,1.085679938850043,-0.1881278211526231,-0.0620750914216929,-0.4345804425187261,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-20,44.25,45.0,42.65999984741211,43.77999877929688,43.77999877929688,163000,DCT,0.898812233241297,1.2071722235660116,0.9497488120241212,1.0883390164590112,-0.1895267832177142,-0.021507695863749,-0.43072031773965,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-21,44.0,47.97999954223633,44.0,45.0099983215332,45.0099983215332,340400,DCT,0.9193513132907328,1.090202211168461,0.890468858602024,1.0914123806642604,-0.1720610673735275,-0.1292149626891965,-0.501262019320138,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-22,45.09999847412109,46.0,44.52999877929688,45.22999954223633,45.22999954223633,142900,DCT,0.9409684237017948,1.038027884990292,0.8936546225520215,1.094738791139384,-0.1537703674375892,-0.1658471228840607,-0.470440126677848,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-23,45.16999816894531,47.380001068115234,44.52999877929688,46.33000183105469,46.33000183105469,538400,DCT,0.8938052711160324,1.0433843782019,0.8799913413868207,1.1082827557993673,-0.2144774846833349,-0.1418124699053606,-0.4765833300022263,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-26,46.0099983215332,46.48500061035156,44.04999923706055,45.31999969482422,45.31999969482422,171000,DCT,0.8773168267711617,1.150264815073879,0.8351720813988389,1.131753622338089,-0.2544367955669273,-0.079452389607965,-0.5582482848543747,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-27,45.31999969482422,45.32699966430664,44.06999969482422,44.95000076293945,44.95000076293945,147700,DCT,0.9003337159911682,1.1159065405126358,0.8580644947758167,1.148785200454681,-0.2484514844635128,-0.1349840358628546,-0.5710449878718873,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-28,44.2599983215332,44.38999938964844,42.09999847412109,44.08000183105469,44.08000183105469,130600,DCT,0.9019962946898517,1.184891047473594,0.8511796483486204,1.1717206663972943,-0.2697243717074427,-0.113670785048036,-0.6080883792359261,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-29,44.290000915527344,44.369998931884766,42.0099983215332,43.68999862670898,43.68999862670898,154700,DCT,0.9098192091885224,1.249027269629255,0.8475623699530024,1.1675292886158797,-0.257710079427357,-0.049999126600444,-0.5810916794058079,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-30,43.34000015258789,44.22499847412109,41.86000061035156,43.369998931884766,43.369998931884766,169500,DCT,0.9119206873667726,1.2531703899619893,0.8452847763494041,1.1783167979264215,-0.2663961105596492,-0.0676975504674752,-0.5533670745944875,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-02,43.40999984741211,44.25,41.52999877929688,43.41999816894531,43.41999816894531,195400,DCT,0.9283740919667146,1.2517273322455615,0.8111469992159751,1.166155805005939,-0.2377817130392244,-0.0627117578429172,-0.57864549153302,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-03,44.02999877929688,45.66999816894531,43.0099983215332,43.56999969482422,43.56999969482422,312100,DCT,0.955244416419606,1.2953867115453208,0.8386504744425788,1.1598423641651217,-0.2045979477455156,0.0100727619659066,-0.5462713610378881,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-04,44.54999923706055,45.58000183105469,43.209999084472656,45.11000061035156,45.11000061035156,372400,DCT,0.8623365329095646,1.3158944758854647,0.8148968704092135,1.152631411002053,-0.2902948780924884,0.0333146163882656,-0.5723106890066781,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-05,45.290000915527344,47.31499862670898,45.290000915527344,46.75,46.75,201800,DCT,0.8466310552097259,1.2417112136269637,0.7922994848241143,1.1314046287997348,-0.2847735735900089,-0.0114730972335037,-0.5499185786467315,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-06,46.84000015258789,47.400001525878906,46.27999877929688,47.18000030517578,47.18000030517578,112800,DCT,0.8342518091512954,1.2301822920751484,0.7916489663528825,1.13153473850806,-0.2972829293567645,-0.0358763266199944,-0.5454691281810797,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-09,47.220001220703125,48.0,42.150001525878906,44.88999938964844,44.88999938964844,489600,DCT,0.873022926254397,1.2987302301123318,0.8516373370914347,1.0952501884521426,-0.2222272621977455,0.0797007368988802,-0.4407600401744369,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-10,44.2400016784668,46.56999969482422,40.630001068115234,42.59999847412109,42.59999847412109,607800,DCT,0.9239437093938448,1.3575118286960883,0.9173709678603686,1.0839984978705262,-0.1600547884766813,0.1474839252513105,-0.3700425367026044,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-11,41.09999847412109,41.400001525878906,39.400001525878906,40.0,40.0,4170700,DCT,1.0202500343322751,1.4237500190734864,0.9657500267028808,1.0757014096148303,-0.0554513752825553,0.2273530871409239,-0.3301418053644486,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-12,40.0099983215332,41.0,39.630001068115234,39.959999084472656,39.959999084472656,1285200,DCT,1.0157657928565875,1.3475975902873756,0.9822322547362484,1.1099785439559162,-0.0942127510993287,0.1170924465589791,-0.3294192886070203,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-13,40.09999847412109,40.20000076293945,39.11000061035156,39.5,39.5,708700,DCT,1.0577214880834651,1.323544272893592,1.0255695777603342,1.0836109391783006,-0.0258894510948355,0.1255076028113859,-0.2694339103406946,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-16,39.47999954223633,41.060001373291016,38.777000427246094,40.86000061035156,40.86000061035156,1121600,DCT,1.048702834900726,1.2143905577748308,0.9441997370230276,1.0745618956570646,-0.0258590607563387,0.0396605497877959,-0.3326556591766375,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-17,41.400001525878906,42.02000045776367,39.22999954223633,40.43999862670898,40.43999862670898,533800,DCT,1.12017806071689,1.2282393633945452,0.9720574359102068,1.0716898328073,0.0484882279095899,0.0330987325563818,-0.302358599144596,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-18,40.18000030517578,40.5,39.27000045776367,39.59999847412109,39.59999847412109,366600,DCT,1.1219697479082262,1.1994949957142456,0.9777778462796396,1.0797196178315844,0.0422501300766418,0.0258146216588999,-0.3193153169573479,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-19,39.59999847412109,40.40999984741211,38.619998931884766,39.34999847412109,39.34999847412109,513000,DCT,1.1618806351611763,1.2020330640715997,1.0033037121513673,1.0747387601086344,0.0871418750525419,0.0428989873136069,-0.2850151593861441,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-20,39.5,41.540000915527344,39.494998931884766,41.380001068115234,41.380001068115234,882100,DCT,1.0422909607256738,1.195263359299025,0.955292357634958,1.0823666585670508,-0.0400756978413769,0.0024725428202505,-0.3284485503022857,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-23,41.310001373291016,42.650001525878906,40.78499984741211,42.560001373291016,42.560001373291016,668100,DCT,1.0284304286989991,1.1635338077982411,0.9351503278389804,1.0655008807234645,-0.0370704520244651,0.0017287606940914,-0.3307658848831593,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-24,42.59000015258789,42.90999984741211,41.36000061035156,41.40999984741211,41.40999984741211,528700,DCT,1.0613378634360482,1.1287129159791045,0.9273122836845094,1.0462667827802716,0.0150710806557765,-0.0022080470486602,-0.3212050943150331,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-25,41.400001525878906,41.665000915527344,39.41999816894531,39.7599983215332,39.7599983215332,580200,DCT,1.0661469109441808,1.1189638721481514,0.981136820129245,1.0403610731589388,0.025785837785242,0.0069189074426581,-0.2785054890343801,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-27,39.9900016784668,41.20000076293945,39.8489990234375,40.470001220703125,40.470001220703125,294700,DCT,1.0555967366477117,1.074376037329927,0.9451445230110976,1.0432249427155542,0.0123717939321574,-0.0565157021099824,-0.3021787671553279,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-11-30,40.720001220703125,40.88999938964844,38.900001525878906,39.7599983215332,39.7599983215332,368400,DCT,1.0890342320163064,1.0626257993858683,0.97484909350566,1.057318771652863,0.0317154603634435,-0.0899403630102864,-0.2830876595109726,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-12-01,39.959999084472656,40.47499847412109,39.04999923706055,39.75,39.75,361900,DCT,1.0435220010625492,1.1388679360443692,1.0075471506178757,1.0299227666019029,0.0135992344606463,-0.0151965504655846,-0.2470746378662343,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
