Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-08-28,40.2400016784668,41.470001220703125,39.59999847412109,41.220001220703125,41.220001220703125,250200,DCT,1.1021348607422683,0.9594856396364247,1.1043182704929382,0.9723584880428094,0.1297763726994588,-0.1855832742884146,-0.2673962219188404,98756000.0,,78211000.0,389066000.0,9409000.0,28034000.0,467277000.0,389066000.0,4053000.0,,14321000.0,272455000.0,,20494000.0,11999000.0,59890000.0,860000.0,17058000.0,58514000.0,17855000.0,42462000.0,1362000.0,4000000.0,5189000.0,-19911000.0,4000000.0,3198000.0,7498000.0,872497000.0,-16896000.0,-1880000.0,-462688000.0,14833000.0,19992000.0,-1804000.0,-802000.0,718000.0,-5314000.0
2020-08-31,40.68000030517578,40.834999084472656,38.59999847412109,38.9900016784668,38.9900016784668,289700,DCT,1.1454218498296889,1.033854825288536,1.2054372397207904,0.9888494144827736,0.1565724353469152,-0.1310794230555496,-0.19099398962124,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-01,38.9900016784668,39.0,37.2400016784668,37.810001373291016,37.810001373291016,541800,DCT,1.1348849058155217,1.1007669246287075,1.2250726795144913,0.986478520747318,0.1484063850682035,-0.075650739838565,-0.1672014567494595,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-02,37.88999938964844,38.27999877929688,37.310001373291016,37.5,37.5,555100,DCT,1.1234666951497396,1.0373333740234374,1.2474666341145837,0.9904882601530864,0.1329784349966533,-0.1187358727186016,-0.1350977385657898,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-03,37.11000061035156,37.709999084472656,36.900001525878906,37.209999084472656,37.209999084472656,843200,DCT,1.0779360816240666,1.0636926311447024,1.2069336455897035,1.0106128675925516,0.0673232140315149,-0.1299239435658445,-0.1907085729107032,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-04,37.18000030517578,37.94499969482422,36.400001525878906,36.619998931884766,36.619998931884766,726900,DCT,1.0922993218651431,1.074822549382466,1.273620992627592,1.0338377445022602,0.0584615773628829,-0.1172814618892919,-0.1355830504099471,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-08,35.88999938964844,38.220001220703125,35.099998474121094,37.310001373291016,37.310001373291016,666100,DCT,1.0747787991995983,1.050388560284637,1.1476815362831272,1.0699737825781188,0.0048050166214794,-0.1742781031085831,-0.2674668520472001,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-09,37.90999984741211,38.69499969482422,37.744998931884766,38.36000061035156,38.36000061035156,423700,DCT,1.0503128330153093,1.0260688212744749,1.1433785170096116,1.0585994508262604,-0.008286617810951,-0.1764908403596925,-0.2581461325469338,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-10,38.040000915527344,39.38999938964844,37.9900016784668,38.7400016784668,38.7400016784668,404900,DCT,1.0895714314833036,1.0534331338445655,1.1386163835627716,1.0798213250395274,0.0097501064437761,-0.1578121121529878,-0.2819958112854159,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-11,38.79999923706055,40.23500061035156,38.53200149536133,39.34000015258789,39.34000015258789,236600,DCT,1.103202881483058,1.0317742754232748,1.0841383162290932,1.0715698880496745,0.0316329934333834,-0.1995763402346668,-0.3017687567149978,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-14,39.4900016784668,41.48500061035156,39.38999938964844,40.91999816894531,40.91999816894531,260300,DCT,1.0466765334207395,1.021016633646974,1.0454545624042366,1.0477727369997762,-0.0010962035790367,-0.1843964549283392,-0.2883802749351916,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-15,41.380001068115234,42.7400016784668,41.0,42.06999969482422,42.06999969482422,347200,DCT,1.0244829756778815,1.0185404988104343,1.0178274306023414,1.0501396738132378,-0.0256566981353563,-0.1974230989969854,-0.3421675113446949,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-16,41.310001373291016,42.08000183105469,40.59000015258789,40.68999862670898,40.68999862670898,286200,DCT,1.1228803187208267,1.1132956688606412,1.0690587728711922,1.041938601672908,0.0809417170479187,-0.0912402481377308,-0.2972293117420796,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-17,39.77999877929688,41.14500045776367,39.400001525878906,40.77000045776367,40.77000045776367,276800,DCT,1.0821682226271148,1.0897718863457886,1.0336031129875516,1.034780591985331,0.0473876306417837,-0.1174658785768429,-0.3199762255766114,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-18,40.0,41.02999877929688,39.810001373291016,40.40999984741211,40.40999984741211,1873500,DCT,1.0833951730910634,1.1314031525202066,1.0564216478076252,1.04985344404155,0.0335417290495134,-0.0938633726016278,-0.322787668869871,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-21,39.7400016784668,41.2400016784668,39.560001373291016,40.95000076293945,40.95000076293945,315800,DCT,1.099145237678924,1.0532356596962198,1.1023198668777807,1.0669078702205033,0.0322373674584206,-0.2068731953215092,-0.3149643294090753,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-22,41.060001373291016,41.90999984741211,40.79999923706055,41.0099983215332,41.0099983215332,1134400,DCT,1.1029017652626267,1.0673007132209822,1.0963179937723972,1.073744026458738,0.0291577388038886,-0.1849882453882572,-0.3301788472469773,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-23,41.060001373291016,42.28499984741211,41.060001373291016,41.70000076293945,41.70000076293945,275000,DCT,1.1110311986428094,1.0539568335451848,1.0695443083482865,1.1048641288809902,0.0061670697618192,-0.2253894164558656,-0.4010957382528193,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-24,41.40999984741211,41.40999984741211,40.321998596191406,40.880001068115234,40.880001068115234,220300,DCT,1.1086105310836698,1.036937335667316,1.0660469836691209,1.0795772912172472,0.0290332398664225,-0.2323600397616676,-0.4104486877359543,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-25,40.93000030517578,43.31999969482422,40.459999084472656,42.220001220703125,42.220001220703125,351400,DCT,1.0646612852511628,1.0118427282222535,0.9867361118640516,1.0516507496657936,0.0130105355853691,-0.2479773066433768,-0.4582173873722865,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-28,42.619998931884766,44.68999862670898,42.33000183105469,44.09999847412109,44.09999847412109,252800,DCT,0.9995465613660252,0.981859427103382,0.9748300037627968,1.0001758008813186,-0.0006292395152934,-0.2542206360790933,-0.4431110510081242,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-29,44.20000076293945,45.31999969482422,42.5,43.52000045776367,43.52000045776367,370500,DCT,1.0039062078850456,0.9531249794561198,0.9685202454624432,1.0177523484754358,-0.0138461405903902,-0.2691773007608964,-0.4655799507565447,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-09-30,43.34000015258789,45.81999969482422,42.72999954223633,45.43000030517578,45.43000030517578,234600,DCT,0.9546554840534236,0.92780103990175,0.9291216993380412,1.0045339769584258,-0.0498784929050022,-0.3057822337002485,-0.4983713706494622,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-01,45.59999847412109,45.880001068115234,44.150001525878906,44.65999984741211,44.65999984741211,156100,DCT,0.9722346242117452,0.9102105164524408,0.9762650833651436,1.0149206669190165,-0.0426860427072712,-0.3447336900256323,-0.438830362593873,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-02,43.81999969482422,44.470001220703125,42.35499954223633,42.90999984741211,42.90999984741211,182000,DCT,1.015381026561619,0.981123249215302,1.005593140976934,1.0320563943288297,-0.0166753677672104,-0.284634860688903,-0.40710152811478,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-05,43.08000183105469,43.52000045776367,41.4900016784668,42.130001068115234,42.130001068115234,322800,DCT,1.070733431442793,1.034417297084686,1.038215062177391,1.0169315507029275,0.0538018807398652,-0.2082157146121968,-0.3555061427827262,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-06,42.09999847412109,42.77999877929688,39.7400016784668,40.11000061035156,40.11000061035156,187100,DCT,1.1655447341961591,1.1149339451558575,1.1181749636410183,1.0491302463111982,0.1164144878849609,-0.1387660777063546,-0.2924882963248421,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
2020-10-07,40.29999923706055,40.88999938964844,39.150001525878906,40.0,40.0,413500,DCT,1.1795000076293944,1.1227499961853027,1.0725000381469727,1.0272682070512942,0.1522318005781002,-0.121238950434944,-0.3038911506817738,81687000.0,821446000.0,127343000.0,733757000.0,12440000.0,43529000.0,861100000.0,1333000.0,6830000.0,-24334000.0,7891000.0,272455000.0,-64688000.0,21340000.0,389878000.0,97713000.0,1550000.0,36284000.0,449334000.0,379615000.0,47271000.0,1802000.0,,6433000.0,-6747000.0,-4000000.0,358901000.0,6800000.0,872497000.0,-29932000.0,377879000.0,-462688000.0,25725000.0,20213000.0,-2066000.0,-46908000.0,23440000.0,-3854000.0
