,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-118613000.0,32884000.0,46941000.0,63395000.0
Total Cashflows From Investing Activities,-41700000.0,-33383000.0,-81466000.0,176600000.0
Net Borrowings,299515000.0,-111452000.0,-66476000.0,-71671000.0
Total Cash From Financing Activities,147587000.0,-231464000.0,-173284000.0,-185353000.0
Change To Operating Activities,88101000.0,-394000.0,-57334000.0,-13879000.0
Net Income,116326000.0,238828000.0,104508000.0,2652000.0
Change In Cash,424294000.0,51297000.0,-83762000.0,336283000.0
Repurchase Of Stock,-36719000.0,-18900000.0,-3061000.0,-6238000.0
Effect Of Exchange Rate,7870000.0,-7953000.0,-19843000.0,33970000.0
Total Cash From Operating Activities,310537000.0,324097000.0,190831000.0,311066000.0
Depreciation,100753000.0,105904000.0,112473000.0,118454000.0
Dividends Paid,-104159000.0,-99557000.0,-99416000.0,-99233000.0
Change To Inventory,15306000.0,-31058000.0,-29314000.0,48642000.0
Change To Account Receivables,49906000.0,-42337000.0,-49859000.0,60216000.0
Other Cashflows From Financing Activities,-11050000.0,-1555000.0,-4331000.0,-8211000.0
Change To Netincome,58758000.0,20270000.0,63416000.0,31586000.0
Capital Expenditures,-57405000.0,-75716000.0,-83993000.0,-61602000.0
