Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Issuance Of Stock
2017-09-29,39.18999862670898,39.45000076293945,39.09000015258789,39.41999816894531,34.81298065185547,775400,DEI,1.009386354217734,1.022458326274757,0.9131654849532336,1.0206479989635429,-0.0112616447458089,-0.0678020624476889,-0.1761277140379693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,39.5099983215332,39.66999816894531,39.29999923706055,39.560001373291016,34.93663024902344,724800,DEI,1.0083416062232513,1.0117180590380794,0.905836077981942,1.012478214064533,-0.0041366078412816,-0.0769894967233202,-0.1832948004949918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,39.59000015258789,39.68000030517578,39.290000915527344,39.630001068115234,34.99845123291016,456100,DEI,1.0020188271270547,1.009677334267503,0.9154845849981588,1.0113391723313174,-0.0093203452042627,-0.080286040737399,-0.1663160572224133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,39.68999862670898,40.27999877929688,39.5,40.18999862670898,35.493003845214844,774800,DEI,0.9900471589520432,0.98985069018789,0.907013848898324,1.0126829906128405,-0.0226358316607973,-0.0986329968336764,-0.18294551769834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,40.25,40.45000076293945,40.060001373291016,40.310001373291016,35.59898376464844,741100,DEI,0.9928055541863212,0.97192795588541,0.9143674601320608,1.0121464877707815,-0.0193409335844603,-0.1108725197977026,-0.1835542886391983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,40.18000030517578,40.27999877929688,39.81999969482422,40.060001373291016,35.37820053100586,989800,DEI,1.008736942111235,0.9687009626616166,0.9142565981283742,1.0081446760609294,0.0005922660503057,-0.1262422601654195,-0.1863164683073893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,40.040000915527344,40.27000045776367,40.040000915527344,40.209999084472656,35.51066589355469,403700,DEI,0.9942801024567006,0.9598328826539052,0.902279408068057,1.0143616235707735,-0.0200815211140729,-0.1438825422987474,-0.1962027381086399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,40.310001373291016,40.560001373291016,39.970001220703125,40.209999084472656,35.51066589355469,472500,DEI,0.9967671825739388,0.9648371216043816,0.9105941319862652,1.008797349947511,-0.012030167373572,-0.1280135545395639,-0.1787031807076904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,40.25,40.52000045776367,40.119998931884766,40.369998931884766,35.65196990966797,541400,DEI,0.994054964984833,0.9684897736452688,0.9059810934147946,1.0091988628593096,-0.0151438978744765,-0.1327424340974375,-0.182115956778199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,40.380001068115234,40.56999969482422,40.290000915527344,40.45000076293945,35.72262191772461,409500,DEI,1.001483052272787,0.9566250992714912,0.9152097326159696,1.0112728774332036,-0.0097898251604164,-0.1420598265518614,-0.1608253683491598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
