Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Assets,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-01-30,31.26000022888184,31.31999969482422,30.280000686645508,31.200000762939453,31.200000762939453,4718700,NVST,0.795512791278722,0.6096153843802579,0.7490384701205897,0.9100288572281962,-0.1145160659494741,-0.2134412586390198,-0.2809819015753316,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-01-31,29.84000015258789,30.8700008392334,29.25,29.59000015258789,29.59000015258789,7713800,NVST,0.8350793834758248,0.6225076032885036,0.7732341683940666,0.9603917770627004,-0.1253123935868755,-0.2112144606383286,-0.2786599585080681,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-03,29.6200008392334,30.13999938964844,28.63999938964844,28.729999542236328,28.729999542236328,3233500,NVST,0.7928994448174754,0.6348764379304397,0.80542985584215,0.9205980590425482,-0.1276986142250727,-0.2083291323240376,-0.2307826417914749,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-04,29.100000381469727,29.540000915527344,28.93000030517578,29.100000381469727,29.100000381469727,2653600,NVST,0.7725085652078246,0.6072164895071903,0.801374549454436,0.8875565666064313,-0.1150480013986067,-0.2448756980982532,-0.2223414296521546,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-05,29.38999938964844,29.549999237060547,28.559999465942383,29.46999931335449,29.46999931335449,5644400,NVST,0.6830675137357259,0.5921276270621388,0.8177808260263068,0.8019131781579599,-0.1188456644222339,-0.2506167437421237,-0.1997296437700862,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-06,29.450000762939453,29.59000015258789,29.0,29.549999237060547,29.549999237060547,1659400,NVST,0.7140440245767202,0.5404399553080126,0.8071066327324271,0.8367853497309393,-0.1227413251542191,-0.2827148713738934,-0.2127986461829513,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-07,29.43000030517578,29.43000030517578,28.940000534057617,29.15999984741211,29.15999984741211,2137600,NVST,0.6834705215865948,0.5401234596164711,0.814471883548647,0.7935212395670934,-0.1100507179804985,-0.2663955372877288,-0.2208949527337577,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-10,29.030000686645508,29.420000076293945,28.959999084472656,29.290000915527344,29.290000915527344,3030600,NVST,0.6217138448370307,0.5435302007059468,0.8084670387504985,0.7080264948218032,-0.0863126499847725,-0.2662426700413797,-0.2130418561479085,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-11,29.40999984741211,29.530000686645508,29.1299991607666,29.489999771118164,29.489999771118164,2165100,NVST,0.6436079921853681,0.5391658101707539,0.7941675231625794,0.7577791944221275,-0.1141712022367593,-0.2719063451089883,-0.2168277545894418,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-12,29.440000534057617,29.57999992370605,28.35199928283692,28.5,28.5,7139900,NVST,0.5978947689658717,0.5564912160237631,0.7975438435872396,0.6556544781362726,-0.0577597091704009,-0.2868112454550464,-0.2035690368139532,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-13,28.479999542236328,28.8700008392334,28.09000015258789,28.76000022888184,28.76000022888184,3303500,NVST,0.5486787067937622,0.6070931483143275,0.7913769140385966,0.6877233932900451,-0.1390446864962828,-0.2265637078364889,-0.2054849033916637,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-14,28.76000022888184,29.354999542236328,27.920000076293945,29.299999237060547,29.299999237060547,4176900,NVST,0.413651883998308,0.6334470972431455,0.7945392932706785,0.6328948362376976,-0.2192429522393896,-0.2138191272813038,-0.2088010003907956,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-18,29.18000030517578,29.21999931335449,28.34000015258789,28.459999084472656,28.459999084472656,3162200,NVST,0.4237526636533327,0.657062591865714,0.8274771607392309,0.6494822674924952,-0.2257296038391624,-0.1877563419108738,-0.1766530455866267,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-19,28.57999992370605,28.89999961853028,28.229999542236328,28.290000915527344,28.290000915527344,1652500,NVST,0.4220572355595037,0.6705549204469115,0.8207846787523391,0.6212259546448674,-0.1991687190853637,-0.171474873784191,-0.1785254223841784,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-20,28.170000076293945,28.459999084472656,27.46999931335449,27.64999961853028,27.64999961853028,1822900,NVST,0.4307414109123658,0.7197106652107814,0.8517178865086847,0.6024837075005126,-0.1717422965881468,-0.1425610157404186,-0.1499380980175098,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-21,27.5,27.8700008392334,27.27499961853028,27.520000457763672,27.520000457763672,3327700,NVST,0.4920058043833809,0.7728924456381391,0.8695494152299291,0.672994196719796,-0.1809883923364151,-0.116189907040039,-0.1511466078334556,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-24,26.81999969482422,27.520000457763672,26.440000534057617,27.299999237060547,27.299999237060547,3387500,NVST,0.5109890182827406,0.7670330080314052,0.8787545949287441,0.7128334632909551,-0.2018444450082145,-0.1420189169706254,-0.1671878000374249,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-25,27.489999771118164,27.489999771118164,26.440000534057617,26.5,26.5,4182800,NVST,0.585283027504975,0.7977358260244695,0.90679247874134,0.7790606018039337,-0.1937775742989587,-0.1448782770694748,-0.1843539499047992,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-26,26.61000061035156,26.799999237060547,26.200000762939453,26.5,26.5,2689700,NVST,0.5603773728856501,0.809433991054319,0.9313207662330484,0.7616966398962702,-0.20131926701062,-0.1552485051299652,-0.1836628774678163,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-27,25.989999771118164,26.82999992370605,25.75,26.059999465942383,26.059999465942383,3664800,NVST,0.5790483676835412,0.8265541579798499,0.9286262954289868,0.8080501435920159,-0.2290017759084747,-0.1828491000712546,-0.1881836158962324,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-02-28,25.600000381469727,25.790000915527344,24.61000061035156,25.3799991607666,25.3799991607666,4366800,NVST,0.5886524852009506,0.8620961341318546,0.9412923632629012,0.8039945572893201,-0.2153420720883695,-0.1785470844901412,-0.1759705143414504,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-02,25.51000022888184,25.71999931335449,24.959999084472656,25.6299991607666,25.6299991607666,2295400,NVST,0.5591104328103864,0.8720250141748827,0.9129926018238064,0.7365135258588363,-0.1774030930484499,-0.1353682852464399,-0.1470824288160253,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-03,25.6299991607666,26.13999938964844,24.57999992370605,24.81999969482422,24.81999969482422,5221000,NVST,0.5737308600405692,0.94077359663864,0.9814665958852294,0.7619740946148655,-0.1882432345742963,-0.1184636393097121,-0.1234963340805376,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-04,25.190000534057617,25.6200008392334,24.40999984741211,24.709999084472656,24.709999084472656,4322200,NVST,0.5252934044175153,0.9915014531666002,1.0060704788116792,0.7200387043581622,-0.1947452999406469,-0.0533819850180685,-0.0471472716340006,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-05,24.3700008392334,24.3700008392334,22.43000030517578,22.780000686645508,22.780000686645508,5630900,NVST,0.6286215655480266,0.9828796626320692,1.0970148822589036,0.8035293557496315,-0.1749077902016048,-0.0772627308045569,0.0072216319245836,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-06,22.40999984741211,22.540000915527344,21.780000686645508,22.479999542236328,22.479999542236328,3342500,NVST,0.6694840078825766,0.9492882823459776,1.1472420569703328,0.8279168057463571,-0.1584327978637805,-0.115575102485778,0.0096298383158612,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-09,21.450000762939453,21.530000686645508,19.14999961853028,20.1299991607666,20.1299991607666,5780500,NVST,0.8147044362770713,0.95976157477835,1.295082006045717,0.9535238275269462,-0.1388193912498748,-0.1391928536801062,0.0362458558108609,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-10,20.68000030517578,21.280000686645508,19.8700008392334,21.100000381469727,21.100000381469727,4458700,NVST,0.831279649214186,0.926066377358344,1.2104265617908176,0.93751496128262,-0.1062353120684339,-0.1471395977963603,-0.0006169587229993,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-11,20.86000061035156,21.190000534057617,19.76000022888184,19.93000030517578,19.93000030517578,3825800,NVST,0.8419468354091182,1.0471651038466618,1.2865027093346195,0.9759973030416064,-0.1340504676324881,-0.1155159773127163,0.0027094646826586,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-12,18.809999465942383,19.09000015258789,17.940000534057617,18.209999084472656,18.209999084472656,3663300,NVST,0.9730917190690044,1.1334431865648913,1.3393740041670492,1.1183169023040096,-0.1452251832350052,-0.1952069336418922,-0.0891954269728032,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-13,19.280000686645508,19.690000534057617,17.690000534057617,18.979999542236328,18.979999542236328,3520200,NVST,0.8940990370200501,1.0906217735609316,1.2370916811660673,1.0020290023992315,-0.1079299653791814,-0.1317633948599528,-0.0670350506506729,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-16,17.0,18.26000022888184,16.3700008392334,17.040000915527344,17.040000915527344,3641000,NVST,0.9454225202342368,1.225351997589398,1.389671304747283,1.154696163181374,-0.2092736429471371,-0.1960737042016926,-0.141526716167704,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-17,17.229999542236328,17.440000534057617,15.289999961853027,15.779999732971191,15.779999732971191,2960700,NVST,1.1039290475966288,1.3136882061488546,1.4461343524070818,1.1570109519637126,-0.0530819043670838,-0.0484019319363557,0.0073052701887295,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
2020-03-18,15.619999885559082,15.619999885559082,11.789999961853027,12.119999885559082,12.119999885559082,4518600,NVST,1.4315181968064343,1.668316790782029,1.9158415455944848,1.2579863744882274,0.1735318223182069,0.1512950916924602,0.3210578687976295,1285600000.0,3589700000.0,2615500000.0,3540200000.0,2600000.0,236500000.0,6158300000.0,1600000.0,93100000.0,399300000.0,3306000000.0,-144200000.0,74400000.0,211200000.0,709200000.0,3900000.0,-144200000.0,490400000.0,1001900000.0,-1051400000.0,443600000.0,1321000000.0,277900000.0,208000000.0,100000.0,-16800000.0,-78400000.0,1318000000.0,-107700000.0,-1100000.0,643400000.0,217600000.0,211200000.0,-200000.0,397500000.0,168100000.0,-2200000.0,-1500000.0,3300000.0,-2069100000.0,27900000.0,-77800000.0
