Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,68.37200164794922,68.93599700927734,67.72000122070312,68.22000122070312,68.22000122070312,25535500,TSLA,0.9719436905512264,0.9223687871656184,0.8822339452803998,1.0206479989635429,-0.04870430841231643,-0.16789160155682759,-0.20705925371080314
2017-10-02,68.50399780273438,68.73999786376953,67.10199737548828,68.30599975585938,68.30599975585938,26434000,TSLA,0.9401224438188568,0.9269464193247317,0.8610664085484603,1.012478214064533,-0.07235577024567619,-0.161761136436668,-0.2280644699284735
2017-10-03,67.18000030517578,69.70999908447266,66.25599670410156,69.62799835205078,69.62799835205078,50768000,TSLA,0.8595967514039947,0.9663066478010046,0.8626989460438486,1.0113391723313174,-0.1517424209273227,-0.12365672720389742,-0.2191016961767236
2017-10-04,70.25,71.7239990234375,69.91999816894531,71.00199890136719,71.00199890136719,40817500,TSLA,0.8622010570389713,0.9399453535823942,0.8202867733448065,1.0126829906128405,-0.1504819335738692,-0.14853833343917222,-0.26967259325185755
2017-10-05,71.19999694824219,71.48799896240234,70.2699966430664,71.06600189208984,71.06600189208984,20858500,TSLA,0.8521092807192195,0.9422226845707186,0.8096416945873985,1.0121464877707815,-0.160037207051562,-0.1405777911123941,-0.2882800541838606
2017-10-06,70.62000274658203,72.0199966430664,70.44999694824219,71.3759994506836,71.3759994506836,21487500,TSLA,0.8575711661559987,0.9469569163033736,0.8219849616184031,1.0081446760609294,-0.15057350990493068,-0.14798630652366251,-0.2785881048173605
2017-10-09,69.93000030517578,70.3499984741211,68.53399658203125,68.58799743652344,68.58799743652344,37468500,TSLA,0.8875896749776362,0.9804048202184524,0.8750218855110242,1.0143616235707735,-0.12677194859313734,-0.12331060473420019,-0.2234602606656727
2017-10-10,69.36000061035156,71.1259994506836,69.10600280761719,71.11799621582031,71.11799621582031,34892500,TSLA,0.8520768693884234,0.9563261713842872,0.8162209767487866,1.008797349947511,-0.1567204805590875,-0.13652450475965838,-0.273076335945169
2017-10-11,70.77799987792969,71.5199966430664,70.2300033569336,70.91999816894531,70.91999816894531,22504000,TSLA,0.8544557407968006,0.9790186266099776,0.7991257931418497,1.0091988628593096,-0.15474312206250895,-0.12221358113272873,-0.2889712570511439
2017-10-12,70.58999633789062,71.95600128173828,70.52799987792969,71.13600158691406,71.13600158691406,20435000,TSLA,0.8867521427105156,0.9687640565606508,0.7969523177867549,1.0112728774332036,-0.12452073472268799,-0.12992086926270185,-0.27908278317837454
2017-10-13,71.39600372314453,71.697998046875,70.73600006103516,71.11399841308594,71.11399841308594,17702500,TSLA,0.8681835230221818,0.9843912501740684,0.7894085797593277,1.0098252549340065,-0.14164173191182472,-0.12385824821320668,-0.28748202408428936
2017-10-16,70.75199890136719,70.89600372314453,69.43199920654297,70.12000274658203,70.12000274658203,26877500,TSLA,0.8879063873762902,1.00273807338646,0.8142612440808816,1.0047827275420922,-0.11687634016580195,-0.1123236917552477,-0.2713327532793248
2017-10-17,70.18199920654297,71.24400329589844,70.01399993896484,71.1500015258789,71.1500015258789,16466500,TSLA,0.8784258420186724,0.9916795101060256,0.8266479357796934,1.016827126331923,-0.13840128431325072,-0.12931626006329067,-0.26029035053510685
2017-10-18,71.19400024414062,72.5999984741211,70.82599639892578,71.93000030517578,71.93000030517578,24695500,TSLA,0.8759905193132506,0.9617405965564946,0.8171833522857266,1.016900814218988,-0.14091029490573737,-0.15484312754081186,-0.2588119921389287
2017-10-19,71.11199951171875,71.43000030517578,69.63999938964844,70.36199951171875,70.36199951171875,25309000,TSLA,0.8775759860029094,0.9597225824528044,0.8525056362231103,1.0195478153138224,-0.141971829310913,-0.15682831988639712,-0.2253279050947139
2017-10-20,70.53800201416016,70.91000366210938,68.86799621582031,69.0199966430664,69.0199966430664,24652000,TSLA,0.9209215208074556,0.9934801945794156,0.872645645778757,1.0187296628598663,-0.09780814205241073,-0.12344533119812895,-0.19282836344570708
