Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,69.02999877929688,69.7699966430664,68.26000213623047,69.76000213623047,60.45499801635742,6559100,SLB,0.9174310942480448,1.0560522945762898,0.9827600034452482,1.0206479989635429,-0.103216904715498,-0.0342080941461562,-0.1065331955459547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,68.7300033569336,69.31999969482422,68.54000091552734,69.31999969482422,60.07366561889648,7254800,SLB,0.9272939063628024,1.070025046433025,0.9891446195127228,1.012478214064533,-0.0851843077017305,-0.0186825093283746,-0.0999862589642109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,69.26000213623047,69.56999969482422,68.8499984741211,69.05999755859375,59.848365783691406,6124500,SLB,0.9158702113406366,1.091564795214958,0.9985996459915264,1.0113391723313174,-0.0954689609906808,0.001601420210056,-0.0832009962290457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,69.12000274658203,69.33000183105469,68.66999816894531,68.81999969482422,59.64037704467773,6319700,SLB,0.9238593414111362,1.0968359640016128,1.010488368349035,1.0126829906128405,-0.0888236492017042,0.0083522769800463,-0.0794709982476289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,69.1500015258789,69.18000030517578,68.56999969482422,68.87000274658203,59.68369674682617,6293100,SLB,0.974009254797621,1.1062832954411883,1.0118180540458246,1.0121464877707815,-0.0381372329731605,0.0234828197580756,-0.0861036947254345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,68.72000122070312,68.72000122070312,67.87000274658203,68.33999633789062,59.224403381347656,5717400,SLB,0.9720514653415884,1.1362454189355944,1.0446144691878212,1.0081446760609294,-0.036093210719341,0.0413021961085582,-0.0559585972479423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,68.36000061035156,68.80000305175781,68.23999786376953,68.33000183105469,59.215728759765625,3587100,SLB,0.9814136373217424,1.1499808542755263,1.0438760480544802,1.0143616235707735,-0.0329479862490311,0.0462654293228737,-0.0546060981222167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,68.76000213623047,69.02999877929688,68.2699966430664,68.33000183105469,59.215728759765625,3824700,SLB,0.9789257882859088,1.138181882836412,1.02828046399135,1.008797349947511,-0.029871561661602,0.0453312066924664,-0.0610168487026054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,67.31999969482422,67.80000305175781,66.83999633789062,67.73999786376953,58.70443344116211,8060500,SLB,0.9704753033251317,1.1486898934077328,1.0324420373883578,1.0091988628593096,-0.0387235595341779,0.0474576856650263,-0.0556550128046358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,67.22000122070312,67.41999816894531,66.79000091552734,67.29000091552734,58.314449310302734,6225800,SLB,0.9665626835940564,1.1437912083922432,1.0298446049767305,1.0112728774332036,-0.0447101938391472,0.0451062825688906,-0.0461904959883989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
