,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,5485000000.0,11381000000.0,13529000000.0,14146000000.0
1,Total Liab,29945000000.0,32136000000.0,33921000000.0,34726000000.0
2,Total Stockholder Equity,12071000000.0,23760000000.0,36162000000.0,36842000000.0
3,Minority Interest,418000000.0,416000000.0,424000000.0,419000000.0
4,Other Current Liab,4932000000.0,6139000000.0,5526000000.0,6048000000.0
5,Total Assets,42434000000.0,56312000000.0,70507000000.0,71987000000.0
6,Common Stock,12970000000.0,13078000000.0,13132000000.0,12975000000.0
7,Other Current Assets,1312000000.0,1486000000.0,1063000000.0,1278000000.0
8,Retained Earnings,7018000000.0,18751000000.0,31658000000.0,32190000000.0
9,Other Liab,2655000000.0,3468000000.0,4591000000.0,4569000000.0
10,Good Will,12980000000.0,16042000000.0,24931000000.0,25118000000.0
11,Treasury Stock,-7917000000.0,-8069000000.0,-8628000000.0,-8323000000.0
12,Other Assets,1363000000.0,1224000000.0,1299000000.0,1131000000.0
13,Cash,844000000.0,1137000000.0,1433000000.0,1799000000.0
14,Total Current Liabilities,10491000000.0,13098000000.0,13486000000.0,15282000000.0
15,Short Long Term Debt,850000000.0,,,1300000000.0
16,Other Stockholder Equity,-4884000000.0,-4438000000.0,-4622000000.0,-4274000000.0
17,Property Plant Equipment,7626000000.0,10570000000.0,13479000000.0,11576000000.0
18,Total Current Assets,12919000000.0,15530000000.0,15731000000.0,18497000000.0
19,Long Term Investments,2061000000.0,1565000000.0,1538000000.0,1519000000.0
20,Net Tangible Assets,-6394000000.0,-3663000000.0,-2298000000.0,-2422000000.0
21,Short Term Investments,2162000000.0,1030000000.0,1344000000.0,3290000000.0
22,Net Receivables,5247000000.0,7747000000.0,7881000000.0,8084000000.0
23,Long Term Debt,16036000000.0,14770000000.0,14644000000.0,14875000000.0
24,Inventory,3354000000.0,4130000000.0,4010000000.0,4046000000.0
25,Accounts Payable,2937000000.0,4790000000.0,4709000000.0,4614000000.0
0,Investments,-1141000000.0,555000000.0,1943000000.0,3277000000.0
1,Change To Liabilities,-3330000000.0,-161000000.0,-824000000.0,-737000000.0
2,Total Cashflows From Investing Activities,-2353000000.0,-2011000000.0,-1040000000.0,-1779000000.0
3,Net Borrowings,830000000.0,-839000000.0,-2048000000.0,-1612000000.0
4,Total Cash From Financing Activities,-873000000.0,-3718000000.0,-5020000000.0,-5033000000.0
5,Change To Operating Activities,344000000.0,344000000.0,377000000.0,319000000.0
6,Issuance Of Stock,146000000.0,219000000.0,261000000.0,297000000.0
7,Net Income,-10518000000.0,-10137000000.0,2138000000.0,-1505000000.0
8,Change In Cash,-293000000.0,-296000000.0,-366000000.0,-1130000000.0
9,Repurchase Of Stock,-26000000.0,-278000000.0,-400000000.0,-969000000.0
10,Effect Of Exchange Rate,-11000000.0,2000000.0,-19000000.0,19000000.0
11,Total Cash From Operating Activities,2944000000.0,5431000000.0,5713000000.0,5663000000.0
12,Depreciation,2566000000.0,3589000000.0,3556000000.0,3837000000.0
13,Other Cashflows From Investing Activities,-93000000.0,-155000000.0,-29000000.0,-217000000.0
14,Dividends Paid,-1734000000.0,-2769000000.0,-2770000000.0,-2778000000.0
15,Change To Inventory,86000000.0,-314000000.0,-10000000.0,108000000.0
16,Change To Account Receivables,2345000000.0,142000000.0,430000000.0,-124000000.0
17,Other Cashflows From Financing Activities,-89000000.0,-51000000.0,-63000000.0,29000000.0
18,Change To Netincome,11652000000.0,12306000000.0,149000000.0,3650000000.0
19,Capital Expenditures,-1419000000.0,-2505000000.0,-3141000000.0,-3716000000.0
