Unnamed: 0,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,197104000.0,202878000.0,210120000.0,218430000.0
Capital Surplus,909966000.0,903116000.0,894056000.0,570434000.0
Total Liab,295921000.0,262672000.0,239898000.0,412507000.0
Total Stockholder Equity,819263000.0,815481000.0,815386000.0,496843000.0
Deferred Long Term Liab,30274000.0,27870000.0,24633000.0,20334000.0
Other Current Liab,169021000.0,161156000.0,152826000.0,131390000.0
Total Assets,1115184000.0,1078153000.0,1055284000.0,909350000.0
Common Stock,118000.0,117000.0,117000.0,103000.0
Other Current Assets,13480000.0,11072000.0,9292000.0,13584000.0
Retained Earnings,-90821000.0,-87752000.0,-78787000.0,-73694000.0
Other Liab,69841000.0,62975000.0,58879000.0,49218000.0
Good Will,541850000.0,541480000.0,539818000.0,539818000.0
Other Assets,34204000.0,32129000.0,26275000.0,22891000.0
Cash,196190000.0,194868000.0,177457000.0,38424000.0
Total Current Liabilities,202896000.0,199697000.0,181019000.0,161398000.0
Property Plant Equipment,40833000.0,12755000.0,10934000.0,11494000.0
Total Current Assets,301193000.0,288911000.0,268137000.0,116717000.0
Net Tangible Assets,80309000.0,71123000.0,65448000.0,-261405000.0
Net Receivables,76514000.0,69688000.0,64823000.0,53829000.0
Accounts Payable,5744000.0,6967000.0,6672000.0,3909000.0
Long Term Debt,,,,201891000.0
Change To Liabilities,14281000.0,18485000.0,33387000.0,14141000.0
Total Cashflows From Investing Activities,-6319000.0,-5040000.0,-470000.0,-327000.0
Total Cash From Financing Activities,4019000.0,2145000.0,115919000.0,-2203000.0
Change To Operating Activities,-17597000.0,1315000.0,-11887000.0,2821000.0
Issuance Of Stock,4019000.0,2800000.0,328631000.0,328631000.0
Net Income,-3069000.0,-8965000.0,-5093000.0,-423000.0
Change In Cash,1322000.0,17411000.0,139033000.0,15747000.0
Effect Of Exchange Rate,-401000.0,604000.0,604000.0,604000.0
Total Cash From Operating Activities,4023000.0,19702000.0,23584000.0,18277000.0
Depreciation,9784000.0,9790000.0,9376000.0,9416000.0
Change To Account Receivables,-7066000.0,-4838000.0,-10958000.0,-7684000.0
Change To Netincome,3862000.0,1483000.0,6048000.0,-2925000.0
Capital Expenditures,-3290000.0,-2532000.0,-470000.0,-327000.0
Other Cashflows From Financing Activities,,-655000.0,-7712000.0,-2203000.0
Net Borrowings,,,-205000000.0,-205000000.0
