Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-08-05,38.970001220703125,40.25,38.59000015258789,40.18999862670898,40.18999862670898,516000,JAMF,0.9121672331446424,0.914406600043453,0.9947748422083028,1.0154342721529666,-0.1032670390083241,-0.1637863251593225,-0.3699539766911187,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-06,39.66999816894531,40.5,39.369998931884766,40.060001373291016,40.060001373291016,372200,JAMF,0.8462306630992995,0.843235087900392,0.9962555786136612,0.9945470827091798,-0.1483164196098803,-0.2713241248573996,-0.3671832812762071,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-07,39.5,40.400001525878906,39.20299911499024,40.2400016784668,40.2400016784668,697900,JAMF,0.8680417208796365,0.8280317670228725,0.9850894069634338,1.000982312548244,-0.1329405916686075,-0.2836920331512738,-0.3623144722243924,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-10,40.20000076293945,40.20000076293945,39.209999084472656,39.41999816894531,39.41999816894531,291500,JAMF,0.8569254274067528,0.8592085364064582,0.9827499613885268,0.9799638681285404,-0.1230384407217877,-0.2435219475465256,-0.3383131574734149,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-11,39.84999847412109,39.84999847412109,38.59999847412109,39.20000076293945,39.20000076293945,412300,JAMF,0.8433673655574688,0.8808672986542975,1.0334183044157552,0.9825449744444564,-0.1391776088869876,-0.2078263565641672,-0.3086298617923422,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-12,39.130001068115234,39.68999862670898,38.650001525878906,39.060001373291016,39.060001373291016,264200,JAMF,0.8471581922476487,0.9045059034537852,1.0051202493909523,0.9960166142981388,-0.1488584220504902,-0.2008077962978791,-0.3250489980840145,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-13,38.93999862670898,39.54999923706055,38.0,38.0,38.0,258700,JAMF,0.8513157493189761,0.912368372866982,1.0102631418328536,1.000064240707307,-0.1487484913883309,-0.2164856750223345,-0.3233904140175849,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-14,38.11000061035156,38.255001068115234,35.5,35.779998779296875,35.779998779296875,766100,JAMF,0.90273896978862,0.8946338572838332,1.066517639723687,1.005359460743004,-0.1026204909543838,-0.2339284550476389,-0.2956313201777185,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-17,36.650001525878906,38.900001525878906,35.79999923706055,38.33000183105469,38.33000183105469,591700,JAMF,0.8627706265338904,0.8614661852432031,0.9759978622568914,0.999910744389532,-0.1371401178556417,-0.2549791194791191,-0.3540259701240873,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-18,39.31999969482422,40.400001525878906,39.0099983215332,39.70000076293945,39.70000076293945,638200,JAMF,0.8377833169359007,0.7904281752573743,0.9420655115148604,0.9949555639278014,-0.1571722469919007,-0.3417645773903586,-0.3909840386174621,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-19,40.22999954223633,40.22999954223633,37.27000045776367,38.540000915527344,38.540000915527344,446000,JAMF,0.902179544156555,0.8149973819735268,1.0262064944872973,0.9768858377185572,-0.0747062935620023,-0.3193846010854393,-0.3509278220511211,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-20,38.29999923706055,39.040000915527344,37.119998931884766,38.83000183105469,38.83000183105469,337800,JAMF,0.9397373154199428,0.7839299278557571,1.0020602115010318,0.9875636487882484,-0.0478263333683056,-0.3749433613189804,-0.3696242293690799,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-21,38.40999984741211,40.400001525878906,38.209999084472656,40.130001068115234,40.130001068115234,491100,JAMF,0.8751556939226922,0.7577871676553225,0.940941871829027,0.9669804572148069,-0.0918247632921146,-0.4248091750159977,-0.4205755876244035,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-24,40.5,40.959999084472656,37.54999923706055,39.150001525878906,39.150001525878906,590400,JAMF,0.8784162975553395,0.7966794206493306,0.9315453333148852,0.9519424952921356,-0.0735261977367961,-0.3619387117679458,-0.3810841710578595,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-25,39.2400016784668,39.2400016784668,37.56999969482422,38.540000915527344,38.540000915527344,477300,JAMF,0.8884276301268036,0.8015048950661338,0.9107420249172772,0.9667641278619096,-0.078336497735106,-0.3610163033905241,-0.4283939069123464,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-26,38.5099983215332,39.77999877929688,38.459999084472656,39.33000183105469,39.33000183105469,403700,JAMF,0.9122806864398528,0.8060004903917741,0.8591405884158134,0.9868389913626016,-0.0745583049227487,-0.3457656364823973,-0.4991044693026325,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-27,39.38999938964844,39.51499938964844,37.720001220703125,37.79999923706055,37.79999923706055,649900,JAMF,0.9642857539320396,0.8328042375030565,0.9399470766248568,0.97477619582067,-0.0104904418886302,-0.3204328642155075,-0.4286770908330257,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-28,38.15999984741211,38.400001525878906,37.209999084472656,37.54999923706055,37.54999923706055,604200,JAMF,1.0015979061121203,0.8276964195789163,0.9504660280121708,0.9723584880428094,0.0292394180693108,-0.3173724943459231,-0.4212484643996077,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-08-31,37.72999954223633,38.900001525878906,37.72999954223633,38.59999847412109,38.59999847412109,1101300,JAMF,0.9471503320862108,0.8173575254986829,0.9720207756722714,0.9888494144827736,-0.0416990823965628,-0.3475767228454027,-0.424410453669759,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-01,39.5,41.220001220703125,37.84999847412109,41.18000030517578,41.18000030517578,2444200,JAMF,0.8278290407953987,0.7644487447534017,0.9385624390347834,0.986478520747318,-0.1586494799519194,-0.4119689197138708,-0.4537116972291674,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-02,37.34999847412109,40.959999084472656,36.75,38.5,38.5,2213000,JAMF,0.8719480440214082,0.8244155784706017,1.027792199865564,0.9904882601530864,-0.118540216131678,-0.3316536682714374,-0.3547721728148096,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-03,37.88999938964844,38.88999938964844,37.5,38.59000015258789,38.59000015258789,536400,JAMF,0.8572169396282395,0.8227520050390776,1.008033204769765,1.0106128675925516,-0.1533959279643121,-0.3708645696714693,-0.3896090137306416,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-04,38.63999938964844,38.63999938964844,34.61000061035156,36.65999984741211,36.65999984741211,838400,JAMF,0.917348641791913,0.8587015731932294,1.0515548117161777,1.0338377445022602,-0.1164891027103471,-0.3334024380785284,-0.3576492313213615,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-08,35.93000030517578,35.93000030517578,33.34000015258789,33.900001525878906,33.900001525878906,916100,JAMF,1.0014749036817117,0.93274334560413,1.079940972344909,1.0699737825781188,-0.0684988788964071,-0.2919233177890902,-0.3352074159854183,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-09,34.40999984741211,35.29999923706055,34.0,34.93000030517578,34.93000030517578,461700,JAMF,0.9899800036912902,0.922702526786426,1.040939029278047,1.0585994508262604,-0.0686194471349701,-0.2798571348477414,-0.3605856202784985,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-10,35.130001068115234,35.599998474121094,33.529998779296875,33.779998779296875,33.779998779296875,535000,JAMF,1.0287152532787427,0.9526347385452926,1.0944346523588788,1.0798213250395274,-0.0511060717607847,-0.2586105074522608,-0.3261775424893087,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-11,33.93000030517578,34.400001525878906,32.54999923706055,33.060001373291016,33.060001373291016,364700,JAMF,1.068058073397957,0.9676345566326172,1.1152449304394714,1.0715698880496745,-0.0035118146517174,-0.2637160590253244,-0.2706621425046196,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
2020-09-14,33.40999984741211,34.189998626708984,32.880001068115234,33.09000015258789,33.09000015258789,413600,JAMF,1.0571169350538858,0.9951647069605832,1.06044122063395,1.0477727369997762,0.0093441980541095,-0.2102483816147299,-0.2733936167054782,235099000.0,568756000.0,400930000.0,503878000.0,16234000.0,120908000.0,904808000.0,103000.0,8686000.0,-64981000.0,48092000.0,539818000.0,18833000.0,32433000.0,151519000.0,12477000.0,98581000.0,-271039000.0,46527000.0,3684000.0,201319000.0,38136000.0,-47363000.0,30000000.0,28652000.0,-15303000.0,923000.0,-32600000.0,-6807000.0,604000.0,11904000.0,36807000.0,-14741000.0,-2271000.0,-8324000.0,-7190000.0
