,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-32587000.0,-5816000.0,-6383000.0,-6367000.0
Change To Liabilities,-356000.0,-9526000.0,29666000.0,-17208000.0
Total Cashflows From Investing Activities,-347258000.0,-280492000.0,-258177000.0,-280441000.0
Net Borrowings,135000000.0,135000000.0,90000000.0,-22864000.0
Total Cash From Financing Activities,16989000.0,-136371000.0,-42606000.0,-139551000.0
Change To Operating Activities,9394000.0,-13439000.0,10512000.0,-5996000.0
Net Income,237417000.0,232854000.0,226801000.0,212419000.0
Change In Cash,57862000.0,-50238000.0,190843000.0,15169000.0
Repurchase Of Stock,-4641000.0,-4160000.0,-3614000.0,-3212000.0
Total Cash From Operating Activities,388131000.0,366625000.0,491626000.0,435161000.0
Depreciation,175941000.0,173800000.0,169120000.0,165933000.0
Other Cashflows From Investing Activities,10605000.0,6716000.0,26059000.0,11414000.0
Dividends Paid,-137813000.0,-129677000.0,-121421000.0,-113127000.0
Change To Account Receivables,-374000.0,-5996000.0,729000.0,1045000.0
Other Cashflows From Financing Activities,24443000.0,-2534000.0,-7571000.0,-348000.0
Change To Netincome,-42841000.0,-11810000.0,50073000.0,74607000.0
Capital Expenditures,-325276000.0,-281392000.0,-277853000.0,-285488000.0
