Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Other Current Assets,Net Income,Change To Liabilities,Investments,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,39.63999938964844,40.27999877929688,39.29999923706055,40.06999969482422,40.06999969482422,159400,GLOB,0.9413526705261084,1.1320189906617506,1.1177938921050905,1.0206479989635429,-0.0792953284374344,0.0417586019393045,0.0285006931138875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,40.0,41.29999923706055,39.900001525878906,41.29999923706055,41.29999923706055,268800,GLOB,0.8937046132991433,1.099757845229878,1.09394675883271,1.012478214064533,-0.1187736007653896,0.0110502894684783,0.0048158803557762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,41.27000045776367,41.88999938964844,40.790000915527344,40.970001220703125,40.970001220703125,141300,GLOB,0.8847937251630348,1.1327800455119348,1.0927507718779446,1.0113391723313174,-0.1265454471682826,0.0428166705070327,0.0109501296573724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,40.81999969482422,41.560001373291016,40.81999969482422,41.20000076293945,41.20000076293945,79500,GLOB,0.8883494610768018,1.1359222905441897,1.083737881044964,1.0126829906128405,-0.1243335295360387,0.0474386035226233,-0.0062214855516999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,41.25,41.43999862670898,40.869998931884766,41.04999923706055,41.04999923706055,303200,GLOB,0.906699193969786,1.1383678540984672,1.1049939452714992,1.0121464877707815,-0.1054472938009954,0.0555673784153545,0.00707219650024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,40.619998931884766,41.7599983215332,40.619998931884766,41.09999847412109,41.09999847412109,156000,GLOB,0.8729927591288681,1.1508516056720377,1.0895377236447572,1.0081446760609294,-0.1351519169320613,0.0559083828450015,-0.0110353427910063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,41.27000045776367,41.79999923706055,40.869998931884766,41.52000045776367,41.52000045776367,110400,GLOB,0.8684971333266999,1.138728281744423,1.080924869299304,1.0143616235707735,-0.1458644902440736,0.0350128567917704,-0.0175572768773928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,41.77000045776367,41.77000045776367,40.619998931884766,41.47999954223633,41.47999954223633,139500,GLOB,0.8751205312839666,1.1605593037827948,1.0631629450530005,1.008797349947511,-0.1336768186635443,0.0677086276388492,-0.0261343676409551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,41.4900016784668,42.23500061035156,41.4900016784668,41.900001525878906,41.900001525878906,94300,GLOB,0.8577564992333279,1.116229087220364,1.058949816612305,1.0091988628593096,-0.1514423636259817,0.0149968794776575,-0.0291472335806886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,42.02999877929688,42.66999816894531,41.81999969482422,42.45000076293945,42.45000076293945,179700,GLOB,0.8407537805716079,1.1060070652325802,1.035100066831338,1.0112728774332036,-0.1705190968615957,0.0073221394092275,-0.0409350341337915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
