,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,89082000.0,88899000.0,86721000.0,35036000.0
Capital Surplus,853460000.0,550948000.0,541157000.0,492233000.0
Total Liab,415386000.0,395996000.0,408828000.0,333831000.0
Total Stockholder Equity,1233509000.0,909888000.0,879939000.0,808800000.0
Other Current Liab,57774000.0,59744000.0,33135000.0,32623000.0
Total Assets,1648895000.0,1305884000.0,1288767000.0,1142631000.0
Common Stock,49856000.0,47906000.0,47861000.0,47605000.0
Retained Earnings,335209000.0,315262000.0,293595000.0,274906000.0
Other Liab,85545000.0,83072000.0,105160000.0,34095000.0
Good Will,450946000.0,430959000.0,392760000.0,258860000.0
Treasury Stock,-5016000.0,-4228000.0,-2674000.0,-5944000.0
Other Assets,61209000.0,67829000.0,68403000.0,70427000.0
Cash,431373000.0,148832000.0,278939000.0,323309000.0
Total Current Liabilities,244606000.0,235096000.0,205630000.0,178763000.0
Deferred Long Term Asset Charges,42906000.0,41111000.0,41507000.0,42439000.0
Short Long Term Debt,250000.0,129000.0,907000.0,3534000.0
Other Stockholder Equity,-5016000.0,-4228000.0,-2674000.0,-5944000.0
Property Plant Equipment,206287000.0,199138000.0,191037000.0,154624000.0
Total Current Assets,814315000.0,501904000.0,535599000.0,614637000.0
Long Term Investments,27056000.0,17155000.0,14247000.0,9047000.0
Net Tangible Assets,693481000.0,390030000.0,400458000.0,514904000.0
Short Term Investments,35938000.0,32000.0,35000.0,64748000.0
Net Receivables,347004000.0,292466000.0,227892000.0,217063000.0
Long Term Debt,902000.0,272000.0,25798000.0,75091000.0
Accounts Payable,42135000.0,11247000.0,16928000.0,24669000.0
Other Current Assets,,5107000.0,2824000.0,9517000.0
