Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Deferred Long Term Liab,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,101.0,102.27999877929688,100.73999786376952,102.2300033569336,102.2300033569336,2225000,TTWO,1.0823632778289862,1.115328112090228,0.9451237364165552,1.0206479989635429,0.0617152788654433,0.025067723367782,-0.1441694625746477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,102.44000244140624,103.0,99.86000061035156,100.43000030517578,100.43000030517578,1427700,TTWO,1.100866247362701,1.1640944270323206,0.9742108537347912,1.012478214064533,0.0883880332981679,0.0753868712709209,-0.1149200247421425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,100.43000030517578,101.18000030517578,99.9000015258789,101.06999969482422,101.06999969482422,1035600,TTWO,1.0735134097913357,1.161274394983426,0.9616107918755968,1.0113391723313174,0.0621742374600182,0.071311019978524,-0.1201898503449753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,101.0999984741211,103.16999816894533,100.0,102.9800033569336,102.9800033569336,1577700,TTWO,1.057778177843122,1.1158477366117947,0.9562050690501672,1.0126829906128405,0.0450951872302813,0.0273640495902283,-0.1337542975464968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,103.1999969482422,104.63999938964844,102.29000091552734,104.47000122070312,104.47000122070312,1401700,TTWO,1.0242174667343211,1.106059172026303,0.978366975114167,1.0121464877707815,0.0120709789635395,0.0232586963431904,-0.1195547736570921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,104.22000122070312,107.52999877929688,104.22000122070312,107.2300033569336,107.2300033569336,1879500,TTWO,0.992166334598638,1.0909260439687336,0.9558891801841228,1.0081446760609294,-0.0159783414622913,-0.0040171788583025,-0.1446838862516407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,105.0,105.18000030517578,102.47000122070312,104.11000061035156,104.11000061035156,2685800,TTWO,1.1300547578152744,1.1266929436565076,0.9679185097713556,1.0143616235707735,0.1156931342445009,0.022977518703855,-0.1305636364053413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,104.43000030517578,104.58000183105467,102.08000183105467,102.66999816894533,102.66999816894533,1779200,TTWO,1.1216519500917057,1.1099639730873418,0.9582156326868916,1.008797349947511,0.1128546001441948,0.0171132969433962,-0.131081680007064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,102.58000183105467,104.79000091552734,102.30999755859376,103.5999984741211,103.5999984741211,1035800,TTWO,1.1166023359939743,1.120559826715533,0.94710428756514,1.0091988628593096,0.1074034731346647,0.0193276189728266,-0.1409927626278536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,103.47000122070312,104.33999633789062,102.79000091552734,103.44000244140624,103.44000244140624,882600,TTWO,1.1432714553851548,1.1337006368449594,0.9317478246195188,1.0112728774332036,0.1319985779519512,0.0350157110216067,-0.1442872763456106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,104.19000244140624,104.75,103.5500030517578,104.58000183105467,104.58000183105467,2090500,TTWO,1.1367373797283389,1.1288009273748478,0.9200611927330348,1.0098252549340063,0.1269121247943323,0.0205514289875727,-0.1568294111105822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,105.0,105.26000213623048,104.37999725341795,104.77999877929688,104.77999877929688,725100,TTWO,1.1201565576823884,1.129986666398713,0.9466501583984066,1.0047827275420922,0.1153738301402962,0.0149249012570054,-0.1389438389617998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,104.58999633789062,104.81999969482422,103.2699966430664,103.9000015258789,103.9000015258789,752400,TTWO,1.1443695840203032,1.1242540504631204,0.949278111693306,1.016827126331923,0.1275424576883801,0.0032582802938041,-0.1376601746214942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,105.0199966430664,105.37000274658205,104.0999984741211,104.61000061035156,104.61000061035156,891900,TTWO,1.1262785489666225,1.1111748129773658,0.9531593394772044,1.016900814218988,0.1093777347476345,-0.0054089111199406,-0.1228360049474508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,103.58999633789062,104.80999755859376,102.0999984741211,104.55999755859376,104.55999755859376,1132300,TTWO,1.1228003468543484,1.12088752567697,0.9975134419194084,1.0195478153138224,0.1032525315405259,0.0043366233377684,-0.0803200993984157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
