,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-635332000.0,69473000.0,-128458000.0,-174904000.0
Change To Liabilities,231139000.0,244273000.0,505865000.0,397130000.0
Total Cashflows From Investing Activities,-806724000.0,4049000.0,-223576000.0,-271827000.0
Total Cash From Financing Activities,-57338000.0,-77453000.0,-463685000.0,-281467000.0
Change To Operating Activities,-275248000.0,-276071000.0,-507513000.0,-311772000.0
Issuance Of Stock,14214000.0,10515000.0,10515000.0,10515000.0
Net Income,588886000.0,404459000.0,333837000.0,173533000.0
Change In Cash,66855000.0,601406000.0,145615000.0,-34843000.0
Repurchase Of Stock,-71552000.0,-87968000.0,-463685000.0,-267676000.0
Effect Of Exchange Rate,18599000.0,-10868000.0,-10639000.0,24924000.0
Total Cash From Operating Activities,912318000.0,685678000.0,843515000.0,493527000.0
Depreciation,88550000.0,68618000.0,63605000.0,67032000.0
Change To Inventory,2503000.0,8489000.0,-14403000.0,3917000.0
Change To Account Receivables,47195000.0,-195484000.0,-98075000.0,-26998000.0
Change To Netincome,124103000.0,263469000.0,366404000.0,98196000.0
Capital Expenditures,-68923000.0,-53384000.0,-66969000.0,-87522000.0
Other Cashflows From Financing Activities,,,,-13791000.0
