,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,107000000.0,122000000.0,127000000.0,133000000.0
Capital Surplus,391000000.0,305000000.0,232000000.0,164000000.0
Total Liab,11058000000.0,8662000000.0,7161000000.0,7286000000.0
Total Stockholder Equity,2988000000.0,4331000000.0,3751000000.0,3460000000.0
Other Current Liab,1860000000.0,1650000000.0,1493000000.0,1441000000.0
Total Assets,14046000000.0,12993000000.0,10912000000.0,10746000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,11000000.0,8000000.0,2000000.0,19000000.0
Retained Earnings,3764000000.0,5133000000.0,4534000000.0,4193000000.0
Other Liab,3125000000.0,2753000000.0,2598000000.0,2333000000.0
Good Will,1943000000.0,1943000000.0,1943000000.0,1943000000.0
Treasury Stock,-1168000000.0,-1108000000.0,-1016000000.0,-898000000.0
Other Assets,962000000.0,809000000.0,706000000.0,720000000.0
Cash,1370000000.0,221000000.0,105000000.0,194000000.0
Total Current Liabilities,4293000000.0,3201000000.0,2942000000.0,2686000000.0
Short Long Term Debt,1148000000.0,240000000.0,489000000.0,310000000.0
Other Stockholder Equity,-494000000.0,-465000000.0,-448000000.0,-380000000.0
Property Plant Equipment,7028000000.0,8080000000.0,6342000000.0,5790000000.0
Total Current Assets,4006000000.0,2037000000.0,1787000000.0,2152000000.0
Net Tangible Assets,938000000.0,2266000000.0,1681000000.0,1384000000.0
Short Term Investments,1976000000.0,1300000000.0,1131000000.0,1427000000.0
Net Receivables,480000000.0,323000000.0,366000000.0,341000000.0
Long Term Debt,2372000000.0,1269000000.0,1621000000.0,2267000000.0
Inventory,57000000.0,72000000.0,60000000.0,57000000.0
Accounts Payable,108000000.0,146000000.0,132000000.0,120000000.0
Long Term Investments,,2000000.0,7000000.0,8000000.0
