,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Capital Surplus,11735000000.0,11769000000.0,12106000000.0,12128000000.0
Total Liab,12591000000.0,12984000000.0,12770000000.0,13131000000.0
Total Stockholder Equity,-1639000000.0,3255000000.0,7130000000.0,7416000000.0
Minority Interest,1602000000.0,1765000000.0,1682000000.0,1375000000.0
Deferred Long Term Liab,509000000.0,607000000.0,262000000.0,404000000.0
Other Current Liab,178000000.0,154000000.0,214000000.0,239000000.0
Total Assets,12746000000.0,18107000000.0,21582000000.0,21922000000.0
Common Stock,262000000.0,261000000.0,260000000.0,259000000.0
Other Current Assets,119000000.0,94000000.0,273000000.0,215000000.0
Retained Earnings,-10461000000.0,-5601000000.0,-2048000000.0,-2088000000.0
Other Liab,2368000000.0,2574000000.0,2476000000.0,2633000000.0
Treasury Stock,-3175000000.0,-3174000000.0,-3188000000.0,-2883000000.0
Other Assets,526000000.0,643000000.0,353000000.0,438000000.0
Cash,262000000.0,247000000.0,714000000.0,1668000000.0
Total Current Liabilities,1308000000.0,1855000000.0,2201000000.0,2564000000.0
Deferred Long Term Asset Charges,12000000.0,29000000.0,91000000.0,18000000.0
Other Stockholder Equity,14000000.0,16000000.0,4000000.0,4000000.0
Property Plant Equipment,8819000000.0,14158000000.0,18421000000.0,17759000000.0
Total Current Assets,1846000000.0,1961000000.0,2687000000.0,3725000000.0
Long Term Investments,1555000000.0,1258000000.0,121000000.0,150000000.0
Net Tangible Assets,-1639000000.0,3168000000.0,7130000000.0,7416000000.0
Net Receivables,908000000.0,1062000000.0,1194000000.0,1345000000.0
Long Term Debt,8734000000.0,8518000000.0,8054000000.0,7934000000.0
Inventory,492000000.0,502000000.0,401000000.0,368000000.0
Accounts Payable,444000000.0,695000000.0,709000000.0,641000000.0
Good Will,,87000000.0,,87000000.0
Short Long Term Debt,,11000000.0,150000000.0,550000000.0
