Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Inventory
2017-09-29,61.400001525878906,61.93999862670898,61.02999877929688,61.790000915527344,60.55231094360352,471600,H,1.014079948089338,1.2118467186508266,1.2261208907340413,1.0206479989635429,-0.0065680508742047,0.1215863299283805,0.1368276917428383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,61.709999084472656,61.709999084472656,60.83000183105469,60.869998931884766,59.65073776245117,649900,H,1.032035514552171,1.202891357678411,1.257819888786163,1.012478214064533,0.0195573004876379,0.1141838019170113,0.1686890103092291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,61.0,61.16999816894531,60.22999954223633,60.290000915527344,59.08235549926758,609300,H,1.1064852756167078,1.243821557022705,1.2621100671903596,1.0113391723313174,0.0951461032853904,0.1538581820178028,0.1803094249697874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,60.43999862670898,61.0,60.36000061035156,60.7400016784668,59.52334976196289,398600,H,1.10898903458022,1.2563382928229343,1.2718930760540024,1.0126829906128405,0.0963060439673795,0.1678546058013679,0.1819337094573383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,60.790000915527344,61.68999862670898,60.630001068115234,61.38999938964844,60.16032409667969,431100,H,1.121518124660287,1.252810090225728,1.271808778169701,1.0121464877707815,0.1093716368895054,0.1700096145426153,0.1738870293984418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,61.2400016784668,61.79999923706055,61.220001220703125,61.59999847412109,60.36611557006836,275500,H,1.1287339376029053,1.2730517614488568,1.281785496835152,1.0081446760609294,0.1205892615419759,0.1781085386218206,0.1812124303993885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,61.63999938964844,61.68999862670898,61.27999877929688,61.58000183105469,60.34652328491211,262800,H,1.133322405876957,1.2817472686679503,1.268535455560831,1.0143616235707735,0.1189607823061835,0.1780318437152976,0.1700533093841341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,61.72999954223633,61.810001373291016,61.25,61.380001068115234,60.15052032470703,475700,H,1.1274030640854718,1.254969242327134,1.2770757766726208,1.008797349947511,0.1186057141379608,0.1621185661831883,0.1877784639786652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,61.5099983215332,61.95000076293945,61.41999816894531,61.709999084472656,60.473915100097656,669900,H,1.131583206931437,1.2592774029491436,1.2681361121018182,1.0091988628593096,0.1223843440721275,0.1580451952064372,0.1800390619088245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,61.52999877929688,62.04999923706055,61.34999847412109,61.5,60.26811981201172,593000,H,1.133983664459217,1.276097501817529,1.2626919070321616,1.0112728774332036,0.1227107870260133,0.1774125759941762,0.1866568060670321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
