,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Capital Surplus,7201000000.0,7195000000.0,7174000000.0,7159000000.0
1,Total Liab,7166000000.0,7562000000.0,7395000000.0,7771000000.0
2,Total Stockholder Equity,10634000000.0,10671000000.0,10561000000.0,10892000000.0
3,Other Current Liab,502000000.0,381000000.0,249000000.0,185000000.0
4,Total Assets,17800000000.0,18233000000.0,17956000000.0,18663000000.0
5,Common Stock,937000000.0,937000000.0,937000000.0,937000000.0
6,Other Current Assets,19000000.0,26000000.0,47000000.0,83000000.0
7,Retained Earnings,6524000000.0,6540000000.0,6466000000.0,6828000000.0
8,Other Liab,665000000.0,695000000.0,695000000.0,717000000.0
9,Treasury Stock,-4028000000.0,-4001000000.0,-4016000000.0,-4032000000.0
10,Other Assets,93000000.0,96000000.0,97000000.0,98000000.0
11,Cash,970000000.0,1125000000.0,742000000.0,1119000000.0
12,Total Current Liabilities,1575000000.0,1899000000.0,1213000000.0,1566000000.0
13,Short Long Term Debt,35000000.0,501000000.0,,500000000.0
14,Other Stockholder Equity,77000000.0,112000000.0,73000000.0,57000000.0
15,Property Plant Equipment,15111000000.0,15425000000.0,15771000000.0,16166000000.0
16,Total Current Assets,2075000000.0,2150000000.0,1612000000.0,1922000000.0
17,Long Term Investments,521000000.0,562000000.0,476000000.0,477000000.0
18,Net Tangible Assets,10634000000.0,10671000000.0,10561000000.0,10892000000.0
19,Net Receivables,1008000000.0,921000000.0,747000000.0,643000000.0
20,Long Term Debt,4882000000.0,4910000000.0,5420000000.0,5427000000.0
21,Inventory,78000000.0,78000000.0,76000000.0,77000000.0
22,Accounts Payable,937000000.0,918000000.0,837000000.0,730000000.0
0,Investments,6000000.0,6000000.0,6000000.0,6000000.0
1,Change To Liabilities,20000000.0,101000000.0,97000000.0,-22000000.0
2,Total Cashflows From Investing Activities,-256000000.0,-207000000.0,-243000000.0,-145000000.0
3,Net Borrowings,-500000000.0,-500000000.0,-500000000.0,400000000.0
4,Total Cash From Financing Activities,-554000000.0,-32000000.0,-552000000.0,397000000.0
5,Change To Operating Activities,12000000.0,61000000.0,-8000000.0,37000000.0
6,Net Income,16000000.0,97000000.0,-338000000.0,-317000000.0
7,Change In Cash,-155000000.0,383000000.0,-377000000.0,597000000.0
8,Total Cash From Operating Activities,655000000.0,622000000.0,418000000.0,345000000.0
9,Depreciation,600000000.0,512000000.0,613000000.0,578000000.0
10,Dividends Paid,-32000000.0,-23000000.0,-24000000.0,-24000000.0
11,Change To Account Receivables,-78000000.0,-175000000.0,-100000000.0,-22000000.0
12,Other Cashflows From Financing Activities,-22000000.0,-22000000.0,-28000000.0,-3000000.0
13,Change To Netincome,85000000.0,28000000.0,153000000.0,91000000.0
14,Capital Expenditures,-274000000.0,-209000000.0,-253000000.0,-144000000.0
15,Repurchase Of Stock,,-9000000.0,-9000000.0,-9000000.0
16,Other Cashflows From Investing Activities,,-1000000.0,1000000.0,3000000.0
17,Change To Inventory,,-2000000.0,1000000.0,1000000.0
