,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,33400000.0,87800000.0,146200000.0,-160000000.0
Total Cashflows From Investing Activities,-27800000.0,-22200000.0,-5000000.0,-15700000.0
Net Borrowings,-26700000.0,-213600000.0,-16800000.0,486100000.0
Total Cash From Financing Activities,-92500000.0,-267700000.0,-22300000.0,480400000.0
Change To Operating Activities,8900000.0,26300000.0,52100000.0,-27000000.0
Issuance Of Stock,100000.0,4000000.0,4000000.0,300000.0
Net Income,15200000.0,69700000.0,82500000.0,-82800000.0
Change In Cash,-94200000.0,19800000.0,217700000.0,466500000.0
Repurchase Of Stock,-63700000.0,-25100000.0,-25100000.0,-900000.0
Effect Of Exchange Rate,-13500000.0,31300000.0,11600000.0,3500000.0
Total Cash From Operating Activities,39600000.0,278400000.0,233400000.0,-1700000.0
Depreciation,75800000.0,77100000.0,80000000.0,76200000.0
Other Cashflows From Investing Activities,4000000.0,300000.0,8800000.0,4000000.0
Change To Inventory,-36200000.0,-3600000.0,10700000.0,59600000.0
Change To Account Receivables,-52600000.0,-12000000.0,-150800000.0,131400000.0
Other Cashflows From Financing Activities,-2200000.0,-33000000.0,-5500000.0,-5100000.0
Change To Netincome,-7100000.0,30900000.0,10000000.0,-1000000.0
Capital Expenditures,-31800000.0,-25900000.0,-13800000.0,-19700000.0
Investments,,4400000.0,4400000.0,4400000.0
