,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,104900000.0,-161200000.0,36300000.0,102500000.0
Total Cashflows From Investing Activities,-109900000.0,-122300000.0,-315900000.0,-91400000.0
Total Cash From Financing Activities,-28300000.0,-195800000.0,-286300000.0,-42600000.0
Change To Operating Activities,-26700000.0,-28300000.0,11800000.0,4400000.0
Issuance Of Stock,26200000.0,65300000.0,32100000.0,36000000.0
Net Income,141900000.0,198100000.0,333700000.0,242500000.0
Change In Cash,318100000.0,-77800000.0,-165200000.0,253900000.0
Effect Of Exchange Rate,2400000.0,-6200000.0,11900000.0,6600000.0
Total Cash From Operating Activities,453900000.0,246500000.0,425100000.0,381300000.0
Depreciation,266500000.0,268700000.0,265400000.0,258600000.0
Other Cashflows From Investing Activities,-14700000.0,-12300000.0,16600000.0,2700000.0
Dividends Paid,-50000000.0,-49800000.0,-49800000.0,-49600000.0
Change To Inventory,-8300000.0,-86100000.0,67800000.0,14000000.0
Change To Account Receivables,-38300000.0,43600000.0,-83600000.0,-259100000.0
Other Cashflows From Financing Activities,-4500000.0,-11300000.0,-3600000.0,-9000000.0
Change To Netincome,41700000.0,21200000.0,29800000.0,27300000.0
Capital Expenditures,-95200000.0,-110000000.0,-96600000.0,-94100000.0
Net Borrowings,,-200000000.0,-265000000.0,-20000000.0
