,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,22354000.0,22366000.0,,
Capital Surplus,1544218000.0,682494000.0,11165000.0,6136000.0
Total Liab,190269000.0,185840000.0,101053000.0,29704000.0
Total Stockholder Equity,739072000.0,420083000.0,-219987000.0,-112509000.0
Other Current Liab,72393000.0,12735000.0,8255000.0,3515000.0
Total Assets,929341000.0,605923000.0,124310000.0,75609000.0
Common Stock,2000.0,2000.0,1000.0,1000.0
Other Current Assets,16567000.0,,,
Retained Earnings,-805098000.0,-262367000.0,-231116000.0,-118631000.0
Other Liab,15101000.0,102954000.0,43202000.0,1228000.0
Treasury Stock,-50000.0,-46000.0,-37000.0,-15000.0
Other Assets,12798000.0,53896000.0,6947000.0,577000.0
Cash,663603000.0,424166000.0,65080000.0,47857000.0
Total Current Liabilities,118126000.0,63049000.0,32362000.0,22141000.0
Other Stockholder Equity,-50000.0,-46000.0,-37000.0,-15000.0
Property Plant Equipment,119823000.0,48821000.0,11127000.0,6925000.0
Total Current Assets,774366000.0,480840000.0,106236000.0,68107000.0
Net Tangible Assets,716718000.0,397717000.0,-219987000.0,-112509000.0
Net Receivables,51208000.0,33371000.0,28088000.0,13341000.0
Inventory,29959000.0,15270000.0,8570000.0,4838000.0
Accounts Payable,4709000.0,13028000.0,8792000.0,5443000.0
Short Long Term Debt,,9882000.0,4187000.0,4224000.0
Long Term Debt,,19837000.0,25489000.0,6335000.0
