,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-570000.0,11233000.0,-3338000.0,-91000.0
Total Cashflows From Investing Activities,-14568000.0,-44316000.0,-22266000.0,-1310000.0
Total Cash From Financing Activities,16193000.0,3518000.0,7706000.0,486968000.0
Change To Operating Activities,-12177000.0,-11635000.0,-17032000.0,8310000.0
Issuance Of Stock,16193000.0,8546000.0,7708000.0,486968000.0
Net Income,-11052000.0,-11551000.0,-415573000.0,-65848000.0
Change In Cash,4751000.0,-44687000.0,-145054000.0,430008000.0
Effect Of Exchange Rate,6000.0,193000.0,-319000.0,-21000.0
Total Cash From Operating Activities,3120000.0,-4082000.0,-130175000.0,-55629000.0
Depreciation,7187000.0,6468000.0,5416000.0,4877000.0
Change To Inventory,-5601000.0,-8614000.0,-4753000.0,-3360000.0
Change To Account Receivables,-1635000.0,-6189000.0,-15193000.0,-13300000.0
Change To Netincome,26968000.0,16206000.0,320298000.0,13783000.0
Capital Expenditures,-14568000.0,-38865000.0,-21339000.0,-509000.0
Net Borrowings,,-5028000.0,-2000.0,-2000.0
