Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings
2019-09-12,54.0,58.0,51.0,52.75,52.75,7326300,TXG,0.95279617671153,1.175165908596527,0.9776303259682316,0.9786821553106512,-0.025885978599121,0.1188049379178159,0.3002982080316086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,52.75,54.35499954223633,49.150001525878906,52.27000045776367,52.27000045776367,1025200,TXG,0.930935515998922,1.186531469573611,1.092596137558843,0.987396678943335,-0.056461162944413,0.1289985915925657,0.3426834611019118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,52.45000076293945,56.0,52.0099983215332,55.20000076293945,55.20000076293945,269900,TXG,0.9262681224896512,1.2628622848004565,1.0867753777051266,0.9826616262133095,-0.0563935037236584,0.2054871245644516,0.317370550040143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,56.209999084472656,60.900001525878906,55.42300033569336,56.77999877929688,56.77999877929688,602800,TXG,0.913878134998632,1.0871785993194547,1.075026456988649,0.9869791412258752,-0.0731010062272431,0.0264245708077917,0.2628191166794512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,56.84999847412109,62.27000045776367,55.650001525878906,62.0,62.0,1589600,TXG,0.8467741935483871,1.1906451563681326,0.9675806722333354,0.9867204398181848,-0.1399462462697976,0.1214480238752286,0.1790984477827649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,62.810001373291016,63.375,61.02999877929688,61.119998931884766,61.119998931884766,425200,TXG,0.8730366744577116,1.3013743832713538,1.027486916468177,0.995011450677082,-0.1219747762193703,0.2302840469704496,0.219831277340509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,61.709999084472656,62.41999816894531,59.81999969482422,60.5,60.5,392000,TXG,0.9029752242663676,1.3130578915934918,1.0300826395838714,0.9960398818346244,-0.0930646575682567,0.2374599165319459,0.2327840398706552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,60.220001220703125,61.48500061035156,59.93999862670898,60.33000183105469,60.33000183105469,137200,TXG,0.9718216358139676,1.2340459918554034,0.967843487775138,0.9976146190139424,-0.0257929831999749,0.1568890915040326,0.2129427351785516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,61.0,61.0,54.0,54.29999923706055,54.29999923706055,713800,TXG,1.046408848861341,1.4392265676596987,1.1001842084316895,1.0119348901247942,0.0344739587365467,0.350903150587502,0.327952844177663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,54.459999084472656,55.880001068115234,52.5629997253418,52.7599983215332,52.7599983215332,261200,TXG,0.9950720559172744,1.4429491977892397,1.1123957637192634,1.0097773436008184,-0.0147052876835439,0.3665561900830234,0.3612065113340417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,52.77999877929688,53.68999862670898,46.619998931884766,49.9900016784668,49.9900016784668,596300,TXG,1.1212241919408474,1.5253050097984835,1.2456490971590923,1.0188342190622592,0.1023899728785882,0.4395586949732093,0.4303754594120726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,51.130001068115234,55.0,50.70000076293945,51.02999877929688,51.02999877929688,621300,TXG,1.07309425105747,1.4271997564813224,1.1924358206884422,1.0279220586600373,0.0451721923974326,0.3292056506845124,0.3655146172234034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,51.04999923706055,52.0,49.25,50.400001525878906,50.400001525878906,168900,TXG,1.144841250318459,1.4992062553767171,1.276190431498257,1.0229391089257944,0.1219021413926646,0.4127417703258182,0.4167832032514372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,50.5099983215332,51.91999816894531,46.0,47.02999877929688,47.02999877929688,536300,TXG,1.2332554009236385,1.6064215397134085,1.4016585132884165,1.0331074467465924,0.2001479541770461,0.4998248010767476,0.5048254572208074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,46.77999877929688,47.22999954223633,45.11000061035156,46.06999969482422,46.06999969482422,519600,TXG,1.2643802992372095,1.649229517261526,1.408508787052121,1.0645124703401363,0.199867828897073,0.5254225917992255,0.5155909569817656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,46.77000045776367,48.2400016784668,45.75,48.119998931884766,48.119998931884766,703900,TXG,1.2017872633977966,1.5552784289091273,1.3871571380225205,1.0604946631589245,0.1412926002388723,0.4376996811779181,0.4782617594166055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,48.0,53.34000015258789,47.81999969482422,51.45000076293945,51.45000076293945,322400,TXG,1.0754130419937735,1.499902760439462,1.2983479506549451,1.0487397601702302,0.0266732818235433,0.3904891844046676,0.4276146754632971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,52.09999847412109,53.220001220703125,49.02999877929688,50.36000061035156,50.36000061035156,476600,TXG,1.0734710229963522,1.583598074532336,1.360206496620251,1.0501054432696155,0.0233655797267366,0.4734975347114372,0.4872872316038353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,50.0,51.27000045776367,49.0,49.54999923706055,49.54999923706055,284100,TXG,1.115640759444263,1.6896065087743812,1.4361252221551153,1.0730029298493442,0.0426378295949188,0.5484555429502274,0.5131461220430457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,49.630001068115234,51.525001525878906,49.57500076293945,50.0099983215332,50.0099983215332,201100,TXG,1.114177226370978,1.6918616966623723,1.4837032481221522,1.0691769327565497,0.0450002936144282,0.5575146246627345,0.5798130302464272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,50.54999923706055,50.54999923706055,48.09999847412109,48.43999862670898,48.43999862670898,222100,TXG,1.244838995594277,1.7712635318789869,1.5396367453638318,1.062308334970296,0.1825306606239809,0.6411287876843701,0.6674624233513523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,48.40999984741211,50.220001220703125,48.119998931884766,49.29999923706055,49.29999923706055,135700,TXG,1.2099391977482608,1.7421906839520171,1.5415821739580904,1.046331019445505,0.1636081783027554,0.6192141733902878,0.6664094136968215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
