Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Repurchase Of Stock
2017-09-29,160.47999572753906,161.86000061035156,159.99000549316406,161.07000732421875,139.01339721679688,152900,WSO,1.0422492712160698,1.065650704877139,1.1634344202032365,1.0206479989635429,0.0216012722525269,-0.0246096838453069,0.0741412212120335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,161.24000549316406,163.57000732421875,161.0399932861328,163.22999572753906,140.8776092529297,336000,WSO,1.0214184480893966,1.0579085637724337,1.168312021970083,1.012478214064533,0.0089402340248636,-0.0307989919889659,0.0791811434931493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,163.77000427246094,163.91000366210938,161.5399932861328,163.69000244140625,141.27459716796875,187300,WSO,1.0223656520681592,1.0679271058215023,1.1462181208938051,1.0113391723313174,0.0110264797368417,-0.0220362691833997,0.064417478673233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,163.58999633789062,163.9499969482422,161.5,163.32000732421875,140.9552764892578,245000,WSO,1.022521973944658,1.0679399349076524,1.1689837615539458,1.0126829906128405,0.0098389833318175,-0.020543752113914,0.0790243949572817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,163.57000732421875,163.72999572753906,161.97999572753906,162.58999633789062,140.3252716064453,171700,WSO,1.0299639302823933,1.06424228637492,1.188891644811092,1.0121464877707815,0.0178174425116117,-0.0185581893081927,0.0909698960398328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,162.27000427246094,163.80999755859375,162.0399932861328,162.5500030517578,140.29071044921875,123100,WSO,1.0392080044445933,1.0854610765260997,1.2031558961994289,1.0081446760609294,0.0310633283836638,-0.0094821463009364,0.1025828297636652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,162.57000732421875,163.1300048828125,162.02999877929688,162.4499969482422,140.2044219970703,89800,WSO,1.0268810680206002,1.0887533973405925,1.1943245624908785,1.0143616235707735,0.0125194444498266,-0.0149620276120601,0.0958424163141815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,162.86000061035156,163.30999755859375,159.75999450683594,160.07000732421875,138.15032958984375,175000,WSO,1.036357029408581,1.0992977549807703,1.1973196948912173,1.008797349947511,0.0275596794610701,0.0064470788368247,0.1080223821972616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,159.60000610351562,160.02999877929688,158.17999267578125,159.9600067138672,138.055419921875,212500,WSO,1.0399047261152128,1.1020206463592557,1.198846434413546,1.0091988628593096,0.0307058632559031,0.0007884386165493,0.1107493842205524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,159.6300048828125,161.1300048828125,159.6300048828125,160.7899932861328,138.77171325683594,139100,WSO,1.0303376431339102,1.0964587225548332,1.1055596746312597,1.0112728774332036,0.0190647657007065,-0.0022262032685194,0.0295245736661302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,160.02000427246094,160.35000610351562,159.25999450683594,159.55999755859375,138.7891387939453,160100,WSO,1.029017275774172,1.1101447554527228,1.0730413377332215,1.0098252549340063,0.0191920208401654,0.0018952570654477,-0.0038492661103954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,159.83999633789062,160.19000244140625,158.5,159.4600067138672,138.7021484375,193400,WSO,1.0296626484711084,1.1049671814603854,1.089754943463047,1.0047827275420922,0.0248799209290162,-0.0100945836813222,0.0041609461028404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,159.5,160.7899932861328,159.19000244140625,159.83999633789062,139.0326690673828,193100,WSO,1.0382258088413234,1.110027772153107,1.0794803792289975,1.016827126331923,0.0213986825094003,-0.0109679980162091,-0.0074579070858027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,160.11000061035156,160.86000061035156,159.67999267578125,160.3300018310547,139.4589080810547,147100,WSO,1.02831640275772,1.1125401946851163,1.0599109652643737,1.016900814218988,0.0114155885387321,-0.0040435294121901,-0.0160843791602816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,159.97999572753906,159.97999572753906,158.35000610351562,159.3000030517578,138.56297302246094,200400,WSO,1.0338983200165006,1.1390176242059813,1.0697587883442357,1.0195478153138224,0.0143505047026781,0.0224667218667797,-0.0080747529735885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
