Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Capital Surplus,Other Current Assets,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,63.1843147277832,64.35294342041016,63.06666564941406,64.3058853149414,64.3058853149414,2224110,HSIC,0.9586534745982804,0.8803512546002047,0.8424197868687001,1.0206479989635429,-0.0619945243652624,-0.2099091341222413,-0.2468734121225028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,64.4627456665039,64.4941177368164,63.30195999145508,63.55294036865234,63.55294036865234,1960695,HSIC,0.9532271926171528,0.9049734748249432,0.8604220930800692,1.012478214064533,-0.0592510214473801,-0.1837340809364565,-0.2287087853968645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,63.60784149169922,64.188232421875,63.52156829833984,63.98431396484375,63.98431396484375,1340663,HSIC,0.9352782287643362,0.911252741293442,0.8455503525167435,1.0113391723313174,-0.0760609435669812,-0.17871063371146,-0.2362502897038286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,64.04705810546875,64.25882720947266,63.85097885131836,64.10980224609375,64.10980224609375,865215,HSIC,0.949841009163394,0.898580863977151,0.8556398310127336,1.0126829906128405,-0.0628419814494465,-0.1899028230444154,-0.2343195355839304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.3058853149414,64.61176300048828,63.71764755249024,63.98431396484375,63.98431396484375,991950,HSIC,0.8585437734124822,0.8922529783396085,0.8705565171479293,1.0121464877707815,-0.1536027143582993,-0.1905474973435041,-0.2273652316233299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.34510040283203,64.42353057861328,63.34901809692383,63.52156829833984,63.52156829833984,1370880,HSIC,0.8767749284491682,0.905050013217792,0.875787167247645,1.0081446760609294,-0.1313697476117612,-0.1898932096092441,-0.2247858991881185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,63.45882415771485,63.45882415771485,62.61176681518555,62.82352828979492,62.82352828979492,1539435,HSIC,0.8739076548999196,0.934332114200594,0.8707865431208118,1.0143616235707735,-0.1404539686708539,-0.1693833107520586,-0.2276956030558851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,62.8784294128418,63.19215774536133,62.51764678955078,62.6588249206543,62.6588249206543,1216860,HSIC,0.8719489383515462,0.9518087428583428,0.864563774855584,1.008797349947511,-0.1368484115959647,-0.1410419332856027,-0.2247335378383715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,62.6588249206543,63.31764602661133,62.58823394775391,63.27058792114258,63.27058792114258,934065,HSIC,0.8311639843349862,0.9464485269358112,0.914714302811316,1.0091988628593096,-0.1780348785243234,-0.1547836808068952,-0.1733827473816775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,63.35686111450195,63.654903411865234,63.09019470214844,63.14509963989258,63.14509963989258,1035172,HSIC,0.8259843513384706,0.9268413565089192,0.9170289400015428,1.0112728774332036,-0.185288526094733,-0.1718435693144334,-0.1590061609635866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
