,2021-03-27,2020-12-26,2020-09-26,2020-06-27
Intangible Assets,597619000.0,527079000.0,510395000.0,527875000.0
Total Liab,3330291000.0,3460448000.0,3722928000.0,3417355000.0
Total Stockholder Equity,3358168000.0,3348172000.0,3155273000.0,2991087000.0
Minority Interest,1091461000.0,963912000.0,931694000.0,909683000.0
Other Current Liab,227789000.0,210171000.0,211759000.0,283994000.0
Total Assets,7779920000.0,7772532000.0,7809895000.0,7318125000.0
Common Stock,1413000.0,1425000.0,1425000.0,1424000.0
Retained Earnings,3493060000.0,3454831000.0,3314136000.0,3172439000.0
Other Liab,452438000.0,422846000.0,403153000.0,430970000.0
Good Will,2587438000.0,2504392000.0,2488962000.0,2471108000.0
Treasury Stock,-136305000.0,-108084000.0,-171332000.0,-199251000.0
Cash,144538000.0,421185000.0,533495000.0,296110000.0
Total Current Liabilities,2122768000.0,2283102000.0,2603807000.0,2307241000.0
Short Long Term Debt,108920000.0,107416000.0,107667000.0,107395000.0
Other Stockholder Equity,-136305000.0,-108084000.0,-171332000.0,-199251000.0
Property Plant Equipment,655007000.0,630851000.0,584849000.0,547371000.0
Total Current Assets,3570625000.0,3791415000.0,3869250000.0,3409206000.0
Long Term Investments,369231000.0,169382000.0,356439000.0,362565000.0
Net Tangible Assets,173111000.0,316701000.0,155916000.0,-7896000.0
Net Receivables,1317546000.0,1424787000.0,1407676000.0,1101201000.0
Long Term Debt,503404000.0,512232000.0,511593000.0,512076000.0
Inventory,1626185000.0,1512499000.0,1463434000.0,1406719000.0
Accounts Payable,909575000.0,1005655000.0,1006958000.0,734957000.0
Other Assets,,149413000.0,,
Deferred Long Term Asset Charges,,42594000.0,,
Capital Surplus,,,11044000.0,16475000.0
