,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-59400000.0,-59400000.0,-28700000.0,-28700000.0
Change To Liabilities,142900000.0,8700000.0,21000000.0,24000000.0
Total Cashflows From Investing Activities,-923500000.0,-127600000.0,-634300000.0,-287700000.0
Net Borrowings,385000000.0,-150700000.0,826200000.0,75000000.0
Total Cash From Financing Activities,111600000.0,-389700000.0,-6800000.0,-250100000.0
Change To Operating Activities,29900000.0,-400000.0,-29500000.0,-22900000.0
Issuance Of Stock,64900000.0,17300000.0,4900000.0,28500000.0
Net Income,553100000.0,431900000.0,389600000.0,472600000.0
Change In Cash,30100000.0,124200000.0,-52300000.0,71500000.0
Repurchase Of Stock,-198300000.0,-108700000.0,-708600000.0,-225400000.0
Effect Of Exchange Rate,16300000.0,4300000.0,-15200000.0,9000000.0
Total Cash From Operating Activities,825700000.0,637200000.0,604000000.0,600300000.0
Depreciation,163500000.0,152700000.0,149600000.0,130300000.0
Dividends Paid,-133300000.0,-123000000.0,-115200000.0,-110300000.0
Change To Inventory,-91800000.0,-38300000.0,-55000000.0,-24800000.0
Change To Account Receivables,-85700000.0,-50700000.0,9800000.0,1000000.0
Other Cashflows From Financing Activities,-6700000.0,-24600000.0,-14100000.0,-17900000.0
Change To Netincome,96800000.0,135200000.0,106700000.0,42500000.0
Capital Expenditures,-150500000.0,-131800000.0,-150100000.0,-165000000.0
Other Cashflows From Investing Activities,,,4000000.0,4000000.0
