Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,129.27000427246094,129.64999389648438,128.52999877929688,128.61000061035156,123.53945922851562,858200,ECL,1.0159396621807393,1.0643429910173583,1.1002101952476455,1.0206479989635429,-0.0047083367828035,-0.0259173977050877,0.0109169962564426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,128.5800018310547,130.75,128.3800048828125,130.64999389648438,125.49905395507812,1175000,ECL,1.0047453367938015,1.0531746666689363,1.0886519226340734,1.012478214064533,-0.0077328772707314,-0.0355328890924633,-0.0004789558428603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,130.89999389648438,131.42999267578125,130.38999938964844,130.55999755859375,125.41256713867188,849600,ECL,1.0052086996069372,1.0502132974686331,1.0878618641257043,1.0113391723313174,-0.0061304727243802,-0.0397500775362689,0.0060612219051321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,130.72000122070312,131.52000427246094,130.39999389648438,130.75999450683594,125.60466766357422,835600,ECL,1.004741893386211,1.048300229814821,1.1306676595849363,1.0126829906128405,-0.0079410972266296,-0.0401834572067454,0.0407082929882722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,131.1699981689453,131.80999755859375,130.42999267578125,131.74000549316406,126.54608917236328,772200,ECL,1.0012903148791537,1.0287763369201337,1.1307326754186455,1.0121464877707815,-0.0108561728916278,-0.0540241387629789,0.0328109266473863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,131.3699951171875,132.02000427246094,131.27000427246094,131.97000122070312,126.76702117919922,769100,ECL,0.9922706404887888,1.0415006806552418,1.1422548691720982,1.0081446760609294,-0.0158740355721406,-0.0534425421717943,0.0416818027363345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,132.00999450683594,132.1999969482422,131.52000427246094,132.05999755859375,126.85345458984376,619200,ECL,0.9873540741360884,1.0457277275861288,1.1349251599933985,1.0143616235707735,-0.027007549434685,-0.0579876973665238,0.0364430138167015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,132.05999755859375,132.9499969482422,132.05999755859375,132.6999969482422,127.46820831298828,776500,ECL,0.9815374676051428,1.0356954981869533,1.12619191138741,1.008797349947511,-0.027259882342368,-0.0571551779569923,0.0368945986934543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,132.92999267578125,133.0800018310547,131.52999877929688,132.5500030517578,127.32415008544922,677000,ECL,0.9830252103962271,1.0399699052606532,1.132019876285838,1.0091988628593096,-0.0261736524630824,-0.0612623024820531,0.0439228260928443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,132.42999267578125,133.9199981689453,132.42999267578125,133.91000366210938,128.63052368164062,679900,ECL,0.9830482578147148,1.036299352426414,1.098736169813984,1.0112728774332036,-0.0282246196184887,-0.0623855733969387,0.0227010688488544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
