Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-04-18,39.4900016784668,39.73600006103516,38.209999084472656,39.36000061035156,38.84320068359375,778300,TW,1.104166633930802,1.1818223243930377,1.04169491771775,0.9960603425316994,0.1081062913991026,0.125932297421599,-0.0091436557502693,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-22,39.27000045776367,40.310001373291016,38.75,40.04999923706055,39.52413940429688,721000,TW,1.0856428558743658,1.165964032870907,1.0485587513811387,0.9930065863727758,0.0926362695015899,0.114762954158609,-0.0092474501934258,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-23,40.34999847412109,40.75,38.84999847412109,39.29999923706055,38.78398895263672,909500,TW,1.1198472704310716,1.2279837001905185,1.0675477206134756,0.967174065327414,0.1526732051036575,0.181994850967128,0.0208439255205699,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-24,39.09000015258789,40.04999923706055,38.27000045776367,39.9900016784668,39.464935302734375,704200,TW,1.106526356976988,1.1935175461862824,1.0526415553203057,0.9699825032562136,0.1365438537207745,0.152871798012192,0.0065090819169759,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-25,39.869998931884766,40.29999923706055,39.19900131225586,39.79999923706055,39.27742004394531,627800,TW,1.0886935551856292,1.1886432460466534,1.052875584916582,0.9664471965417172,0.1222463586439119,0.1410817140485019,0.0076956785971609,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-26,39.93000030517578,41.060001373291016,39.93000030517578,40.22999954223633,39.701778411865234,822000,TW,1.069102595674711,1.1794246560416572,1.0391267597865903,0.9508996027652468,0.1182029929094644,0.1498892416466337,-0.0105141505787533,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-29,39.36000061035156,41.43000030517578,38.70000076293945,41.25,40.70838165283203,1084100,TW,1.067925863551166,1.1099433648148174,0.9912899436984148,0.950937124534164,0.1169887390170018,0.0933640315017612,-0.0603353762143594,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-04-30,41.34000015258789,41.34000015258789,39.80099868774414,40.25,39.72151565551758,485600,TW,1.1223359961247534,1.157432272740063,1.0009561348641862,0.9392273716208748,0.1831086245038785,0.1512489414035018,-0.0492784615347288,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-01,40.5,41.91999816894531,40.209999084472656,40.310001373291016,39.78073120117188,669300,TW,1.0891008872028751,1.126133264546023,1.0104219487777464,0.9512030495001949,0.1378978377026803,0.1401894277125004,-0.0483565572940809,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-02,40.060001373291016,40.290000915527344,38.95000076293945,39.45000076293945,38.93202590942383,619700,TW,1.1052240212106903,1.1529681611343046,1.0550926106016023,0.9730573317075356,0.1321666895031548,0.1546250874650093,-0.0037581529651464,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-03,39.47999954223633,39.98500061035156,38.36000061035156,39.16999816894531,38.65569686889648,754800,TW,1.1256576422487352,1.1729757131865162,1.0938962095392064,0.9685577099237416,0.1570999323249935,0.1837010700558062,0.0430237332412941,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-06,38.34000015258789,41.04999923706055,37.5099983215332,40.25,39.72151565551758,612400,TW,1.0849994866873394,1.1011788712633936,1.068783704450224,0.9757631777316036,0.1092363089557358,0.0889518048683246,0.0145879242288953,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-07,40.0,40.52999877929688,38.52999877929688,39.25,38.734642028808594,708200,TW,1.0950306153581617,1.1545040040165238,1.1013842353014864,0.9996107475822942,0.0954198677758675,0.1352865343069043,0.0286760927285489,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-08,39.5099983215332,41.178001403808594,38.77000045776367,39.88999938964844,39.366241455078125,791800,TW,1.0902706338913122,1.1548178499526724,1.090255420158719,1.0062546732425055,0.0840159606488064,0.1484365497984334,0.0154140307254346,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-09,41.459999084472656,42.20000076293945,40.38999938964844,41.08000183105469,40.540618896484375,1464100,TW,1.0425915645101191,1.109171129938612,1.044746261578474,1.0047120161243328,0.0378795483857863,0.0893192434052305,-0.0335272050877819,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-10,41.09000015258789,43.9900016784668,41.09000015258789,43.0,42.43540191650391,1237500,TW,0.9920779821552784,1.030055502488002,1.0072007066404678,1.0003969532476458,-0.0083189710923673,0.0443210286994496,-0.0733301902038707,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-13,42.16999816894531,43.5,41.54999923706055,42.97999954223633,42.41566467285156,700500,TW,0.9752902506085972,1.0487168284376345,1.0165432863999069,1.0355430748618968,-0.0602528242532995,0.0358561671726775,-0.0944855943854563,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-14,43.0099983215332,44.95000076293945,42.15999984741211,43.43000030517578,42.85976028442383,988200,TW,0.955957266963282,1.0353129373164125,1.0000016020750075,1.0187411547323868,-0.0627838877691048,0.0165943867382842,-0.0996952002125803,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-15,43.20000076293945,46.33000183105469,42.16999816894531,42.470001220703125,41.9123649597168,1022000,TW,0.9865300819371856,1.0613102213282426,1.055692074551234,1.0149267974711538,-0.0283967155339681,0.037098516701695,-0.0370083783676193,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-16,42.38999938964844,44.150001525878906,40.290000915527344,44.0099983215332,43.43214416503906,907600,TW,0.9613426790412628,1.0426118328298266,1.0137339009805124,1.0155764066669877,-0.0542337276257246,0.0344884713396376,-0.0646551777786232,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-17,43.34999847412109,44.380001068115234,42.75,43.290000915527344,42.72159957885742,535900,TW,0.9958462252385458,1.061109662100303,1.033840330358987,1.0290497520456616,-0.0332035268071158,0.0351420283729841,-0.0576058101481982,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-20,42.95000076293945,44.619998931884766,42.59999847412109,44.54999923706055,43.96505737304688,519700,TW,0.9658818225422324,1.012208143285621,1.0199205634690522,1.0446379624017454,-0.078756139859513,-0.0214370931881802,-0.0913572629615209,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-21,44.9900016784668,45.16699981689453,43.20100021362305,43.459999084472656,42.88936614990234,335200,TW,0.9961003949946592,1.019152838295893,1.03279878753272,1.0269267582642037,-0.0308263632695444,0.0238149668102899,-0.069122712345309,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-22,43.470001220703125,43.97999954223633,42.80500030517578,43.47999954223633,42.90909957885742,373200,TW,0.9564709104782624,0.9884993932005928,1.028399510222065,1.0251883365565806,-0.0687174260783182,-0.0204773986621498,-0.084469602764496,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-23,42.90999984741211,44.07500076293945,42.80099868774414,44.0099983215332,43.43214416503906,392200,TW,0.9353912827184389,0.974090938314744,1.02195490113896,1.0315939619299814,-0.0962026792115425,-0.0422066654385693,-0.1002655523517486,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-24,44.060001373291016,44.40999984741211,43.150001525878906,44.25,43.66899108886719,402400,TW,0.9400536218884646,0.967449231993811,1.0036868979286775,1.0262061090332957,-0.086152487144831,-0.0525537694958995,-0.1032277054458086,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-05-28,44.470001220703125,44.77999877929688,42.959999084472656,43.33000183105469,42.76107406616211,419900,TW,0.9810538487731766,1.0113436219926226,1.0375287734334595,1.0459074063233282,-0.0648535575501516,-0.0313638767229553,-0.0717175615655356,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
