Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-09-24,40.29999923706055,40.34000015258789,39.31600189208984,39.52999877929688,39.15527725219727,552800,TW,1.0404756437371745,1.184773741974749,1.1598128117778077,1.0119348901247942,0.0285407536123802,0.0964503249025523,0.3875814475237812,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-09-25,39.43999862670898,39.83000183105469,38.93000030517578,39.75,39.373191833496094,496000,TW,1.0276729636525737,1.17846840452394,1.1470827827806298,1.0097773436008184,0.0178956200517552,0.1020753968177237,0.3958935303954081,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-09-26,39.52000045776367,39.790000915527344,36.08000183105469,37.40499877929688,37.05042266845703,1573900,TW,1.1185670574945026,1.2413683291693032,1.2906225617876093,1.0188342190622592,0.0997328384322433,0.155622014344029,0.4753489240405896,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-09-27,37.380001068115234,37.57400131225586,36.13999938964844,36.52000045776367,36.1738166809082,1695500,TW,1.144578117590163,1.2818745914291312,1.325745203210588,1.0279220586600373,0.1166560589301257,0.1838804856323213,0.4988239997455492,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-09-30,36.41999816894531,37.09000015258789,35.560001373291016,36.97999954223633,36.62945175170898,1872100,TW,1.1341264717604558,1.2643037406775184,1.337202832145289,1.0229391089257944,0.1111873628346613,0.1778392556266195,0.4777956038984691,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-01,37.400001525878906,38.79999923706055,37.27999877929688,37.81999969482422,37.46149063110352,1663500,TW,1.103913269496212,1.2213893560332392,1.2586840225430878,1.0331074467465924,0.0708058227496195,0.1147926173965783,0.3618509664754786,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-02,37.66999816894531,39.130001068115234,36.880001068115234,38.58000183105469,38.21428298950195,1483800,TW,1.0795748901064073,1.1788925441059248,1.2260860711274957,1.0645124703401363,0.0150624197662707,0.0550856186436243,0.3331682410571404,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-03,38.25,39.29999923706055,37.22999954223633,39.150001525878906,38.77887725830078,631100,TW,1.0406131432815413,1.181943702566978,1.2694925558129586,1.0604946631589245,-0.0198815198773829,0.0643649548357687,0.3605971772070436,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-04,39.22999954223633,40.09000015258789,39.119998931884766,39.650001525878906,39.27413940429688,490000,TW,1.0123581416310845,1.179166585724997,1.3051110778710655,1.0487397601702302,-0.0363816185391456,0.0697530096902028,0.4343778026794175,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-07,39.540000915527344,40.40999984741211,39.060001373291016,40.20000076293945,39.81892776489258,395500,TW,1.009452694995245,1.1505735660035603,1.3269435912557734,1.0501054432696155,-0.0406527482743706,0.0404730261826615,0.4540243262393578,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-08,39.959999084472656,40.20000076293945,38.52000045776367,38.83000183105469,38.4619140625,439600,TW,1.0679887845943887,1.1803321775422115,1.3342224593753969,1.0730029298493442,-0.0050141452549554,0.0391812117180576,0.4112433592633272,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-09,38.81999969482422,39.8849983215332,38.55899810791016,39.83000183105469,39.45243835449219,435300,TW,1.0718049896443895,1.1496917489668563,1.3221387671118967,1.0691769327565497,0.0026280568878398,0.0153446769672185,0.4182485492361717,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-10,39.75,41.82899856567383,39.31700134277344,41.04999923706055,40.66086196899414,758300,TW,1.0440926874854408,1.116987698941017,1.2574230924642935,1.062308334970296,-0.0182156474848551,-0.0131470452535997,0.385248770451814,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-11,41.36000061035156,41.999000549316406,38.31999969482422,40.27000045776367,39.88826370239258,1079700,TW,1.069530737383719,1.1358862155092695,1.2770438089569245,1.046331019445505,0.0231997179382137,0.0129097049475401,0.4018710486956556,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-14,40.22999954223633,40.29999923706055,38.97999954223633,39.90999984741211,39.53167724609375,281100,TW,1.0856928192166897,1.148391314014331,1.320494312839381,1.0486679415024387,0.037024877714251,0.0216988936780366,0.439891113514262,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-15,39.93999862670898,40.88999938964844,39.25299835205078,39.90999984741211,39.53167724609375,332700,TW,1.071410650514832,1.1501485285330724,1.3325628351348722,1.0411449978382394,0.0302656526765925,0.0373071415378212,0.4458945829191471,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-16,40.66999816894531,42.58000183105469,40.470001220703125,42.27000045776367,41.86930465698242,1468000,TW,1.0208186438020344,1.068159030418502,1.3341283864200353,1.0521863086694416,-0.0313676648674072,-0.0478675264449464,0.4168011666004836,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-17,43.06999969482422,44.18999862670898,42.0,43.25,42.84001922607422,1505700,TW,1.006473851793557,1.040017794788969,1.2391674311195455,1.045139526059733,-0.0386656742661759,-0.0713498347155803,0.3238506823867016,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-18,43.0,43.2599983215332,40.22999954223633,41.5,41.10660552978516,10169300,TW,1.042650649368727,1.0872536273240625,1.2923886282752637,1.0489642593361574,-0.0063136099674303,-0.0161258628753742,0.3443954611551838,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-21,41.40999984741211,42.75,41.35499954223633,42.65999984741211,42.25560760498047,2610400,TW,1.0471166792181388,1.0478261638879796,1.226903109797966,1.0401557689402523,0.0069609102778864,-0.0325000149954424,0.3068572133768305,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-22,42.83000183105469,43.80500030517578,41.7599983215332,41.93000030517578,41.53253173828125,1272800,TW,1.0601000008817447,1.0596179803929349,1.242519773127064,1.0392857492778664,0.0208142516038782,-0.0354997760409168,0.3477104983664825,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-23,41.2599983215332,42.29999923706055,39.9900016784668,40.43000030517578,40.04674911499024,2218200,TW,1.1028938327864837,1.0929841498607116,1.3327973907448216,1.040533347199015,0.0623604855874686,0.0027714652604435,0.4353475351201425,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-24,40.560001373291016,41.43000030517578,40.0,41.130001068115234,40.7401123046875,854900,TW,1.100656418261956,1.0948422513730625,1.3186530316740726,1.0483311387448295,0.0523252795171265,0.0064946048961906,0.4170065714412749,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-25,41.310001373291016,41.869998931884766,40.52000045776367,40.84999847412109,40.46276473999024,687300,TW,1.094736991955649,1.1325110390983524,1.3131989028828033,1.0472237990930433,0.0475131928626058,0.0679688937899509,0.4185633283569131,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-28,41.06999969482422,42.150001525878906,40.84999847412109,41.84000015258789,41.4433822631836,1189800,TW,1.064770648079267,1.1184040992130615,1.3250557292463436,1.0479818360763853,0.0167888120028816,0.0486068195807003,0.4177850979164974,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-29,42.0,42.560001373291016,41.20000076293945,41.79999923706055,41.40375900268555,1024100,TW,1.072020842203158,1.1103671386480631,1.39666098721483,1.0403561361801832,0.0316647060229748,0.0255618497729051,0.465307015040442,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-30,41.77000045776367,42.119998931884766,40.900001525878906,41.93999862670898,41.54243087768555,652000,TW,1.0550657069325082,1.0854017029597252,1.434108082947639,1.028957528147249,0.0261081787852592,-0.0078815463872503,0.5054051762013011,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-10-31,41.7400016784668,42.369998931884766,41.63999938964844,41.75,41.3542366027832,615400,TW,1.0728246576694542,1.0761840146890005,1.4117928946896274,1.028953970896263,0.0438706867731912,-0.0235780843681006,0.4975524325971093,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-01,41.95000076293945,42.33000183105469,41.47999954223633,41.650001525878906,41.25518035888672,1388700,TW,1.0749193836075348,1.0818947334938664,1.4443345127666742,1.0210186331905924,0.0539007504169424,0.005382702767855,0.5655857347065671,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-04,41.68999862670898,41.93999862670898,40.52000045776367,40.7400016784668,40.35380935668945,876900,TW,1.107536232185462,1.1099950853187344,1.4531971377062685,1.017747736512303,0.0897884956731587,0.030404960032738,0.567966102789828,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-05,40.84999847412109,41.0,39.744998931884766,40.13999938964844,39.75949478149414,1207800,TW,1.1333255554479913,1.1525430087156772,1.520166774236228,1.0255920535009635,0.1077335019470278,0.0661546664964352,0.6262256003807495,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-06,39.88999938964844,41.08000183105469,39.88999938964844,40.58000183105469,40.1953239440918,618100,TW,1.1188154499546026,1.1575739613017526,1.537313265691452,1.02472378454011,0.0940916654144925,0.0607313018178581,0.599368837261077,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-07,41.0,42.18999862670898,40.52000045776367,41.470001220703125,41.0768928527832,908500,TW,1.0967366362430524,1.1431185243099942,1.4639115621651846,1.021753728436673,0.0749829078063797,0.0472205669819354,0.5373092387444603,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-08,41.59999847412109,43.0099983215332,41.380001068115234,42.68999862670898,42.28532028198242,760300,TW,1.06023143494229,1.160434838815489,1.4495773192277055,1.0184480680698833,0.0417833668724068,0.067852259464932,0.5127507826692304,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-11,42.709999084472656,42.959999084472656,41.65999984741211,42.86000061035156,42.45370864868164,327600,TW,1.0443391737880858,1.142041614756422,1.4372723118954691,1.02732105527683,0.0170181185112558,0.0507350816587546,0.5030592408076157,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-12,43.02000045776367,43.75,42.45199966430664,43.06999969482422,42.66172409057617,617800,TW,1.042503542043803,1.1646172960826715,1.4565909734104168,1.024242363400095,0.0182611786437079,0.0680316310814537,0.5208581881506719,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-13,42.88999938964844,44.0099983215332,42.84000015258789,43.33000183105469,42.91925811767578,478000,TW,1.0660730852457367,1.194852718320978,1.4652195275346445,1.0310099359995386,0.0350631492461981,0.097889819111866,0.5104282616195134,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
2019-11-14,43.34000015258789,43.5,42.29999923706055,42.7599983215332,42.35466003417969,513600,TW,1.0748955689533115,1.2134746222199009,1.4371135060551092,1.030070938868324,0.0448246300849874,0.1302444172515797,0.4663318140500619,1551430000.0,,424805000.0,4572334000.0,,500000.0,4997139000.0,4573200000.0,12627000.0,,61689000.0,2694797000.0,-866000.0,25027000.0,410104000.0,363116000.0,,-866000.0,38128000.0,687757000.0,,326107000.0,265026000.0,213262000.0,-20000000.0,7640000.0,-42096000.0,-175350000.0,27501000.0,1971224000.0,159467000.0,57506000.0,-175350000.0,-2432000.0,277384000.0,56792000.0,-35936000.0,-23724000.0,-53289000.0,24672000.0,-15417000.0
