,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,11448000000.0,11652000000.0,2727175000.0,2675482000.0
1,Capital Surplus,19800000000.0,19796000000.0,3853401000.0,3847824000.0
2,Total Liab,18964000000.0,19034000000.0,7135084000.0,6895054000.0
3,Total Stockholder Equity,21761000000.0,21642000000.0,6311153000.0,6078207000.0
4,Minority Interest,139000000.0,141000000.0,109434000.0,112113000.0
5,Other Current Liab,633000000.0,1074000000.0,400522000.0,562737000.0
6,Total Assets,40864000000.0,40817000000.0,13555671000.0,13085374000.0
7,Common Stock,34000000.0,34000000.0,16066000.0,16066000.0
8,Other Current Assets,289000000.0,10000000.0,56250000.0,15375000.0
9,Retained Earnings,3759000000.0,3922000000.0,4156168000.0,4170894000.0
10,Other Liab,3701000000.0,3746000000.0,1183359000.0,1388033000.0
11,Good Will,17250000000.0,17104000000.0,5593252000.0,5427482000.0
12,Treasury Stock,-1832000000.0,-2110000000.0,-1714482000.0,-1956577000.0
13,Other Assets,497000000.0,488000000.0,410221000.0,357327000.0
14,Cash,935000000.0,872000000.0,649541000.0,469840000.0
15,Total Current Liabilities,3227000000.0,3261000000.0,1903726000.0,1616259000.0
16,Deferred Long Term Asset Charges,113000000.0,102000000.0,196950000.0,154504000.0
17,Short Long Term Debt,607000000.0,628000000.0,634159000.0,440962000.0
18,Other Stockholder Equity,-834000000.0,-1102000000.0,-697541000.0,-939419000.0
19,Property Plant Equipment,5372000000.0,5399000000.0,1765224000.0,1678878000.0
20,Total Current Assets,6297000000.0,6174000000.0,3059799000.0,2946205000.0
21,Net Tangible Assets,-6937000000.0,-7114000000.0,-2009274000.0,-2024757000.0
22,Net Receivables,2311000000.0,2023000000.0,1121816000.0,928625000.0
23,Long Term Debt,11354000000.0,11330000000.0,3779359000.0,3890762000.0
24,Inventory,2464000000.0,2589000000.0,1131856000.0,1151281000.0
25,Accounts Payable,1389000000.0,1337000000.0,555687000.0,505259000.0
0,Change To Liabilities,0.0,250000000.0,6330000.0,-40672000.0
1,Total Cashflows From Investing Activities,-85000000.0,115000000.0,-68737000.0,-41124000.0
2,Net Borrowings,-9000000.0,-116000000.0,-11691000.0,-111337000.0
3,Total Cash From Financing Activities,-212000000.0,-215000000.0,-93561000.0,-203420000.0
4,Change To Operating Activities,-73000000.0,47000000.0,75445000.0,40582000.0
5,Issuance Of Stock,2000000.0,3000000.0,3000000.0,3000000.0
6,Net Income,28000000.0,-42000000.0,67589000.0,84828000.0
7,Change In Cash,62000000.0,221000000.0,176346000.0,-28408000.0
8,Repurchase Of Stock,-13000000.0,-6000000.0,-437000.0,-70000.0
9,Effect Of Exchange Rate,19000000.0,-37000000.0,39574000.0,9504000.0
10,Total Cash From Operating Activities,340000000.0,358000000.0,299070000.0,206632000.0
11,Depreciation,322000000.0,242000000.0,81784000.0,83332000.0
12,Dividends Paid,-192000000.0,-82000000.0,-82311000.0,-80173000.0
13,Change To Inventory,-248000000.0,118000000.0,60695000.0,24477000.0
14,Change To Account Receivables,-30000000.0,-175000000.0,33313000.0,38146000.0
15,Change To Netincome,341000000.0,-82000000.0,-26086000.0,-24061000.0
16,Capital Expenditures,-72000000.0,-93000000.0,-67724000.0,-44037000.0
17,Other Cashflows From Financing Activities,,-14000000.0,878000.0,-11840000.0
18,Other Cashflows From Investing Activities,,,,-14597000.0
