Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,121.66999816894533,122.83000183105467,121.33999633789062,122.7300033569336,122.7300033569336,469300,ANSS,1.1139086040458728,1.23702438826375,1.2793122318281571,1.0206479989635429,0.0932606050823299,0.1467639995413039,0.1900190328369542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,123.16000366210938,124.58999633789062,123.16000366210938,123.77999877929688,123.77999877929688,388700,ANSS,1.0954920620519164,1.2316206047155058,1.2848601943332176,1.012478214064533,0.0830138479873834,0.1429130489541061,0.1957293158562838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,123.7300033569336,124.87000274658205,123.62000274658205,124.6500015258789,124.6500015258789,340600,ANSS,1.192779710034046,1.233132810527524,1.2593661757392602,1.0113391723313174,0.1814405377027286,0.143169435522622,0.1775655335186881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,124.30999755859376,124.69000244140624,124.0,124.5500030517578,124.5500030517578,461500,ANSS,1.197109614212983,1.2456041396095243,1.2845443723247352,1.0126829906128405,0.1844266236001424,0.1571204525879579,0.1945850057280711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,125.20999908447266,125.27999877929688,124.3000030517578,125.23999786376952,125.23999786376952,358800,ANSS,1.2072820147498788,1.2145480933001136,1.3141169325959066,1.0121464877707815,0.1951355269790973,0.1317476176170009,0.2161951838246474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,125.12000274658205,126.20999908447266,124.12999725341795,126.05999755859376,126.05999755859376,442200,ANSS,1.2052197018738071,1.207440977802008,1.3207996448088886,1.0081446760609294,0.1970750258128777,0.1124977549749719,0.2202265783731249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,125.9499969482422,126.37000274658205,125.19000244140624,126.11000061035156,126.11000061035156,198900,ANSS,1.2011735389295133,1.2229006460574403,1.312187732349879,1.0143616235707735,0.1868119153587397,0.1191852211047876,0.213705586173182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,126.66000366210938,126.80999755859376,125.77999877929688,126.18000030517578,126.18000030517578,291400,ANSS,1.192502780605327,1.215644309864188,1.297986989880985,1.008797349947511,0.183705430657816,0.1227936337202424,0.2086896771870294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,126.3000030517578,127.2699966430664,125.93000030517578,127.13999938964844,127.13999938964844,320700,ANSS,1.1820040860526575,1.225027534589409,1.278747857570713,1.0091988628593096,0.1728052231933479,0.1237953268467026,0.1906508073777193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,127.11000061035156,129.77999877929688,126.87999725341795,129.24000549316406,129.24000549316406,510500,ANSS,1.1673629580986633,1.2251624079841574,1.2453573979208423,1.0112728774332036,0.1560900806654597,0.1264774821608048,0.1693222969557128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,129.82000732421875,130.22000122070312,129.33999633789062,129.94000244140625,129.94000244140625,274000,ANSS,1.1499922261673314,1.2431890892027335,1.2302601016375778,1.0098252549340063,0.1401669712333249,0.1349395908154584,0.1533694977939608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,130.14999389648438,131.47999572753906,129.8000030517578,131.30999755859375,131.30999755859375,439000,ANSS,1.137156424495313,1.2423273773196126,1.238291136445719,1.0047827275420922,0.1323736969532207,0.127265612177905,0.1526971390855125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,131.24000549316406,131.86000061035156,129.10000610351562,129.69000244140625,129.69000244140625,463000,ANSS,1.1678618541340269,1.2479759662017065,1.255301102529554,1.016827126331923,0.1510347278021038,0.1269801960323902,0.1683628162147536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,130.22000122070312,130.30999755859375,129.38999938964844,129.55999755859375,129.55999755859375,370700,ANSS,1.162164326655866,1.246835414712601,1.247761706610085,1.016900814218988,0.1452635124368781,0.1302516906152946,0.1717663621854297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,129.36000061035156,129.9199981689453,127.68000030517578,129.88999938964844,129.88999938964844,445300,ANSS,1.1641389439094711,1.2312725646877387,1.240357235871934,1.0195478153138224,0.1445911285956487,0.1147216623485372,0.1625236945541097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,130.25999450683594,131.0399932861328,129.50999450683594,130.94000244140625,130.94000244140625,416000,ANSS,1.1715288760982625,1.252176597348369,1.2265923141571822,1.0187296628598663,0.1527992132383961,0.1352510715708244,0.161118304932718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,131.44000244140625,132.47000122070312,131.0800018310547,131.22000122070312,131.22000122070312,261500,ANSS,1.1467763628079986,1.2402834818319013,1.2270995486552103,1.0231439317955078,0.1236324310124907,0.1260453288672192,0.1586423967896217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,131.30999755859375,132.13999938964844,130.47000122070312,132.11000061035156,132.11000061035156,223400,ANSS,1.1498751264876337,1.223828566564345,1.2425251164795037,1.023176662025299,0.1266984644623343,0.1230356827179504,0.1631442961816505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,131.61000061035156,133.39999389648438,131.3800048828125,132.85000610351562,132.85000610351562,348400,ANSS,1.1357169586070477,1.2167857468559544,1.247497087793911,1.028738706809164,0.1069782517978836,0.1085719253013888,0.1536758255086066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,133.50999450683594,133.99000549316406,132.52999877929688,133.83999633789062,133.83999633789062,319300,ANSS,1.122758580275894,1.2208607170308567,1.2513448917371557,1.0357335667629224,0.0870250135129715,0.1164921863434154,0.1603228574162944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,134.0500030517578,135.9600067138672,132.9499969482422,135.77999877929688,135.77999877929688,262700,ANSS,1.079540456244315,1.180512555068406,1.2630726288248395,1.0327543330408862,0.0467861232034287,0.1020936014723652,0.1669438300897698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,135.3300018310547,135.9199981689453,134.6699981689453,135.8000030517578,135.8000030517578,296200,ANSS,1.0912371068572524,1.1488954401053777,1.268851205348801,1.0448229351223306,0.0464141717349217,0.1027845065328989,0.158461712953934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,136.02000427246094,137.0500030517578,134.4499969482422,136.7100067138672,136.7100067138672,437900,ANSS,1.0719039286775818,1.1491478193862177,1.2590885555515994,1.0378093145840102,0.0340946140935716,0.0954914509717264,0.1515086044231759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,137.5500030517578,138.38999938964844,135.27999877929688,135.60000610351562,135.60000610351562,494800,ANSS,1.047271298781705,1.1432890250827024,1.231342136468932,1.0388512590749122,0.0084200397067928,0.0887050067308525,0.1218995302098635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
