Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Effect Of Exchange Rate
2017-09-29,81.38999938964844,81.68000030517578,80.80999755859375,81.31999969482422,71.78199005126953,4118100,CVS,0.8482651898915132,0.9299598909891994,0.785533121846173,1.0206479989635429,-0.1723828090720296,-0.1603004977332466,-0.3037600771450299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,81.3499984741211,81.61000061035156,80.5999984741211,80.7699966430664,71.29650115966797,4688500,CVS,0.8598985551058189,0.977667248976054,0.802544041048799,1.012478214064533,-0.152579658958714,-0.1110403067853457,-0.2865868374281348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,80.5199966430664,81.30999755859375,80.5199966430664,80.91000366210938,71.42007446289062,6732600,CVS,0.8631382373916429,0.9675158196003664,0.7940201825156081,1.0113391723313174,-0.1482009349396745,-0.1224475554045356,-0.287780459704964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,80.9000015258789,80.95999908447266,79.93000030517578,80.06999969482422,70.67860412597656,4356800,CVS,0.8705589041261504,0.9766599388211512,0.8361238348158126,1.0126829906128405,-0.14212408648669,-0.1118237482004151,-0.2538355317808514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,80.0999984741211,80.94000244140625,80.05000305175781,80.9000015258789,71.4112548828125,6090800,CVS,0.8311438783865327,0.9635294426847134,0.8401903372814749,1.0121464877707815,-0.1810026093842488,-0.1192710329983992,-0.2577314114897843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,80.38999938964844,80.47000122070312,76.54000091552734,76.91999816894531,67.89806365966797,11795600,CVS,0.9022838833714346,1.0340603188818291,0.8770800946341578,1.0081446760609294,-0.1058607926894947,-0.060882903945207,-0.2234929718016057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,77.05000305175781,77.22000122070312,73.76000213623047,74.30000305175781,65.58538055419922,13362400,CVS,0.9346422871788178,1.0672722917842303,0.8977840393085159,1.0143616235707735,-0.0797193363919557,-0.0364431331684222,-0.200698106868181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,74.29000091552734,75.43000030517578,73.30000305175781,74.70999908447266,65.947265625,10715900,CVS,0.9299177795979564,1.0703082194950393,0.8895788792943877,1.008797349947511,-0.0788795703495545,-0.0225424566489063,-0.1997184333995678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,74.70999908447266,74.97000122070312,73.77999877929688,73.9000015258789,65.23228454589844,7087400,CVS,0.9669428848183056,1.082856439776443,0.9070629485460214,1.0091988628593096,-0.042255978041004,-0.0183757679662632,-0.1810341016469722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,73.9000015258789,74.56999969482422,73.51000213623047,73.77999877929688,65.12635040283203,6176400,CVS,0.9752011453284882,1.0825712394952298,0.9212645238108904,1.0112728774332036,-0.0360717321047153,-0.0161136863281228,-0.154770577154239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
