Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Other Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Repurchase Of Stock,Net Borrowings
2020-06-16,44.0,46.27000045776367,42.0,44.5,43.632598876953125,27619300,RPRX,0.993033849203324,0.9470550157964346,1.094113633613638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,45.900001525878906,51.95000076293945,45.0,48.61000061035156,47.6624870300293,9318700,RPRX,0.9436330654407342,0.8382743997627744,1.0076170711200627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,56.38999938964844,56.5,49.4900016784668,50.900001525878906,49.907859802246094,11027900,RPRX,0.8461688508929801,0.8228472941240136,0.9680249538219158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,52.93999862670898,52.959999084472656,46.560001373291016,49.0,48.04489135742188,5586500,RPRX,0.8789795373919781,0.8559827641512129,1.0125522045816169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,49.83000183105469,51.4900016784668,49.25,51.290000915527344,50.29024887084961,2315100,RPRX,0.8362253662534996,0.787426610677595,0.9742197829721828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,53.0,54.43999862670898,50.869998931884766,50.95000076293945,49.95688247680664,2297800,RPRX,0.8225710693967737,0.7895285065238372,0.9775564820034855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,51.34999847412109,51.4900016784668,47.68600082397461,50.25,49.27052307128906,4700300,RPRX,0.8600995728389624,0.8233021874002204,1.003606542349271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,49.18999862670898,52.5,48.83000183105469,52.11000061035156,51.09427261352539,1993100,RPRX,0.8046440298111319,0.8093275248865971,0.9055210829698574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,52.0,52.2400016784668,48.70000076293945,49.59000015258789,48.62339019775391,1452100,RPRX,0.8681184309522818,0.8516695393889848,0.9946128807272366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,49.880001068115234,50.04999923706055,48.0099983215332,48.72999954223633,47.7801513671875,1607500,RPRX,0.8778985379967553,0.8774128003525671,0.9885937080847692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,48.20000076293945,49.36000061035156,48.18000030517578,48.54999923706055,47.603660583496094,1227400,RPRX,0.8867146074201054,0.8781845264377458,1.024012794600599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,48.540000915527344,48.68000030517578,46.150001525878906,46.470001220703125,45.56420135498047,2094400,RPRX,0.9494297821352332,0.9375832085745416,1.1116962769610017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,46.93999862670898,47.54999923706055,45.59999847412109,45.72999954223633,44.83863067626953,1231400,RPRX,0.9446752465378694,0.9615360597738096,1.1307872826155942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,46.65999984741211,46.95000076293945,45.58000183105469,46.11000061035156,45.21122360229492,1424800,RPRX,0.9093472403593328,0.9708117322770932,1.080385587027714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,45.56999969482422,47.380001068115234,45.52000045776367,47.04999923706055,46.13290023803711,1176900,RPRX,0.9330499460741724,0.94096099686252,1.070151287517893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,47.0,48.880001068115234,47.0,48.02000045776367,47.0839958190918,1045300,RPRX,0.9112868916882386,0.9215356304860484,1.0753928590034003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,48.02000045776367,48.5,47.59999847412109,48.36000061035156,47.417362213134766,828400,RPRX,0.9462365660601616,0.9219072262607364,1.082417330018712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,48.59000015258789,48.619998931884766,47.470001220703125,47.63999938964844,46.71139526367188,692600,RPRX,0.9607472761376132,0.944269435836928,1.0966611820292047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,47.20000076293945,47.59999847412109,43.7599983215332,44.060001373291016,43.2011833190918,2099800,RPRX,1.0211075016704296,0.9749683243103204,1.1514641457859656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,44.0,44.9900016784668,41.52999877929688,43.52000045776367,42.67170715332031,2659000,RPRX,1.0450366578903234,0.979914773042192,1.1673723320983518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,43.81999969482422,44.52000045776367,41.61000061035156,43.0,42.161842346191406,1316300,RPRX,1.0560465466826705,0.9761227214829912,1.1988297823636591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,43.34000015258789,43.875,41.95000076293945,42.20000076293945,41.37743377685547,1096800,RPRX,1.0888626057749875,0.9579920282817695,1.229674782881586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
