Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Repurchase Of Stock,Other Cashflows From Investing Activities
2020-08-04,43.970001220703125,45.33000183105469,42.41999816894531,43.20000076293945,42.35794448852539,1649500,RPRX,0.943055585700171,0.9325629480359164,1.1034805758455084,1.02982774469698,-0.0867721589968089,-0.1606803494796761,-0.2690666722755983,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-05,43.310001373291016,43.93000030517578,41.709999084472656,41.93000030517578,41.112701416015625,776100,RPRX,0.9487239465224048,0.9634425515205456,1.1530039393370304,1.0154342721529666,-0.0667103256305617,-0.1147503736822299,-0.2117248795623911,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-06,43.0,44.0,42.77000045776367,43.900001525878906,43.0443000793457,837700,RPRX,0.8892939039623602,0.93690195816039,1.0904755975488765,0.9945470827091798,-0.1052531787468196,-0.1776572545974016,-0.2729632623409919,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-07,43.900001525878906,45.25,43.130001068115234,43.7599983215332,42.90702819824219,1523000,RPRX,0.887568613295732,0.931411064544063,1.090971050390209,1.000982312548244,-0.1134136992525119,-0.1803127356300833,-0.2564328287976172,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-10,43.86000061035156,45.93999862670898,43.81999969482422,45.7599983215332,44.8680419921875,843500,RPRX,0.861888159451952,0.8843405072382938,1.0273775774773577,0.9799638681285404,-0.1180757086765885,-0.21838997671469,-0.293685541384584,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-11,45.97999954223633,46.650001525878906,44.650001525878906,45.77000045776367,44.87784576416016,1072000,RPRX,0.8424732359110805,0.8916047811127379,1.049689071948746,0.9825449744444564,-0.1400717385333759,-0.1970888741057268,-0.2923590942593514,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-12,46.22999954223633,47.150001525878906,44.09999847412109,44.9900016784668,44.11305236816406,1714500,RPRX,0.8885421030075134,0.9398641746970676,1.0793510222957994,0.9960166142981388,-0.1074745112906255,-0.1654495250545967,-0.2508182251791675,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-13,44.9900016784668,46.400001525878906,44.90999984741211,45.47999954223633,44.59349822998047,819500,RPRX,0.8985041640155218,0.9233369301649508,1.0432636909856852,1.000064240707307,-0.1015600766917852,-0.2055171177243657,-0.2903898648647534,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-14,45.11000061035156,45.970001220703125,45.0009994506836,45.40999984741211,44.52486801147461,599200,RPRX,0.8977888569728032,0.9327187361607042,1.0511071565132304,1.005359460743004,-0.1075706037702006,-0.1958435761707678,-0.3110418033881752,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-17,45.61000061035156,46.060001373291016,45.43999862670898,45.95000076293945,45.05434036254883,361500,RPRX,0.9018761337682488,0.889641321764752,1.034793376359199,0.999910744389532,-0.0980346106212832,-0.2268039829575702,-0.2952304560217798,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-18,46.29999923706055,46.29999923706055,43.790000915527344,44.619998931884766,43.75025939941406,732200,RPRX,0.944508036887337,0.9367090108631472,1.0554392116118174,0.9949555639278014,-0.0504475270404644,-0.1954837417845857,-0.2776103385205051,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-19,44.63999938964844,45.34000015258789,43.77000045776367,43.900001525878906,43.0443000793457,618800,RPRX,0.9282121589304316,0.9265944422116476,1.1063806933919895,0.9768858377185572,-0.0486736787881256,-0.2077875408473185,-0.2707536231464289,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-20,44.0,44.380001068115234,43.150001525878906,43.2599983215332,42.416770935058594,579400,RPRX,0.9681676961377612,0.9363432165076548,1.0975028828248392,0.9875636487882484,-0.0193959526504872,-0.2225300726670827,-0.2741815580452724,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-21,43.0,43.4900016784668,41.5099983215332,41.970001220703125,41.15191268920898,918400,RPRX,0.999360569654757,0.9502379880395566,1.0497966809875707,0.9669804572148069,0.03238011243995,-0.2323583546317635,-0.3117207784658597,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-24,42.470001220703125,42.91999816894531,41.79999923706055,42.72999954223633,41.8971061706543,771700,RPRX,0.9451698181064956,0.9661144078502604,1.0020156468020114,0.9519424952921356,-0.00677267718564,-0.192503724567016,-0.3106138575707333,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-25,42.59999847412109,42.72999954223633,41.18000030517578,41.77999877929688,40.96561813354492,842900,RPRX,0.9628167377804654,1.0032759434842946,1.029640583929942,0.9667641278619096,-0.0039473900814442,-0.1592452549723633,-0.3094953478996816,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-26,41.74599838256836,42.29999923706055,41.54999923706055,41.93999862670898,41.12249755859375,602300,RPRX,0.9864315600273692,1.0234737128405005,1.0814105470715445,0.9868389913626016,-0.0004074313352323,-0.1282924140336709,-0.2768345106469014,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-27,42.119998931884766,42.15999984741211,40.9900016784668,41.0,40.20082473754883,623100,RPRX,1.0286356426802727,1.0513622317608786,1.1355545739606707,0.97477619582067,0.0538594468596028,-0.1018748699576854,-0.2330695934972118,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-28,41.119998931884766,42.45000076293945,41.09999847412109,42.06999969482422,41.24996948242188,866800,RPRX,1.0039052356365674,1.000671109782722,1.1114805179336216,0.9723584880428094,0.0315467475937579,-0.1443978041421174,-0.260233974478157,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-08-31,42.25,42.97999954223633,41.20000076293945,41.380001068115234,40.57341766357422,947100,RPRX,1.0332606624359093,1.0297758252619058,1.1534746172414303,0.9888494144827736,0.0444112479531356,-0.1351584230821798,-0.2429566121006001,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-01,41.70000076293945,42.04999923706055,41.0,41.59999847412109,40.78913116455078,793500,RPRX,1.0249004313814023,1.0408004544440252,1.1405679951772372,0.986478520747318,0.0384219106340841,-0.1356172100232473,-0.2517061410867136,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-02,41.75,41.95000076293945,41.2400016784668,41.75,40.93620681762695,470400,RPRX,1.043580571420797,1.0317514912850694,1.1345325365400136,0.9904882601530864,0.0530923112677107,-0.1243177554569696,-0.2480318361403599,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-03,41.79999923706055,41.970001220703125,40.400001525878906,40.7400016784668,39.94589614868164,822300,RPRX,1.0793088758264395,1.0894827016026336,1.1641483417445146,1.0106128675925516,0.0686960082338878,-0.1041338731079133,-0.233493876755892,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-04,40.36000061035156,40.5,38.90999984741211,39.77999877929688,39.00460433959961,1089400,RPRX,1.125292437825085,1.1322393551458054,1.2359665296895603,1.0338377445022602,0.0914546933228248,-0.0598646561259523,-0.1732375133479788,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-08,39.79999923706055,39.82600021362305,38.70000076293945,39.040000915527344,38.27903366088867,779000,RPRX,1.1340218298273208,1.166605627976508,1.2044801103061311,1.0699737825781188,0.0640480472492019,-0.0580610354167121,-0.2106682780241962,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-09,39.310001373291016,40.4900016784668,38.79999923706055,38.84000015258789,38.08293151855469,619300,RPRX,1.1393445315996495,1.1002325704392537,1.2182328693410498,1.0585994508262604,0.0807450807733891,-0.1023270911949136,-0.1832917802154956,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-10,38.93000030517578,40.09000015258789,38.93000030517578,39.43999862670898,38.671234130859375,886800,RPRX,1.1304115282844809,1.101633924646794,1.177905903585839,1.0798213250395274,0.0505902032449534,-0.1096113213507592,-0.2427062912623485,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-11,39.560001373291016,39.9900016784668,38.540000915527344,38.560001373291016,37.80838394165039,559500,RPRX,1.16662333203279,1.1458507567316747,1.1489279697668535,1.0715698880496745,0.0950534439831154,-0.0854998589262669,-0.2369791031772374,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-14,39.09999847412109,40.4900016784668,38.810001373291016,39.81999969482422,39.19630432128906,1217500,RPRX,1.074585628369075,1.093934195717871,1.096608531168042,1.0477727369997762,0.0268128913692986,-0.1114788928574421,-0.2372263061713861,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-15,40.150001525878906,41.220001220703125,40.150001525878906,40.70500183105469,40.06744384765625,891200,RPRX,1.043606285178951,1.0893830973471548,1.0598980905303406,1.0501396738132378,-0.0065333886342868,-0.1265805004602649,-0.3000968514166957,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-16,40.560001373291016,40.810001373291016,39.7400016784668,40.61000061035156,39.97393035888672,752000,RPRX,1.02954930686599,1.0973690433542522,1.0606411382235164,1.041938601672908,-0.0123892948069179,-0.1071668736441198,-0.3056469463897555,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-17,39.79999923706055,41.290000915527344,39.720001220703125,41.27999877929688,40.6334342956543,1224400,RPRX,0.975532892951255,1.118218019452279,1.053187199810436,1.034780591985331,-0.059247699034076,-0.0890197454703525,-0.3003921387537269,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-18,41.27999877929688,43.18999862670898,41.130001068115234,41.97999954223633,41.32247161865234,5872400,RPRX,0.9549784637585742,1.1552799102104256,1.0469032917612824,1.04985344404155,-0.0948749802829757,-0.0699866149114087,-0.3323060249162137,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-21,41.63999938964844,41.9900016784668,40.560001373291016,40.59000015258789,39.95424270629883,1197100,RPRX,0.9608277443689064,1.2020134116050911,1.0825062429794825,1.0669078702205033,-0.1060801258515968,-0.0580954434126379,-0.3347779533073736,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
2020-09-22,40.5,41.81999969482422,40.15999984741211,41.720001220703125,41.06654739379883,683500,RPRX,0.9398369713791908,1.17643329538132,1.0384579264453015,1.073744026458738,-0.1339070550795473,-0.0758556632279194,-0.388038914574073,51724000.0,,6308457000.0,6105555000.0,35883000.0,31041000.0,12449895000.0,3282516000.0,92000.0,2825212000.0,-2173000.0,10930002000.0,246199000.0,333417000.0,2093000.0,832072000.0,636097000.0,6053831000.0,94455000.0,491326000.0,5975040000.0,11177000.0,291199000.0,-173494000.0,6496000.0,-2153625000.0,-294000000.0,-1191626000.0,-33638000.0,1150390000.0,2348535000.0,-1678012000.0,1667239000.0,23924000.0,-739276000.0,287726000.0,-154084000.0,-978594000.0,-4266000.0,-258840000.0
