Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2019-03-12,38.0,38.0,38.0,38.0,36.48590850830078,10000,FOXA,0.9760525364360648,0.9332105327980518,0.8703936991573686,1.0369816348467653,-0.0609290984107004,-0.1052980777222136,-0.2145436513645098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,39.0,39.900001525878906,38.70000076293945,39.75,38.16617584228516,20477400,FOXA,0.9441510143793612,0.914656861735802,0.8167790834094115,1.0381516152855237,-0.0940006009061624,-0.1183938000388993,-0.2602161012015684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,39.75,41.400001525878906,39.75,40.650001525878906,39.03031921386719,6248600,FOXA,0.923247218118364,0.895891380828972,0.8044288243713278,1.0368706366121625,-0.1136234184937985,-0.1478938177384531,-0.2693895206518171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,41.380001068115234,41.869998931884766,41.2400016784668,41.70000076293945,40.03847885131836,7107300,FOXA,0.9052757724078868,0.8685065626433007,0.7841734926204622,1.033509193192778,-0.1282334207848912,-0.1765931577744847,-0.2867386457506096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,41.95000076293945,41.95000076293945,41.04999923706055,41.70000076293945,40.03847885131836,4020900,FOXA,0.9314150635008304,0.8586125540892507,0.7676491949625408,1.0209918251991643,-0.0895767616983339,-0.1897089817270397,-0.2874975230496202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,41.54999923706055,41.70000076293945,39.84000015258789,40.34000015258789,38.732669830322266,10118500,FOXA,0.9529003538372884,0.90252657768421,0.804079455267657,1.0253191175225085,-0.0724187636852198,-0.1432187331251782,-0.2611210010655561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,40.4900016784668,40.810001373291016,38.2400016784668,38.619998931884766,37.08120346069336,15683200,FOXA,0.976178153337006,0.9328205056984564,0.8251969139812655,1.0305905868421654,-0.0544124335051594,-0.1136212164331442,-0.2436393725459217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,39.0,40.06999969482422,38.75,40.02000045776367,38.425418853759766,12751700,FOXA,0.9515244376721,0.8886213859177704,0.7960762506238216,1.0288626554622844,-0.0773382177901843,-0.1349461879106118,-0.2498644430770719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,39.93000030517578,39.9900016784668,37.68999862670898,38.720001220703125,37.17721939086914,10898000,FOXA,0.9803719248885544,0.9218348239777504,0.8252901639016251,1.055588179693563,-0.0752162548050084,-0.1244779407926698,-0.251995988473921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,38.88999938964844,38.959999084472656,37.38999938964844,37.43999862670898,35.948219299316406,9338900,FOXA,1.018963751683272,0.9673269585647114,0.8455209839965787,1.049775645573302,-0.0308118938900301,-0.0902644627323755,-0.2152711042949333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,37.650001525878906,38.27999877929688,37.5099983215332,37.540000915527344,36.04423141479492,6287100,FOXA,1.0250400607316563,0.9821742047305796,0.8211342968229016,1.0495013150566668,-0.0244612543250104,-0.0774928432155653,-0.2145185616159699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,37.52000045776367,37.90999984741211,36.7599983215332,36.91999816894531,35.44893264770508,5578100,FOXA,1.061755405438125,0.9790434990812704,0.8360215652566928,1.0553202646750557,0.0064351407630693,-0.0924081455545815,-0.2125414844738925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,36.84999847412109,37.150001525878906,36.34000015258789,36.400001525878906,34.94966125488281,5326200,FOXA,1.071153689148167,1.0115521504186276,0.8510267692835635,1.0490338384171682,0.0221198507309987,-0.0524000040279739,-0.2028340453275724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,36.54999923706055,36.90999984741211,36.150001525878906,36.709999084472656,35.24730682373047,5895300,FOXA,1.0732771132061385,0.9964311186196344,0.8446683232556302,1.0324632338783333,0.0408138793278052,-0.0702289096346073,-0.1985721849119099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,36.90999984741211,37.150001525878906,36.709999084472656,36.84999847412109,35.3817253112793,5311200,FOXA,1.0116689758942945,0.9994726745470428,0.8264726218252793,1.0212813420416047,-0.0096123661473102,-0.0543791482815774,-0.1862985140587315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,36.959999084472656,37.18000030517578,35.900001525878906,36.27999877929688,34.83443832397461,6704600,FOXA,1.0328004644073203,1.0021391559609398,0.8443453031816085,1.0336972441913572,-0.0008967797840369,-0.0450949522021628,-0.1777842736850635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,36.369998931884766,36.560001373291016,35.900001525878906,36.08000183105469,34.64241027832031,8393500,FOXA,1.0509975444044355,1.0046260997874754,0.8571704491647671,1.0249207136838323,0.0260768307206031,-0.0393984252834089,-0.1658918762609988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,36.20000076293945,36.79999923706055,36.0099983215332,36.7599983215332,35.29531478881836,4908400,FOXA,1.0136015792565325,0.989327265033983,0.8672261578143314,1.0063768150467909,0.0072247642097416,-0.0549801455854215,-0.1695609907221504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,36.790000915527344,37.84999847412109,36.68999862670898,37.68000030517578,36.17865753173828,7344900,FOXA,0.993099654597872,0.969177726149402,0.8441694227067051,0.9978526240736147,-0.0047529694757428,-0.0687014617629365,-0.1836378844132107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,37.59999847412109,37.68000030517578,37.26499938964844,37.470001220703125,35.97702407836914,3393300,FOXA,1.0274885562869729,0.9926030315885818,0.8572841138010475,0.9970067760311296,0.0304817802558431,-0.0528090503603667,-0.1793524916109415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,37.41999816894531,37.650001525878906,37.16999816894531,37.310001373291016,35.82339859008789,5725900,FOXA,1.0326989276521106,0.9982080503773392,0.8688367523032163,1.0096366937147183,0.0230622339373922,-0.0545384779656787,-0.1731125033350915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,37.33000183105469,37.52999877929688,36.36000061035156,36.47999954223633,35.026466369628906,4828400,FOXA,1.0408444672814507,1.012092492489091,0.8883270576339868,0.9747325358921805,0.0661119313892704,-0.0316704914882339,-0.1517357899631266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,36.56999969482422,37.15999984741211,35.9900016784668,37.09000015258789,35.61216354370117,4791400,FOXA,1.0215691367857052,0.981338790629119,0.880000781960074,0.9836252853453008,0.0379438514404044,-0.0535899711563957,-0.15585993995657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
