Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Repurchase Of Stock
2018-10-26,23.59000015258789,26.38999938964844,22.799999237060547,24.61000061035156,24.61000061035156,458700,PLAN,1.015847191384644,1.25843147278622,1.6196667867446328,1.053081568236106,-0.0372343768514618,0.1840787034066766,0.4710230764448195,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-10-29,24.950000762939453,25.57999992370605,22.14999961853028,22.63999938964844,22.63999938964844,422500,PLAN,1.1545936437436604,1.4151944248804535,1.7557420968030002,1.055315029975959,0.0992786137677013,0.3307813762899552,0.5964163870272343,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-10-30,22.75,23.1299991607666,20.3700008392334,22.61000061035156,22.61000061035156,936700,PLAN,1.2383900594492123,1.393188816880364,1.622733199304345,1.039498234163286,0.1988918252859264,0.3339312854873948,0.520236039133364,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-10-31,23.0,23.600000381469727,22.31999969482422,23.0,23.0,383700,PLAN,1.2156521341075068,1.3639130799666694,1.6408696381942085,1.0407634740694096,0.1748886600380972,0.3223931401058013,0.5381527661637393,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-01,23.059999465942383,24.489999771118164,21.71999931335449,24.049999237060547,24.049999237060547,436200,PLAN,1.1501039802441502,1.3205821719919368,1.5792100102735114,0.9864869819371144,0.1636169983070358,0.2954063531070305,0.4916114971105791,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-02,23.93000030517578,24.959999084472656,23.25,24.739999771118164,24.739999771118164,420100,PLAN,1.1653193286348618,1.2635408455167092,1.594179425690691,0.988961756405294,0.1763575722295677,0.231990971690017,0.4934872730782358,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-05,24.739999771118164,24.96999931335449,22.89999961853028,23.920000076293945,23.920000076293945,227300,PLAN,1.1509197574764758,1.3683110132877292,1.6003343920234556,0.9641545570690644,0.1867652004074115,0.325920222387702,0.510866655776862,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-06,23.68000030517578,24.38999938964844,23.020000457763672,23.700000762939453,23.700000762939453,222400,PLAN,1.1518986649042873,1.3700422014955222,1.5886076081800626,0.9564908430667262,0.1954078218375611,0.3293666411397737,0.5129607834989078,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-07,23.799999237060547,27.299999237060547,23.799999237060547,26.61000061035156,26.61000061035156,553100,PLAN,0.9582863365316964,1.236377330749871,1.4453212402224196,0.938443196526784,0.0198431400049124,0.2140668015669262,0.3757741637375531,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-08,26.6299991607666,27.06999969482422,25.75,25.75,25.75,261400,PLAN,0.9968932068463668,1.3184466315704642,1.499417499431129,0.9476590583772034,0.0492341484691634,0.2825671826473528,0.4314672196076181,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-09,25.64999961853028,25.64999961853028,23.600000381469727,24.21999931335449,24.21999931335449,354000,PLAN,1.1044591560021435,1.3587944170281667,1.56977710716945,0.9499672718524812,0.1544918841496624,0.3092804183620401,0.5054078995434217,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-12,24.030000686645508,24.209999084472656,22.39999961853028,22.71999931335449,22.71999931335449,452300,PLAN,1.2279929780689325,1.4414613111695835,1.6333627522840126,0.9554368959668008,0.2725560821021315,0.3691250205923044,0.5442648949824405,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-13,22.75,23.049999237060547,22.1299991607666,22.690000534057617,22.690000534057617,228200,PLAN,1.1079770294369709,1.4332304844572945,1.9334507668272656,0.9321128663785744,0.1758641630583964,0.3643243588374152,0.8530284685403766,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-14,22.75,23.420000076293945,22.600000381469727,22.93000030517578,22.93000030517578,144800,PLAN,1.123855216519419,1.4561709090824395,1.8460532606927145,0.9389238595591888,0.1849313569602304,0.3700574664078053,0.7665397575056101,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-15,22.979999542236328,23.280000686645508,22.440000534057617,23.040000915527344,23.040000915527344,279000,PLAN,1.0798610317762285,1.5985243215087657,1.8355034390222984,0.9146569716831342,0.1652040600930943,0.5245261333354612,0.7667336675383054,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-16,22.86000061035156,24.479999542236328,22.770000457763672,24.1299991607666,24.1299991607666,366400,PLAN,1.0401989744898237,1.5760464194764887,1.803149599452821,0.8964348880940413,0.1437640863957824,0.5087990981732595,0.7490792594052638,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-19,24.170000076293945,24.450000762939453,21.600000381469727,22.96999931335449,22.96999931335449,723400,PLAN,1.0722681713989868,1.703090992655836,1.821506373675101,0.8957911154576635,0.1764770559413232,0.6082740949931051,0.7413027351297556,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-20,22.61000061035156,22.61000061035156,20.600000381469727,21.0,21.0,583300,PLAN,1.1623809451148623,1.786190396263486,2.0414285205659413,0.8879637982276005,0.2744171468872618,0.6773934576073288,0.9168928536544544,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-21,21.32999992370605,21.549999237060547,20.8700008392334,20.950000762939453,20.950000762939453,472700,PLAN,1.252028572172522,1.9011933355875552,2.13031023593401,0.9212998027107722,0.3307287694617498,0.7962270493569799,1.0091215674728329,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-23,21.0,21.799999237060547,20.770000457763672,21.459999084472656,21.459999084472656,153400,PLAN,1.2600187357459902,1.7875117542808692,2.207828662136195,0.929240887735936,0.3307778480100541,0.6895016990729279,1.080626201104533,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-26,21.76000022888184,22.56999969482422,21.13999938964844,22.39999961853028,22.39999961853028,418900,PLAN,1.212946452633763,1.7312499749873362,2.143303532997259,0.914613401743324,0.2983330508904389,0.6533256175504221,1.0252210754604518,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-27,22.31999969482422,22.520000457763672,21.709999084472656,22.5,22.5,290600,PLAN,1.1795555962456596,1.6577777438693575,2.1471111721462672,0.926901793334764,0.2526538029108955,0.5870134798647013,1.0191134839273996,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-28,24.229999542236328,25.0,20.790000915527344,25.0,25.0,1329400,PLAN,1.0363999938964843,1.4624000549316407,1.8844000244140624,0.9053221834064322,0.131077810490052,0.4227154066477681,0.7844772394929926,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-29,24.68000030517578,26.64999961853028,24.420000076293945,26.13999938964844,26.13999938964844,435300,PLAN,0.9181331507415456,1.4250191610467735,1.7884468665486355,0.8896719965366943,0.0284611542048512,0.3856784843907703,0.6869975687246701,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-11-30,26.049999237060547,28.32999992370605,25.489999771118164,28.0,28.0,518200,PLAN,0.8607142993382045,1.3832142693655831,1.731428555079869,0.914333965059734,-0.0536196657215295,0.3354472560395958,0.6304314434680511,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-12-03,28.549999237060547,29.700000762939453,26.549999237060547,27.959999084472656,27.959999084472656,818400,PLAN,0.9298998873872952,1.4012876104468135,1.734263350008309,0.9162245864028972,0.0136753009843979,0.3631969544265958,0.6516616064341823,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-12-04,27.71999931335449,28.059999465942383,26.780000686645508,27.65999984741211,27.65999984741211,556200,PLAN,0.9833695196308652,1.405639959602273,1.7917571094248537,0.9618269940790172,0.0215425255518481,0.3234324265072017,0.6692417924340068,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
2018-12-06,27.0,29.14999961853028,26.6200008392334,28.82999992370605,28.82999992370605,651700,PLAN,0.9642733024845218,1.4110301912184824,1.7578911009119749,0.9694525250380056,-0.0051792225534836,0.3297143094495638,0.6251305579847768,,325831000.0,135108000.0,111632000.0,22668000.0,101047000.0,246747000.0,3000.0,9101000.0,-212220000.0,959000.0,,-1982000.0,30352000.0,110898000.0,134149000.0,-1982000.0,18321000.0,198074000.0,111632000.0,66161000.0,6417000.0,41361000.0,-15366000.0,-1628000.0,64724000.0,-21844000.0,3309000.0,-47554000.0,36121000.0,1264000.0,-14501000.0,7399000.0,-9982000.0,8710000.0,-9565000.0,1534000.0,-28422000.0
