Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Net Borrowings
2017-10-13,144.05999755859375,144.80999755859375,143.77999877929688,144.24000549316406,138.92486572265625,703900,MCO,0.9923736185524208,1.1064415931322478,1.1327814133106635,1.0098252549340063,-0.0174516363815857,-0.0018079052550272,0.0558908094670465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,144.3000030517578,144.83999633789062,143.77000427246094,144.75,139.416015625,492400,MCO,0.9807257883750576,1.1114786979378266,1.1436522192530223,1.0047827275420922,-0.0240569391670345,-0.003583067203881,0.0580582218928158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,144.8300018310547,144.83999633789062,143.35000610351562,144.1300048828125,138.8188934326172,503200,MCO,0.9997224553414156,1.1188331912634435,1.1370636434633836,1.016827126331923,-0.0171046709905074,-0.0021625789058727,0.0501253571485833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,144.44000244140625,145.8300018310547,144.19000244140625,145.1999969482422,139.84947204589844,619000,MCO,1.0109503637410089,1.119910312678154,1.1229379689967731,1.016900814218988,-0.005950450477979,0.0033265885808475,0.0469426245721178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,144.75999450683594,145.10000610351562,143.22000122070312,144.19000244140625,138.87667846679688,515200,MCO,1.031243029935322,1.131926747270921,1.14446830396393,1.0195478153138224,0.0116952146214994,0.0153758449317193,0.0666347626461059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,144.99000549316406,145.69000244140625,144.2100067138672,145.66000366210938,140.2925262451172,476400,MCO,1.0287514611096047,1.151064294695869,1.1229114711420043,1.0187296628598663,0.0100217982497383,0.0341387689183243,0.0574374619175401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,145.6199951171875,146.22000122070312,145.27999877929688,146.05999755859375,140.6778106689453,597300,MCO,1.0255218824614585,1.1102956018795458,1.1226577128532784,1.0231439317955078,0.0023779506659507,-0.0039425510851363,0.0542005609876898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,146.07000732421875,147.69000244140625,145.1999969482422,147.0,141.5831298828125,714600,MCO,1.0246254038241185,1.1023777664161456,1.1372936261530595,1.023176662025299,0.0014487417988191,0.001584882569751,0.0579128058552063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,146.97999572753906,147.27000427246094,144.4499969482422,145.5800018310547,140.21548461914062,938300,MCO,1.032140036273166,1.1142321791693302,1.1558441346447044,1.028738706809164,0.003401329464002,0.0060183576147645,0.0620228723593998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,146.49000549316406,148.0,146.4600067138672,147.3800048828125,141.94912719726562,912900,MCO,1.026405338276373,1.1127329922309228,1.14513836619556,1.0357335667629224,-0.0093282284865494,0.0083644615434814,0.0541163318746988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,147.97999572753906,147.97999572753906,145.9600067138672,146.39999389648438,141.00527954101562,863600,MCO,1.0261533427075784,1.0862134752354795,1.1710679951632532,1.0327543330408862,-0.0066009903333077,0.0077945216394388,0.0749391964281835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,145.85000610351562,145.8800048828125,141.3699951171875,142.97999572753906,137.71127319335938,808800,MCO,1.0645828287191,1.061006669661296,1.2217886756477474,1.0448229351223306,0.0197598935967693,0.0148957360888173,0.1113991832528804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,142.99000549316406,143.41000366210938,141.58999633789062,142.41000366210938,137.1623077392578,985900,MCO,1.065182501102172,1.1119295001517957,1.228584294992062,1.0378093145840102,0.0273731865181618,0.0582731317373044,0.1210043438636385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,143.7899932861328,144.27000427246094,142.5,143.49000549316406,138.2025146484375,543300,MCO,1.0603097632391325,1.103839801087307,1.2049755775490103,1.0388512590749122,0.0214585041642203,0.0492557827354571,0.0955329712899417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,143.2100067138672,144.02999877929688,142.14999389648438,143.52999877929688,138.2410125732422,823700,MCO,1.0623196213852393,1.0627386168931792,1.1968657458258014,1.0310647944789963,0.0312548269062429,0.0446922747731797,0.0923637345402192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,144.38999938964844,147.67999267578125,140.14999389648438,146.2899932861328,140.8992919921875,1953500,MCO,1.0435794938171812,1.0598223343877005,1.1835618806026786,1.0262436118253355,0.0173358819918454,0.0341859288199479,0.0757515619133124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,146.4499969482422,146.6300048828125,144.3000030517578,144.50999450683594,139.18487548828125,851700,MCO,1.0526873515888624,1.1050681786787873,1.193271261026002,1.0311845275729687,0.0215028240158936,0.0689572494763428,0.0875429766898951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,144.67999267578125,145.6699981689453,143.17999267578125,143.77000427246094,138.47218322753906,549200,MCO,1.06270781879672,1.1269348808082238,1.209367186219857,1.0414917955670933,0.0212160232296267,0.0810250707805577,0.0975408271247868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,143.63999938964844,144.97999572753906,143.1699981689453,144.92999267578125,139.5894012451172,552400,MCO,1.054202328322583,1.1314049831599482,1.2175591932384875,1.0390384642435906,0.0151638640789923,0.0704002200622095,0.1029058878371358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,144.47000122070312,144.77000427246094,141.89999389648438,143.08999633789062,137.81723022460938,572600,MCO,1.0690195626877357,1.1700565434638437,1.2280739903387847,1.0401272810196784,0.0288922816680572,0.0944816907297514,0.1153949975124613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,142.64999389648438,143.3800048828125,141.67999267578125,142.19000244140625,136.9503631591797,546400,MCO,1.058863561384124,1.1891987892386324,1.233650158955047,1.0393664161720684,0.0194971452120555,0.1133055405982146,0.1203121986001189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,141.5399932861328,142.6199951171875,141.08999633789062,142.14999389648438,136.91183471679688,492300,MCO,1.0544358447344564,1.1889675005856684,1.2332882779164336,1.0305050740272153,0.0239307707072411,0.1223002858193476,0.1216557170858267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,141.75999450683594,143.88999938964844,141.30999755859375,143.13999938964844,137.86537170410156,424900,MCO,1.0546376400157385,1.172738013612399,1.2253216744169573,1.043144349882203,0.0114932901335353,0.1077972311695767,0.1116694535787063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,142.61000061035156,143.1199951171875,141.49000549316406,141.9600067138672,136.7288818359375,619300,MCO,1.0626974742050366,1.1837604891780342,1.2126464065609424,1.0570826794517585,0.005614794753278,0.1158107709044371,0.1020183071302944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,142.75,144.97999572753906,142.75,144.08999633789062,138.78036499023438,789100,MCO,1.044761635648167,1.1811219435498856,1.212976203696272,1.0412088647392546,0.0035527709089124,0.1106427312122675,0.1007614929331237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,144.6699981689453,147.3300018310547,143.61000061035156,146.7899932861328,141.38087463378906,941900,MCO,1.0140702044576586,1.1655600749314368,1.1710979083025626,1.0392013474275237,-0.025131142969865,0.0902390272524713,0.0711585363848867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,146.86000061035156,148.5500030517578,146.7100067138672,148.30999755859375,143.21560668945312,831700,MCO,0.9944037670611856,1.1382563065097,1.17229408153485,1.0381241126825425,-0.0437203456213568,0.0805467458808413,0.0651261297457181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,149.0,149.6300048828125,148.77000427246094,149.4600067138672,144.32614135742188,804900,MCO,0.9834738022434286,1.1195024653863728,1.1785408515758955,1.03199537924298,-0.0485215769995515,0.076900925582926,0.0729713863564909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,149.39999389648438,149.88999938964844,148.5,149.39999389648438,144.26817321777344,685000,MCO,0.9763722163621515,1.117536364491152,1.1856753831588938,1.0328322263084138,-0.0564600099462622,0.0830327181727723,0.0760513444628834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,149.35000610351562,150.72999572753906,149.35000610351562,150.22999572753906,145.06967163085938,291000,MCO,0.9760366943836548,1.1141651781591508,1.1931093689618677,1.032019884081241,-0.0559831896975858,0.0714541561644421,0.0760842974726314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,150.24000549316406,151.41000366210938,149.72000122070312,149.8699951171875,144.72201538085938,609100,MCO,0.9863217910650448,1.1205878811560164,1.19228642684666,1.0369551897736955,-0.0506333987086509,0.0635566443656481,0.0752189313608604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,150.44000244140625,151.0800018310547,149.30999755859375,150.8800048828125,145.6973419189453,1098300,MCO,0.9783273066824348,1.1035173250111197,1.1939654734536735,1.020376345675996,-0.0420490389935611,0.0501041452577353,0.0825662234225388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,151.5800018310547,153.4199981689453,149.41000366210938,149.83999633789062,144.6930389404297,626500,MCO,0.975240342762425,1.1158608031992905,1.1929278279392272,1.026253639124301,-0.0510132963618759,0.0618074485440807,0.08064356449701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,150.7100067138672,152.0800018310547,148.30999755859375,151.82000732421875,146.6050567626953,1178200,MCO,0.9805030418169032,1.1119402775359342,1.1788926185708046,1.0246409570196735,-0.0441379152027703,0.0625150950620858,0.0680909166368695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,151.82000732421875,151.8300018310547,147.80999755859375,151.3000030517578,146.10289001464844,769700,MCO,1.001982976708405,1.1268954701718508,1.1751045613686226,1.029880242563007,-0.0278972658546019,0.0586551944805091,0.0659406307002319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,153.30999755859375,153.86000061035156,151.41000366210938,151.75,146.5374755859375,740100,MCO,1.0156175677983397,1.1222979586566535,1.165392857589124,1.036157586789428,-0.0205400189910882,0.0516866607030948,0.0479821351340139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,152.33999633789062,153.66000366210938,151.5,152.0800018310547,146.85614013671875,724600,MCO,1.0196606238084926,1.1147203077522836,1.1686145702718642,1.0465343935592823,-0.0268737697507897,0.0433106527270772,0.0435893612170004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,152.0800018310547,152.42999267578125,150.8800048828125,152.27000427246094,147.03961181640625,605800,MCO,1.0252839549424535,1.0975920645785535,1.1563300481466707,1.048372731047773,-0.0230887761053195,0.0284527199922302,0.0283476930656247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,152.0500030517578,152.9499969482422,151.60000610351562,151.72999572753906,146.51815795898438,801900,MCO,1.020299068527321,1.1001105578359325,1.1476589669840729,1.0387885930282448,-0.0184895245009237,0.0430917449271583,0.0330479642010661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,152.25,152.83999633789062,151.30999755859375,152.38999938964844,147.1554718017578,519100,MCO,1.0218518680200634,1.1007414883957154,1.1442717483578615,1.0447156071702373,-0.0228637391501738,0.0437594511044308,0.0304458806535925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,152.19000244140625,153.27000427246094,151.6699981689453,152.38999938964844,147.1554718017578,869900,MCO,1.031891705303028,1.0881745826749347,1.1374114071771813,1.0484619827112251,-0.016570277408197,0.0435510628402837,0.032960215736262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,152.55999755859375,153.5500030517578,151.97999572753906,152.57000732421875,147.32931518554688,438400,MCO,1.019400802081825,1.1004938804027684,1.135937665387172,1.0415757419863072,-0.0221749399044821,0.0517066735541753,0.0284411934577371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,152.72999572753906,152.9199981689453,150.1300048828125,150.1699981689453,145.01174926757812,825300,MCO,1.048211762205253,1.1164128125562294,1.1352824067789833,1.0495576207370112,-0.0013458585317582,0.06753702040084,0.0447881952408828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,150.22999572753906,150.7899932861328,149.47000122070312,149.5,144.36474609375,573500,MCO,1.0540469552761798,1.079164573884103,1.1394961129206282,1.0539026313731312,0.0001443239030485,0.0484380811492277,0.0390439486089631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,150.67999267578125,151.22000122070312,149.77000427246094,150.57000732421875,145.39801025390625,1559200,MCO,1.057182622289219,1.0549147616007213,1.1247221582057938,1.0520989179928428,0.0050837042963762,0.05419156398795,0.0508875966341944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,151.38999938964844,151.83999633789062,149.8300018310547,150.47000122070312,145.3014373779297,1034900,MCO,1.066458352476641,1.0881332846765153,1.1395657116453444,1.049480051520865,0.0169783009557757,0.0722397962695304,0.0681733357319438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,150.97000122070312,151.66000366210938,149.8699951171875,150.14999389648438,144.99240112304688,707700,MCO,1.071195347782866,1.065344505737711,1.1418609247394975,1.0585213557872055,0.0126739919956602,0.0607375374453269,0.0642862112723434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,150.19000244140625,150.5,148.1300048828125,148.47000122070312,143.37013244628906,626000,MCO,1.0924092995831696,1.073347591317707,1.1575570421369734,1.0561912314345747,0.0362180681485948,0.0712202110742497,0.0771009862065073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,148.83999633789062,149.14999389648438,147.3699951171875,147.47999572753906,142.4141387939453,504900,MCO,1.1038105363692594,1.0965969742811,1.1570801734400642,1.054691754118366,0.0491187822508933,0.0826005858726983,0.0786897317631563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,148.0,148.0,146.42999267578125,146.99000549316406,141.94097900390625,479400,MCO,1.1376962375960038,1.0822445637848244,1.1698277318892087,1.0628648969920689,0.0748313406039351,0.0911066635795491,0.0816849175302842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,146.6199951171875,146.94000244140625,145.3000030517578,145.8699951171875,140.85943603515625,485300,MCO,1.108863977197736,1.1057449365012582,1.1908694099810169,1.054562443450246,0.0543015337474899,0.1043335725095662,0.0939131723580117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,146.22000122070312,147.3300018310547,145.1199951171875,146.6300048828125,141.59332275390625,536700,MCO,1.102298409605731,1.1095185495707724,1.2027954212852905,1.0427572783556516,0.0595411312500795,0.0975708271616029,0.0985145481936149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,146.94000244140625,148.0399932861328,146.32000732421875,147.82000732421875,142.7424774169922,479700,MCO,1.094506749550577,1.1003824679406904,1.2015446449731373,1.039387058829826,0.0551196907207509,0.0846385019826585,0.0996312463950823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,147.92999267578125,148.99000549316406,147.61000061035156,147.61000061035156,142.53968811035156,410900,MCO,1.1081227912362075,1.0799402150472714,1.212379279045796,1.0452598484191695,0.0628629428170379,0.0798954764066188,0.1105982857410263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,147.9600067138672,148.33999633789062,145.66000366210938,146.1300048828125,141.11048889160156,571600,MCO,1.0854036147125317,1.0941029650565102,1.2485974798160473,1.0173995405954512,0.0680040741170804,0.1005943463278571,0.1480016698597202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,145.5500030517578,148.9600067138672,145.5,148.86000061035156,143.7467041015625,1007600,MCO,1.016458639931452,1.095456820935942,1.2287379423611104,0.9765980219270426,0.0398606180044093,0.0915080286120866,0.1332894814755962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,149.25,152.75999450683594,149.25,151.60000610351562,146.39260864257812,778200,MCO,1.0418204696150275,1.0740701518638864,1.208916502483952,0.9849127815791188,0.0569076880359086,0.0757132155448943,0.1193216427007546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,151.97000122070312,154.27999877929688,151.6999969482422,154.1199951171875,148.82603454589844,1275200,MCO,1.025045360811847,1.066591835125637,1.191563345244658,0.9789917900086822,0.0460535708031648,0.0669650160439817,0.1016739743562593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,154.38999938964844,155.44000244140625,153.77999877929688,155.07000732421875,149.74342346191406,566200,MCO,0.9811052739646112,1.0532037986118223,1.1959314562415264,0.942840182406444,0.0382650915581672,0.0614793141375055,0.1085814505884719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,155.1999969482422,156.32000732421875,154.97000122070312,156.1199951171875,150.75735473632812,626200,MCO,0.9905202755375132,1.055689585683612,1.1741089150098067,0.9530778204901076,0.0374424550474055,0.0544653386361968,0.0848110966589286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,156.1300048828125,156.42999267578125,154.35000610351562,154.80999755859375,149.49234008789062,627000,MCO,1.0288739661513118,1.0747264760189974,1.2039788182865798,0.966664672858564,0.0622092932927478,0.0614518980227891,0.1181937788269307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,155.57000732421875,155.7899932861328,154.60000610351562,155.72000122070312,150.37109375,521800,MCO,1.0377601798934926,1.0718583582283414,1.2014615331536562,0.9609362737659176,0.0768239061275749,0.0669845883801907,0.1263799269469352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,156.55999755859375,157.55999755859375,155.72000122070312,157.25,151.8485107421875,564900,MCO,1.0400638333106902,1.0566475915697102,1.1866393797786554,0.9729510699723092,0.0671127633383809,0.0619223675653552,0.1233743481332758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,157.80999755859375,158.50999450683594,154.9600067138672,155.52999877929688,150.1876220703125,588700,MCO,1.0736833688656036,1.057373813028463,1.2087461606047776,0.9917823196316324,0.081901049233971,0.0610608059594686,0.1265378704859863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,156.91000366210938,158.0399932861328,155.80999755859375,157.41000366210938,152.00302124023438,680800,MCO,1.071434006547095,1.0349361101100518,1.1860079685434268,0.9854883712686996,0.0859456352783956,0.0470163127497957,0.1101795932550442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,156.8699951171875,157.9199981689453,156.36000061035156,157.5800018310547,152.16722106933594,780700,MCO,1.069768645177891,1.0209665025508825,1.126550988419975,0.981540936006692,0.0882277091711989,0.041160099296757,0.0610330850912388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,158.2899932861328,160.1300048828125,157.85000610351562,159.17999267578125,153.71224975585938,786800,MCO,1.0518352468004264,1.0238058839634272,1.0786634604255083,0.9694690060853024,0.0823662407151238,0.0520938512872592,0.0328480970767723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,159.58999633789062,160.47999572753906,157.1999969482422,160.47000122070312,154.9579315185547,491100,MCO,1.044504443630203,1.028946592836092,1.0719341964800135,0.962138874344328,0.082365569285875,0.0557099928743521,0.0224899758913807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,160.22000122070312,161.11000061035156,159.05999755859375,160.83999633789062,155.315185546875,518400,MCO,1.055379960733828,1.0162941646192611,1.0696562913116128,0.9712482450100663,0.0841317157237614,0.0473629797806653,0.0274015861748386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,161.52000427246094,163.4199981689453,161.13999938964844,162.19000244140625,156.61886596679688,509000,MCO,1.05215870268762,1.0027034810594595,1.0653387208751528,0.9795485186833895,0.0726101840042304,0.0397920322483711,0.0118096127635578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
