Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,84.94999694824219,85.19999694824219,84.37000274658203,84.98999786376953,82.01897430419922,41300,MORN,1.007996453338302,1.1420606934203603,1.1563479877150515,1.0206479989635429,-0.0126515456252409,0.0518003046979143,0.0670547887238486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,85.0999984741211,85.75,84.83999633789062,85.47000122070312,82.4822006225586,42500,MORN,1.0064526232142554,1.1380054789948892,1.1600232982616858,1.012478214064533,-0.0060255908502775,0.0492979232334895,0.070892419784752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,85.5999984741211,86.05000305175781,85.18000030517578,85.62999725341797,82.63660430908203,74200,MORN,1.014082461596413,1.1463561542910876,1.15679363920178,1.0113391723313174,0.0027432892650955,0.0563927792861855,0.0749929969812077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,85.58999633789062,86.1500015258789,85.16999816894531,85.62000274658203,82.62696838378906,35400,MORN,1.0227728654316746,1.1349520714616932,1.1769957974464091,1.0126829906128405,0.010089874818834,0.0464683844401268,0.0870364308497451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,85.68000030517578,86.12000274658203,85.41999816894531,85.52999877929688,82.54010772705078,33200,MORN,1.0294913518698232,1.133789216945442,1.201158420464128,1.0121464877707815,0.0173448640990416,0.0509887412623293,0.1032366716928687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,85.37999725341797,85.48999786376953,84.51000213623047,84.79000091552734,81.82598114013672,60700,MORN,1.0291089263078788,1.1504605786708648,1.2193892921228204,1.0081446760609294,0.0209642502469493,0.0555173558438286,0.1188162256870568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,84.70999908447266,85.12000274658203,84.58999633789062,84.62000274658203,81.66193389892578,19600,MORN,1.0448398028587222,1.1593236962578826,1.2194499547955533,1.0143616235707735,0.0304781792879487,0.0556082713052299,0.1209678086188563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,85.05000305175781,85.58999633789062,84.7300033569336,85.33000183105469,82.34710693359375,20400,MORN,1.035085422573054,1.141053792132229,1.220318898586173,1.008797349947511,0.026288072625543,0.0482031159882834,0.1310215858922174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,85.3499984741211,85.80000305175781,85.12999725341797,85.25,82.26988983154297,16400,MORN,1.0460813450157416,1.162817543717454,1.2286960209413111,1.0091988628593096,0.0368824821564319,0.0615853359747475,0.1405989707483175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,85.0999984741211,85.77999877929688,85.0999984741211,85.76000213623047,82.76207733154297,26400,MORN,1.0365777696122649,1.1885788544414249,1.218442722578265,1.0112728774332036,0.0253048921790612,0.0898939286180722,0.1424076216131355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
