Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2017-09-29,61.95000076293945,64.44999694824219,61.5,62.29999923706055,57.21728897094727,894100,NXST,1.0240771338732164,1.1966338935177008,1.0365693592758372,1.0206479989635429,0.0034291349096735,0.1063735047952547,-0.0527238397153657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,62.29999923706055,62.59999847412109,60.25,60.95000076293945,55.97743988037109,924700,NXST,1.0533222707959236,1.210775002299963,1.0429603758991153,1.012478214064533,0.0408440567313905,0.1220674465385633,-0.0461705025778185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,60.79999923706055,61.79999923706055,60.34999847412109,61.70000076293945,56.66625213623047,884300,NXST,1.0316045043736273,1.2245542459978036,1.0204624550933918,1.0113391723313174,0.0202653320423098,0.1345908709929015,-0.0613381871271803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,61.900001525878906,64.3499984741211,61.900001525878906,63.09999847412109,57.95202255249024,736100,NXST,0.9992077950074956,1.2101232410300968,1.0498332814960727,1.0126829906128405,-0.0134751956053449,0.1216395540085304,-0.0401260851005913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,63.34999847412109,64.0999984741211,62.900001525878906,63.04999923706055,57.90611267089844,605900,NXST,1.035685920839224,1.2493274588365808,1.0354502778044947,1.0121464877707815,0.0235394330684424,0.1665269831534681,-0.0624714709667644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,63.0,63.20000076293945,62.5,62.70000076293945,57.584659576416016,386900,NXST,1.040669875001598,1.2819403539061016,1.0436463965057603,1.0081446760609294,0.0325251989406685,0.1869971310790654,-0.0569266699300032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,62.650001525878906,63.45000076293945,61.75,61.84999847412109,56.80400466918945,629600,NXST,1.0476964042767531,1.2906236449293722,1.094724880663125,1.0143616235707735,0.0333347807059796,0.1869082199767195,-0.003757265513572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,62.25,62.400001525878906,61.59999847412109,61.95000076293945,56.89585113525391,351300,NXST,1.0686037176499803,1.2925945359628814,1.050575980834207,1.008797349947511,0.0598063677024693,0.1997438598189358,-0.0387213318597485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,61.84999847412109,61.95000076293945,61.34999847412109,61.650001525878906,56.62032699584961,400200,NXST,1.064882559273835,1.3005145499676978,1.0532312259801615,1.0091988628593096,0.0556836964145253,0.1992823422249914,-0.0348658242128321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,61.34999847412109,61.34999847412109,59.70000076293945,59.79999923706055,54.92125701904297,945200,NXST,1.0794314730881769,1.3583891343905423,1.0883475334712576,1.0112728774332036,0.0681585956549732,0.2597042085671897,0.0123124325061281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
