Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-11-10,106.05999755859376,106.19000244140624,98.0,99.66000366210938,99.66000366210938,2447100,U,1.5302026329142142,1.219145048518538,0.9386915474028364,1.0839984978705262,0.446204135043688,0.0091171450737601,-0.3487219571601366,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-11,102.76000213623048,106.5,101.52999877929688,105.58000183105467,105.58000183105467,1663700,U,1.3896571194938905,1.1211403740643373,0.9125781095201808,1.0757014096148303,0.3139557098790599,-0.0752565578682251,-0.3833137225471485,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-12,105.0,106.53199768066406,99.50499725341795,101.73999786376952,101.73999786376952,2937000,U,1.4210733719952324,1.1932377046875335,0.9365048238636428,1.1099785439559162,0.3110948280393162,-0.0372674390408629,-0.3751467194796259,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-13,100.0,116.86000061035156,100.0,114.7699966430664,114.7699966430664,4769700,U,1.2781215189681563,1.0060120454961077,0.8385466644481571,1.0836109391783006,0.1945105797898556,-0.1920246245860983,-0.4564568236528717,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-16,109.0,112.5,105.37000274658205,111.51000213623048,111.51000213623048,4675000,U,1.356559962106862,0.9919289614506562,0.8591157852792437,1.0745618956570646,0.2819980664497974,-0.1828010465363786,-0.4177396109204214,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-17,107.83000183105467,122.9499969482422,107.83000183105467,118.0500030517578,118.0500030517578,3710800,U,1.336467600117624,0.9362981441926448,0.8001693912964801,1.0716898328073,0.264777767310324,-0.2588424866455185,-0.4742466437583227,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-18,119.19000244140624,119.2699966430664,113.51000213623048,115.01000213623048,115.01000213623048,1897200,U,1.4378748982310696,0.909051396485649,0.8148856575942922,1.0797196178315844,0.3581552803994852,-0.2646289775696966,-0.4822075056426953,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-19,115.01000213623048,118.5,114.0,116.30999755859376,116.30999755859376,1663800,U,1.4812999475761992,0.9253718468973136,0.8039721786523357,1.0747387601086344,0.4065611874675647,-0.2337622298606791,-0.4843466928851756,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-20,117.30999755859376,124.18000030517578,116.34100341796876,122.8000030517578,122.8000030517578,2688000,U,1.3676709509319356,0.8837947563694571,0.7581432912088876,1.0823666585670508,0.2853042923648847,-0.3089960601093172,-0.5255976167283561,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-23,123.30999755859376,129.8699951171875,122.5999984741211,129.39999389648438,129.39999389648438,2100800,U,1.27449772757235,0.8353941543505593,0.7347759375252789,1.0655008807234645,0.2089968468488856,-0.3264108927535903,-0.5311402751968608,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-24,130.97000122070312,133.85000610351562,126.0,129.0399932861328,129.0399932861328,1724900,U,1.2123373417613,0.7966522659669506,0.7602294139662152,1.0462667827802716,0.1660705589810283,-0.3342686970608142,-0.4882879640333272,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-25,130.0,138.947998046875,128.0,137.4600067138672,137.4600067138672,1539800,U,1.0998107470667682,0.6954022382442336,0.7132984014459993,1.0403610731589388,0.0594496739078294,-0.4166427264612596,-0.5463439077176258,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-27,143.0,148.0,141.5500030517578,147.6199951171875,147.6199951171875,1799400,U,1.0487739631837514,0.6355507573370777,0.668337670542453,1.0432249427155542,0.0055490204681971,-0.4953409821028317,-0.5789856196239725,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-30,147.0,152.61000061035156,139.1300048828125,151.97999572753906,151.97999572753906,2514000,U,1.0098039579882294,0.6102776852703485,0.6633109645516775,1.057318771652863,-0.0475148136646335,-0.5422884771258062,-0.5946257884649551,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-01,155.0,155.9499969482422,142.66000366210938,147.22999572753906,147.22999572753906,2407200,U,0.9786049447266596,0.6659648570064975,0.6754737474303973,1.0299227666019029,-0.0513178218752432,-0.4880996295034563,-0.5791480410537126,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-02,142.10000610351562,145.5,135.50999450683594,141.0500030517578,141.0500030517578,2141600,U,1.0543778660262122,0.7081885659583725,0.7252747312186811,1.0415781929012056,0.0127996731250066,-0.4552939094213865,-0.5192899058304679,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-03,143.1999969482422,149.9499969482422,142.61000061035156,145.6699981689453,145.6699981689453,1241300,U,0.9472781439396042,0.7317910332537275,0.6733713020585591,1.0581536374396452,-0.110875493500041,-0.4391549835887695,-0.5590754558904366,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-04,149.08999633789062,154.8800048828125,146.61000061035156,150.94000244140625,150.94000244140625,1498600,U,0.9180469397303116,0.7002782247156392,0.6415794008979374,1.055411022203609,-0.1373640824732974,-0.4586607615640232,-0.5632100994176892,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-07,151.89999389648438,158.1999969482422,150.3300018310547,155.7100067138672,155.7100067138672,1321800,U,0.9389248644558816,0.7043220951783464,0.6670091588988546,1.0603009546150792,-0.1213760901591975,-0.4699991921230968,-0.5292136049186901,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-08,158.0,167.8699951171875,158.0,167.25,167.25,1738800,U,0.8460986218644899,0.6510612818514107,0.6279222519764808,1.055428864375226,-0.2093302425107359,-0.5038721464285151,-0.5440969933305361,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-09,169.8000030517578,170.5500030517578,149.11599731445312,152.0,152.0,4057700,U,0.9670395098234478,0.7169737062956157,0.7098026275634766,1.0711936781318203,-0.1041541683083725,-0.4503242068288652,-0.4902883381154972,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-10,151.4600067138672,161.25,150.5,158.17999267578125,158.17999267578125,1862900,U,0.9554305972979844,0.642748785412682,0.6970540349071104,1.062316503263218,-0.1068859059652336,-0.5001933007246865,-0.5020687922485285,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-11,158.0,159.4720001220703,151.6199951171875,152.5,152.5,1360400,U,0.9862951059810452,0.6592131067494877,0.7407213054719518,1.073775639924845,-0.0874805339437998,-0.4910114916963521,-0.4643787739295729,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-14,154.5,156.0,143.64999389648438,146.72000122070312,146.72000122070312,2383900,U,1.0128816751221628,0.6838876465585253,0.7753544246847935,1.0697624410001334,-0.0568807658779706,-0.4721025748716612,-0.4461035972438071,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-15,150.0,150.00999450683594,142.3300018310547,144.5800018310547,144.5800018310547,1461100,U,1.00214412473833,0.6722229991045038,0.7618619458491356,1.0593177594136232,-0.0571736346752931,-0.4388681498625219,-0.4492074477830723,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-16,145.88999938964844,150.75999450683594,144.67999267578125,146.69000244140625,146.69000244140625,1516100,U,1.003817557769947,0.632013072066753,0.7532210513658119,1.0685424132795076,-0.0647248555095605,-0.4684547459168375,-0.4544619463958913,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-17,154.16000366210938,156.99000549316406,148.5500030517578,151.27000427246094,151.27000427246094,1915900,U,0.9715079167259706,0.6007800270153286,0.732795632599196,1.0520021356846316,-0.080494218958661,-0.507667071394387,-0.4605699785953592,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-18,155.0,158.42999267578125,151.0,157.77000427246094,157.77000427246094,3637600,U,0.9762945718965358,0.6055016555258586,0.696139943315104,1.0541479277304715,-0.0778533558339359,-0.5231634160797403,-0.5003920893900057,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-21,158.0,165.6999969482422,155.10000610351562,165.3699951171875,165.3699951171875,1772300,U,0.9163089027844316,0.5709620908075598,0.6400193472999038,1.057296658195766,-0.1409877554113343,-0.5494275049848062,-0.5681141315782741,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-22,168.0,173.58999633789062,161.552001953125,172.2899932861328,172.2899932861328,2275000,U,0.8674328328519997,0.5624238510761967,0.6157641213770338,1.051384072668894,-0.1839512398168944,-0.5629710359872566,-0.5897746460729371,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-23,174.88999938964844,174.94000244140625,165.00999450683594,167.9499969482422,167.9499969482422,1323600,U,0.9280143104639862,0.5972610859261086,0.6350104403916462,1.0287074732832335,-0.1006931628192473,-0.5203339927041141,-0.5513192411377607,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-24,169.0,173.13999938964844,163.83999633789062,164.9199981689453,164.9199981689453,746600,U,0.9348774823404866,0.612903243714007,0.6335799116170809,1.0314131762138377,-0.096535693873351,-0.5204119789010702,-0.5517560825889635,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-28,169.36000061035156,170.02000427246094,154.5800018310547,156.44000244140625,156.44000244140625,1814800,U,0.9576834887888284,0.6430580216322885,0.6723344327776418,1.0230201952264786,-0.0653367064376502,-0.4995018999585101,-0.5025896398751618,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-29,158.0,158.5800018310547,147.23500061035156,151.17999267578125,151.17999267578125,1990900,U,1.0115756057995915,0.6762138398575981,0.7046567266857844,1.0446043805401628,-0.0330287747405713,-0.4787250078054492,-0.5012011022860565,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-30,154.0800018310547,157.5500030517578,149.3000030517578,154.82000732421875,154.82000732421875,1227600,U,0.9559487985946382,0.632282616965975,0.685893278760973,1.043669894425415,-0.0877210958307768,-0.5069516950223489,-0.5120271819781789,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-12-31,154.94000244140625,156.85000610351562,152.22000122070312,153.47000122070312,153.47000122070312,714800,U,0.9665081165780622,0.6446862686807564,0.6746595431808714,1.045383884821216,-0.0788757682431537,-0.4943453777707347,-0.5038676317087641,57459000.0,2838057000.0,634082000.0,2037143000.0,4400000.0,360238000.0,2671225000.0,2000.0,22396000.0,-797498000.0,32328000.0,286251000.0,-3418000.0,47702000.0,1272578000.0,503222000.0,-3418000.0,199153000.0,2080660000.0,1693433000.0,479406000.0,274255000.0,11303000.0,-481809000.0,34669000.0,-575190000.0,1701455000.0,66857000.0,1551842000.0,-282308000.0,1146851000.0,-110000.0,673000.0,19913000.0,42974000.0,-63294000.0,-247000.0,201490000.0,-40156000.0
2021-01-04,155.0,155.25,141.2100067138672,144.0800018310547,144.0800018310547,3129600,U,1.039769542300936,0.6750416497792359,0.6914214428133785,1.0757807590012936,-0.0360112167003574,-0.4885830735091666,-0.4998386605392035,57459000.0,2838057000.0,634082000.0,2037143000.0,4400000.0,360238000.0,2671225000.0,2000.0,22396000.0,-797498000.0,32328000.0,286251000.0,-3418000.0,47702000.0,1272578000.0,503222000.0,-3418000.0,199153000.0,2080660000.0,1693433000.0,479406000.0,274255000.0,11303000.0,-481809000.0,34669000.0,-575190000.0,1701455000.0,66857000.0,1551842000.0,-282308000.0,1146851000.0,-110000.0,673000.0,19913000.0,42974000.0,-63294000.0,-247000.0,201490000.0,-40156000.0
2021-01-05,142.0,149.22999572753906,138.3000030517578,148.72000122070312,148.72000122070312,1903800,U,0.864981161469629,0.6589564227784416,0.6505513663654513,1.0714255300260027,-0.2064443685563737,-0.490718951570455,-0.5222265797594009,57459000.0,2838057000.0,634082000.0,2037143000.0,4400000.0,360238000.0,2671225000.0,2000.0,22396000.0,-797498000.0,32328000.0,286251000.0,-3418000.0,47702000.0,1272578000.0,503222000.0,-3418000.0,199153000.0,2080660000.0,1693433000.0,479406000.0,274255000.0,11303000.0,-481809000.0,34669000.0,-575190000.0,1701455000.0,66857000.0,1551842000.0,-282308000.0,1146851000.0,-110000.0,673000.0,19913000.0,42974000.0,-63294000.0,-247000.0,201490000.0,-40156000.0
