,2021-06-30,2020-06-30,2019-06-30,2018-06-30
Investments,-39000000.0,3000000.0,-38000000.0,-51000000.0
Change To Liabilities,363000000.0,1298000000.0,-147000000.0,54000000.0
Total Cashflows From Investing Activities,-1292000000.0,-427000000.0,-677000000.0,-321000000.0
Net Borrowings,958000000.0,-300000000.0,-435000000.0,-118000000.0
Total Cash From Financing Activities,699000000.0,-472000000.0,-610000000.0,-398000000.0
Net Income,330000000.0,-1269000000.0,155000000.0,-1514000000.0
Change In Cash,719000000.0,-126000000.0,-391000000.0,18000000.0
Effect Of Exchange Rate,75000000.0,-7000000.0,-32000000.0,-20000000.0
Total Cash From Operating Activities,1237000000.0,780000000.0,928000000.0,757000000.0
Depreciation,430000000.0,413000000.0,441000000.0,297000000.0
Other Cashflows From Investing Activities,-1000000.0,4000000.0,18000000.0,33000000.0
Dividends Paid,-118000000.0,-117000000.0,-117000000.0,-119000000.0
Change To Inventory,6000000.0,9000000.0,-58000000.0,-14000000.0
Change To Account Receivables,-166000000.0,-1470000000.0,134000000.0,-128000000.0
Other Cashflows From Financing Activities,-141000000.0,-55000000.0,-58000000.0,-161000000.0
Change To Netincome,24000000.0,1568000000.0,185000000.0,1887000000.0
Capital Expenditures,-390000000.0,-438000000.0,-572000000.0,-364000000.0
