Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,253.2400054931641,255.8699951171875,252.3500061035156,255.6499938964844,228.2965850830078,317100,TDG,1.085468476227046,1.067240400370414,1.1998436000854185,1.0206479989635429,0.064820477263503,-0.0230199883520321,0.1105504010942155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,256.6400146484375,258.2099914550781,254.94000244140625,258.17999267578125,230.555892944336,368400,TDG,1.088194274529804,1.064799783397578,1.1937021164733064,1.012478214064533,0.0757160604652711,-0.0239077723638216,0.1045712379963725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,258.1300048828125,262.3500061035156,256.04998779296875,262.3299865722656,234.2618560791016,352800,TDG,1.0770784854798068,1.0521861302184616,1.178744426427211,1.0113391723313174,0.0657393131484893,-0.0377772447864404,0.0969437842066387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,261.5400085449219,263.5799865722656,261.3500061035156,262.8800048828125,234.7530212402344,462500,TDG,1.0747107497321702,1.0742924140452108,1.2182364199825098,1.0126829906128405,0.0620277591193296,-0.0141912729763555,0.1282770533858457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,263.1499938964844,269.3399963378906,262.69000244140625,268.25,239.54844665527344,841100,TDG,1.0549860128452384,1.048387777933272,1.206449283195343,1.0121464877707815,0.0428395250744568,-0.0344126977498406,0.1085275344240839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,267.75,268.7799987792969,263.6499938964844,264.9700012207031,236.619384765625,451200,TDG,1.0692907656163426,1.0850663902855262,1.2317244862478371,1.0081446760609294,0.0611460895554132,-0.0098768325415099,0.1311514198120735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,264.9700012207031,266.5799865722656,263.92999267578125,266.3999938964844,237.89637756347656,180400,TDG,1.0697073019516603,1.0979729874912585,1.2352102784870824,1.0143616235707735,0.0553456783808867,-0.0057424374613941,0.1367281323103855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,267.1099853515625,267.1099853515625,265.19000244140625,266.5299987792969,238.01248168945312,223700,TDG,0.9964355927594049,1.102502528146181,1.2295051552128535,1.008797349947511,-0.012361757188106,0.0096518520022355,0.1402078425188979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,266.7900085449219,267.0299987792969,262.489990234375,264.5599975585937,236.2532501220703,388700,TDG,1.0092228988096887,1.112942355897494,1.240285774941738,1.0091988628593096,2.403595037914208e-05,0.0117101481547876,0.1521887247487443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,264.3599853515625,266.4700012207031,264.260009765625,266.1600036621094,237.6820678710937,296900,TDG,0.984370341609524,1.1049743938587375,1.2270061525100389,1.0112728774332036,-0.0269025358236796,0.0062894680353848,0.1509710515449094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,266.3099975585937,267.1199951171875,265.3900146484375,265.489990234375,237.0837554931641,386300,TDG,1.009529512462123,1.1268598124501328,1.2218162730077722,1.0098252549340063,-0.0002957424718834,0.0186103140628577,0.1449256691641551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,266.3999938964844,267.4100036621094,261.94000244140625,263.6199951171875,235.4138336181641,333300,TDG,1.0058037678179157,1.1260526827672217,1.2326076068695777,1.0047827275420922,0.0010210402758235,0.010990917625514,0.1470136095093712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,263.4200134277344,266.5799865722656,262.1700134277344,266.0,237.5391845703125,428700,TDG,1.0090225271221187,1.1292105383517623,1.2042106282834708,1.016827126331923,-0.0078045992098043,0.008214768182446,0.1172723419686705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,266.3800048828125,266.5199890136719,264.3599853515625,265.70001220703125,237.2712860107422,438100,TDG,0.9901392370621096,1.1437710722014562,1.2065111273699722,1.016900814218988,-0.0267615771568783,0.0271873481041498,0.1305157829453169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,265.1400146484375,265.8299865722656,262.57000732421875,264.5,236.19967651367188,365100,TDG,1.008090786947606,1.1601134966047533,1.188468784234613,1.0195478153138224,-0.0114570283662165,0.0435625942655517,0.1106352429167889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,265.7799987792969,268.6199951171875,263.5400085449219,268.6000061035156,239.8610076904297,329400,TDG,0.9946015564968193,1.1695084287183883,1.1875279230658982,1.0187296628598663,-0.024128106363047,0.0525829029408437,0.122053913841434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
