,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,100852000.0,100852000.0,100852000.0,100852000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-159141000.0,-40342000.0,-40342000.0,-195899000.0
Net Borrowings,-103406000.0,68483000.0,68483000.0,-428007000.0
Total Cash From Financing Activities,119469000.0,-6562000.0,-6562000.0,-59637000.0
Change To Operating Activities,-12209000.0,-37467000.0,-37467000.0,5626000.0
Issuance Of Stock,342163000.0,342163000.0,342163000.0,342163000.0
Net Income,-17948000.0,83310000.0,-125097000.0,-25007000.0
Change In Cash,4955000.0,2266000.0,2266000.0,-174017000.0
Total Cash From Operating Activities,44627000.0,49170000.0,49170000.0,81519000.0
Depreciation,75791000.0,75280000.0,75280000.0,98249000.0
Other Cashflows From Investing Activities,422000.0,-483000.0,-483000.0,-10403000.0
Dividends Paid,-67383000.0,-64364000.0,-64364000.0,-60945000.0
Other Cashflows From Financing Activities,-51905000.0,-10681000.0,-10681000.0,429315000.0
Change To Netincome,-1007000.0,-71953000.0,-71953000.0,2651000.0
Capital Expenditures,-41119000.0,-39859000.0,-39859000.0,-94717000.0
