Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Net Borrowings
2017-09-29,27.209999084472656,27.68000030517578,26.770000457763672,27.07999992370605,25.229698181152344,4448800,LPX,1.003692725558959,1.0291728796727575,1.1083640241470354,1.0206479989635429,-0.0169552734045839,-0.0610875090496885,0.0190708251558324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,27.21999931335449,28.0,27.15999984741211,27.61000061035156,25.72348403930664,3445800,LPX,0.9822527155646004,1.0130386547628245,1.0972748777037564,1.012478214064533,-0.0302254984999326,-0.0756689009985751,0.0081439992268226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,27.530000686645508,27.82999992370605,27.420000076293945,27.71999931335449,25.82596206665039,1927800,LPX,0.9754693453780222,0.9974750082014784,1.0874852162908166,1.0113391723313174,-0.0358698269532952,-0.0924883668034236,0.0056845740702444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,27.68000030517578,28.170000076293945,27.68000030517578,28.07999992370605,26.16137313842773,1608100,LPX,0.9718659700057468,0.9878915965434476,1.0874941510316276,1.0126829906128405,-0.0408170206070936,-0.1005920904781187,-0.0024652155650364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,28.11000061035156,28.270000457763672,27.770000457763672,27.780000686645508,25.881866455078125,1356900,LPX,0.934845159221174,0.9946004112737106,1.1231034009081509,1.0121464877707815,-0.0773013285496075,-0.088200064409402,0.0251816521368917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,27.59000015258789,28.100000381469727,27.57999992370605,28.049999237060547,26.133419036865234,2434000,LPX,0.9532975297921285,1.003565100247142,1.091522291309861,1.0081446760609294,-0.0548471462688009,-0.0913781225798942,-0.0090507751259025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,28.18000030517578,28.34000015258789,27.780000686645508,27.850000381469727,25.94708251953125,930500,LPX,0.9626568979833788,1.0161579782742165,1.0910652243970484,1.0143616235707735,-0.0517047255873946,-0.0875574466784361,-0.0074169217796484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,28.0,28.1299991607666,27.809999465942383,27.989999771118164,26.0775146484375,1327200,LPX,0.9585567806269808,0.9878530247815116,1.0712529900246692,1.008797349947511,-0.0502405693205301,-0.104997651362434,-0.0180443226692863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,27.989999771118164,28.18000030517578,27.790000915527344,28.100000381469727,26.18000030517578,954200,LPX,0.943060471256446,0.9985764826393392,1.0702766165471598,1.0091988628593096,-0.0661383916028636,-0.1026557251033671,-0.0178204336458338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,28.059999465942383,28.38999938964844,27.959999084472656,28.280000686645508,26.347705841064453,996400,LPX,0.9473124167407836,0.9862091391889232,1.0666609429160117,1.0112728774332036,-0.06396046069242,-0.1124757866344294,-0.0093741580491177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
