,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,30000000.0,-4000000.0,-21000000.0,23000000.0
Total Cashflows From Investing Activities,-49000000.0,-137000000.0,-238000000.0,-199000000.0
Total Cash From Financing Activities,-272000000.0,-717000000.0,-317000000.0,-9000000.0
Change To Operating Activities,-4000000.0,-1000000.0,-400000.0,-2000000.0
Net Income,499000000.0,-5000000.0,395000000.0,390000000.0
Change In Cash,340000000.0,-697000000.0,-49000000.0,269000000.0
Repurchase Of Stock,-200000000.0,-638000000.0,-212000000.0,-5900000.0
Effect Of Exchange Rate,2000000.0,-2000000.0,-5000000.0,3000000.0
Total Cash From Operating Activities,659000000.0,159000000.0,511000000.0,474000000.0
Depreciation,115000000.0,126000000.0,124000000.0,126000000.0
Other Cashflows From Investing Activities,13000000.0,-1000000.0,21000000.0,-29000000.0
Dividends Paid,-65000000.0,-65000000.0,-74000000.0,-74000000.0
Change To Inventory,-12000000.0,3000000.0,-2000000.0,-23000000.0
Change To Account Receivables,-53000000.0,-21000000.0,3000000.0,-35000000.0
Other Cashflows From Financing Activities,-7000000.0,-9000000.0,-6000000.0,-6000000.0
Change To Netincome,29000000.0,96000000.0,10000000.0,16000000.0
Capital Expenditures,-77000000.0,-163000000.0,-214000000.0,-149000000.0
Investments,,-3000000.0,-45000000.0,-45000000.0
Net Borrowings,,-5000000.0,-25000000.0,-3000000.0
