,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,230900000.0,228324000.0,631422000.0,663737000.0
Capital Surplus,7394646000.0,11683799000.0,12022387000.0,12165002000.0
Total Liab,4152965000.0,4421958000.0,3257097000.0,2878120000.0
Total Stockholder Equity,-1177667000.0,2928042000.0,2843125000.0,2430028000.0
Minority Interest,1682000.0,1014803000.0,774363000.0,559662000.0
Other Current Liab,279528000.0,837226000.0,551798000.0,504531000.0
Total Assets,2976980000.0,8364803000.0,6874585000.0,5867810000.0
Common Stock,267000.0,279000.0,278000.0,277000.0
Other Current Assets,70332000.0,3070231000.0,162535000.0,102785000.0
Retained Earnings,-8491126000.0,1689925000.0,1258794000.0,595038000.0
Other Liab,34734000.0,496167000.0,127991000.0,98923000.0
Good Will,1270532000.0,1239839000.0,2726859000.0,2559066000.0
Treasury Stock,-81454000.0,-10445961000.0,-10438334000.0,-10330289000.0
Other Assets,248328000.0,3047963000.0,199710000.0,139655000.0
Cash,739164000.0,465676000.0,2131632000.0,1630809000.0
Total Current Liabilities,500036000.0,1010180000.0,883558000.0,799728000.0
Deferred Long Term Asset Charges,224013000.0,192496000.0,64786000.0,66321000.0
Other Stockholder Equity,-81454000.0,-136349000.0,-128722000.0,-103568000.0
Property Plant Equipment,192808000.0,135513000.0,318800000.0,315170000.0
Total Current Assets,1020212000.0,3708064000.0,2762739000.0,2125205000.0
Long Term Investments,14200000.0,5100000.0,235055000.0,64977000.0
Net Tangible Assets,-2679099000.0,1459879000.0,-515156000.0,-792775000.0
Net Receivables,138923000.0,116459000.0,289321000.0,337266000.0
Long Term Debt,3534706000.0,2889626000.0,2245548000.0,1979469000.0
Accounts Payable,29200000.0,20191000.0,74907000.0,76571000.0
Deferred Long Term Liab,,,4500000.0,
Short Long Term Debt,,,13750000.0,13750000.0
Short Term Investments,,,123665000.0,4995000.0
