Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities,Investments,Net Borrowings
2017-09-29,23.520000457763672,23.57999992370605,23.15999984741211,23.190000534057617,22.07133102416992,1179100,MTCH,1.153083193927548,1.3855110219436433,1.8930573412765968,1.0206479989635429,0.1324351949640052,0.2952506332211972,0.8037641422853938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,23.229999542236328,24.11000061035156,23.229999542236328,23.89999961853028,22.747079849243164,2683100,MTCH,1.1213389612512004,1.3305439425270171,1.8728033432106148,1.012478214064533,0.1088607471866673,0.2418363867656174,0.783672464733681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,24.100000381469727,25.26000022888184,24.00900077819824,24.75,23.55607795715332,2700200,MTCH,1.1139393315184596,1.2965656583322869,1.811717070430372,1.0113391723313174,0.1026001591871421,0.2066022833273848,0.7299164282097999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,24.96999931335449,25.51000022888184,24.71999931335449,25.200000762939453,23.98437118530273,2844200,MTCH,1.0718253085277938,1.2793650720437628,1.831745888854128,1.0126829906128405,0.0591423179149532,0.1908813850221964,0.741786522257464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,25.34000015258789,25.520000457763672,24.96999931335449,25.21999931335449,24.00340461730957,1446200,MTCH,1.1003172344951968,1.266455203490398,1.9068200052810167,1.0121464877707815,0.0881707467244152,0.1836547278072853,0.808898256509758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,25.15999984741211,25.56999969482422,24.89999961853028,25.3799991607666,24.155685424804688,850500,MTCH,1.059889758298291,1.2726557056650163,1.857368165718823,1.0081446760609294,0.0517450822373615,0.1777124828379801,0.7567950992830594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,25.56999969482422,25.76000022888184,25.21999931335449,25.309999465942383,24.08906364440918,1277200,MTCH,1.1691031241114629,1.2896088532287664,1.8447253346838104,1.0143616235707735,0.1547415005406893,0.1858934282761137,0.7462431885071135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,25.559999465942383,25.690000534057617,25.1299991607666,25.14999961853028,23.93678092956543,828100,MTCH,1.1355865013270765,1.2485089962227989,1.8572564733671948,1.008797349947511,0.1267891513795656,0.1556583200788532,0.7679591606732392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,25.290000915527344,26.239999771118164,25.14999961853028,26.049999237060547,24.793365478515625,1721800,MTCH,1.0925143920268725,1.2111324497279148,1.78157398985019,1.0091988628593096,0.0833155291675629,0.1099002419852084,0.6934769396571965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,26.100000381469727,26.170000076293945,25.68000030517578,25.739999771118164,24.49831962585449,1315700,MTCH,1.1146076723495284,1.227661332861005,1.7583527163091444,1.0112728774332036,0.1033347949163248,0.1289764070376524,0.6823176153440149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
