,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,230000000.0,223000000.0,355000000.0,240000000.0
Capital Surplus,2214000000.0,2456000000.0,2445000000.0,2719000000.0
Total Liab,8601000000.0,8629000000.0,8931000000.0,9686000000.0
Total Stockholder Equity,5287000000.0,5425000000.0,5592000000.0,5448000000.0
Minority Interest,8000000.0,4000000.0,4000000.0,4000000.0
Other Current Liab,9000000.0,14000000.0,456000000.0,3000000.0
Total Assets,14110000000.0,14272000000.0,14741000000.0,15352000000.0
Common Stock,189000000.0,199000000.0,198000000.0,214000000.0
Other Current Assets,244000000.0,262000000.0,170000000.0,249000000.0
Retained Earnings,6308000000.0,6267000000.0,6281000000.0,6258000000.0
Other Liab,2090000000.0,2079000000.0,2146000000.0,2250000000.0
Good Will,4104000000.0,4075000000.0,4071000000.0,3996000000.0
Treasury Stock,-3424000000.0,-3497000000.0,-3332000000.0,-3743000000.0
Other Assets,1707000000.0,1677000000.0,1488000000.0,1640000000.0
Cash,2124000000.0,2379000000.0,2625000000.0,3242000000.0
Total Current Liabilities,2691000000.0,2645000000.0,2478000000.0,3327000000.0
Deferred Long Term Asset Charges,491000000.0,510000000.0,508000000.0,573000000.0
Short Long Term Debt,642000000.0,678000000.0,394000000.0,1218000000.0
Other Stockholder Equity,-3265000000.0,-3335000000.0,-3332000000.0,-3593000000.0
Property Plant Equipment,652000000.0,680000000.0,717000000.0,735000000.0
Total Current Assets,5175000000.0,5420000000.0,5783000000.0,6541000000.0
Net Tangible Assets,953000000.0,1127000000.0,1166000000.0,1212000000.0
Net Receivables,846000000.0,781000000.0,912000000.0,895000000.0
Long Term Debt,3597000000.0,3674000000.0,4050000000.0,3836000000.0
Inventory,815000000.0,841000000.0,843000000.0,978000000.0
Accounts Payable,935000000.0,932000000.0,983000000.0,1018000000.0
Deferred Long Term Liab,,,158000000.0,
Long Term Investments,,,47000000.0,
