Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,33.84000015258789,33.84000015258789,33.27000045776367,33.290000915527344,28.18828392028809,1416600.0,XRX,0.9104833355989692,0.8994872309816663,0.86330311861352,1.0206479989635429,-0.1101646633645736,-0.1907731577407797,-0.2259900803776828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,33.2599983215332,33.689998626708984,33.2400016784668,33.459999084472656,28.33222389221192,1525500.0,XRX,0.90526007885288,0.9015486818751136,0.8583091230823242,1.012478214064533,-0.107218135211653,-0.187158873886286,-0.2308217553946095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,33.459999084472656,33.70000076293945,33.08000183105469,33.099998474121094,28.027393341064453,1552100.0,XRX,0.8906344487358676,0.9220185259362972,0.8658003381690446,1.0113391723313174,-0.1207047235954498,-0.1679448490686048,-0.2160003040515276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,33.08000183105469,33.209999084472656,32.79999923706055,32.86000061035156,27.824174880981445,1985500.0,XRX,0.8843577761567974,0.9266041449063096,0.8996775474107581,1.0126829906128405,-0.128325214456043,-0.1618795421152568,-0.1902818191859059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,32.849998474121094,33.209999084472656,32.79999923706055,33.029998779296875,27.96812057495117,1829500.0,XRX,0.8804118431327084,0.9267206334159658,0.923382992290302,1.0121464877707815,-0.1317346446380731,-0.1560798422671468,-0.1745387564809571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,32.9900016784668,32.9900016784668,32.77000045776367,32.91999816894531,27.874975204467773,1004700.0,XRX,0.8684691212811373,0.9760783713999404,0.9354302896811834,1.0081446760609294,-0.1396755547797921,-0.1188648514270958,-0.1651427767545802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,33.0,33.119998931884766,32.58000183105469,32.61000061035156,27.612489700317383,1455500.0,XRX,0.9006440399486161,1.0135012357965938,0.9461944780017432,1.0143616235707735,-0.1137175836221574,-0.0902141891560588,-0.1522876681749537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,32.779998779296875,32.91999816894531,32.61000061035156,32.709999084472656,27.69716453552246,1075100.0,XRX,0.8948334552347997,0.9974527746878704,0.9809343397911384,1.008797349947511,-0.1139638947127111,-0.0953979014560751,-0.1083629729028171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,32.689998626708984,32.790000915527344,32.58000183105469,32.7400016784668,27.72256660461425,1069400.0,XRX,0.8909590894395578,0.9832929114226604,0.9694707301723768,1.0091988628593096,-0.1182397734197517,-0.1179392963200459,-0.1186263200206168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,32.689998626708984,32.810001373291016,32.540000915527344,32.709999084472656,27.69716453552246,1178200.0,XRX,0.8612044893253638,0.9672363841479382,0.9548092521525806,1.0112728774332036,-0.1500683881078398,-0.1314485416754144,-0.1212258488125488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
